Teams,League,Category,Designation,Side,Name,Points,Odds,American Odds,Key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Hits,over,,Corbin Carroll,0.5,1.3773585,-265,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Hits,under,,Corbin Carroll,0.5,2.9,+190,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Hits,over,,Eugenio Suarez,0.5,1.55555556,-180,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Hits,under,,Eugenio Suarez,0.5,2.3,+130,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Hits,over,,Geraldo Perdomo,0.5,1.57142858,-175,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Hits,under,,Geraldo Perdomo,0.5,2.3,+130,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Hits,over,,JJ Bleday,1.5,2.9,+190,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Hits,under,,JJ Bleday,1.5,1.3773585,-265,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Hits,over,,Ketel Marte,1.5,2.4,+140,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Hits,under,,Ketel Marte,1.5,1.52631579,-190,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Hits,over,,Lawrence Butler,0.5,1.57142858,-175,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Hits,under,,Lawrence Butler,0.5,2.25,+125,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Hits,over,,Lourdes Gurriel Jr.,1.5,2.6,+160,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Hits,under,,Lourdes Gurriel Jr.,1.5,1.44444445,-225,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Hits,over,,Max Schuemann,0.5,1.66666667,-150,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Hits,under,,Max Schuemann,0.5,2.1,+110,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Hits,over,,Miguel Andujar,1.5,2.9,+190,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Hits,under,,Miguel Andujar,1.5,1.3773585,-265,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Hits,over,,Randal Grichuk,0.5,1.38461539,-260,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Hits,under,,Randal Grichuk,0.5,2.85,+185,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Hits,over,,Shea Langeliers,0.5,1.5,-200,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Hits,under,,Shea Langeliers,0.5,2.45,+145,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Hits,over,,Tucker Barnhart,0.5,1.86956522,-115,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Hits,under,,Tucker Barnhart,0.5,1.86956522,-115,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Hits,over,,Tyler Soderstrom,0.5,1.51282052,-195,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Hits,under,,Tyler Soderstrom,0.5,2.4,+140,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Hits,over,,Zack Gelof,0.5,1.60606061,-165,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Hits,under,,Zack Gelof,0.5,2.2,+120,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Hits Milestones,2+,,Armando Alvarez,,4.4,+340,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Hits Milestones,2+,,Blaze Alexander,,3.5,+250,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Hits Milestones,3+,,Blaze Alexander,,12.0,+1100,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Hits Milestones,2+,,Brent Rooker,,3.55,+255,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Hits Milestones,3+,,Brent Rooker,,12.0,+1100,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Hits Milestones,2+,,Christian Walker,,3.35,+235,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Hits Milestones,3+,,Christian Walker,,11.0,+1000,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Hits Milestones,2+,,Corbin Carroll,,2.75,+175,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Hits Milestones,3+,,Corbin Carroll,,7.5,+650,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Hits Milestones,2+,,Eugenio Suarez,,4.1,+310,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Hits Milestones,2+,,Geraldo Perdomo,,4.1,+310,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Hits Milestones,1+,,JJ Bleday,,1.34482759,-290,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Hits Milestones,3+,,JJ Bleday,,8.0,+700,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Hits Milestones,1+,,Ketel Marte,,1.25,-400,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Hits Milestones,3+,,Ketel Marte,,6.0,+500,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Hits Milestones,2+,,Lawrence Butler,,4.3,+330,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Hits Milestones,1+,,Lourdes Gurriel Jr.,,1.27777778,-360,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Hits Milestones,3+,,Lourdes Gurriel Jr.,,7.0,+600,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Hits Milestones,2+,,Max Schuemann,,5.0,+400,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Hits Milestones,1+,,Miguel Andujar,,1.36363637,-275,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Hits Milestones,3+,,Miguel Andujar,,8.0,+700,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Hits Milestones,2+,,Randal Grichuk,,3.25,+225,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Hits Milestones,3+,,Randal Grichuk,,11.0,+1000,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Hits Milestones,2+,,Shea Langeliers,,3.75,+275,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Hits Milestones,3+,,Shea Langeliers,,13.0,+1200,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Hits Milestones,2+,,Tucker Barnhart,,6.0,+500,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Hits Milestones,2+,,Tyler Soderstrom,,3.7,+270,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Hits Milestones,2+,,Zack Gelof,,4.4,+340,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Total Bases,over,,Armando Alvarez,0.5,1.5882353,-170,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Total Bases,under,,Armando Alvarez,0.5,2.25,+125,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Total Bases,over,,Blaze Alexander,1.5,2.3,+130,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Total Bases,under,,Blaze Alexander,1.5,1.55555556,-180,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Total Bases,over,,Brent Rooker,1.5,2.15,+115,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Total Bases,under,,Brent Rooker,1.5,1.625,-160,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Total Bases,over,,Christian Walker,1.5,2.05,+105,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Total Bases,under,,Christian Walker,1.5,1.68965518,-145,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Total Bases,over,,Corbin Carroll,1.5,2.3,+130,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Total Bases,under,,Corbin Carroll,1.5,1.55555556,-180,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Total Bases,over,,Eugenio Suarez,0.5,1.55555556,-180,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Total Bases,under,,Eugenio Suarez,0.5,2.3,+130,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Total Bases,over,,Geraldo Perdomo,0.5,1.57142858,-175,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Total Bases,under,,Geraldo Perdomo,0.5,2.3,+130,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Total Bases,over,,JJ Bleday,1.5,1.90909091,-110,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Total Bases,under,,JJ Bleday,1.5,1.8,-125,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Total Bases,over,,Ketel Marte,1.5,1.625,-160,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Total Bases,under,,Ketel Marte,1.5,2.15,+115,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Total Bases,over,,Lawrence Butler,0.5,1.57142858,-175,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Total Bases,under,,Lawrence Butler,0.5,2.25,+125,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Total Bases,over,,Lourdes Gurriel Jr.,1.5,1.90909091,-110,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Total Bases,under,,Lourdes Gurriel Jr.,1.5,1.83333334,-120,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Total Bases,over,,Max Schuemann,0.5,1.66666667,-150,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Total Bases,under,,Max Schuemann,0.5,2.1,+110,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Total Bases,over,,Miguel Andujar,1.5,2.1,+110,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Total Bases,under,,Miguel Andujar,1.5,1.66666667,-150,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Total Bases,over,,Randal Grichuk,1.5,2.1,+110,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Total Bases,under,,Randal Grichuk,1.5,1.68965518,-145,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Total Bases,over,,Shea Langeliers,1.5,2.25,+125,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Total Bases,under,,Shea Langeliers,1.5,1.5882353,-170,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Total Bases,over,,Tucker Barnhart,0.5,1.86956522,-115,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Total Bases,under,,Tucker Barnhart,0.5,1.86956522,-115,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Total Bases,over,,Tyler Soderstrom,1.5,2.35,+135,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Total Bases,under,,Tyler Soderstrom,1.5,1.54054055,-185,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Total Bases,over,,Zack Gelof,0.5,1.60606061,-165,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Total Bases,under,,Zack Gelof,0.5,2.2,+120,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Total Bases Milestones,2+,,Armando Alvarez,,2.65,+165,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Total Bases Milestones,3+,,Armando Alvarez,,4.4,+340,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Total Bases Milestones,4+,,Armando Alvarez,,6.0,+500,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Total Bases Milestones,1+,,Blaze Alexander,,1.45454546,-220,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Total Bases Milestones,3+,,Blaze Alexander,,3.7,+270,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Total Bases Milestones,4+,,Blaze Alexander,,5.5,+450,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Total Bases Milestones,1+,,Brent Rooker,,1.47619048,-210,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Total Bases Milestones,3+,,Brent Rooker,,3.0,+200,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Total Bases Milestones,4+,,Brent Rooker,,3.65,+265,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Total Bases Milestones,1+,,Christian Walker,,1.40816327,-245,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Total Bases Milestones,3+,,Christian Walker,,2.9,+190,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Total Bases Milestones,4+,,Christian Walker,,3.65,+265,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Total Bases Milestones,1+,,Corbin Carroll,,1.39215687,-255,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Total Bases Milestones,3+,,Corbin Carroll,,3.75,+275,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Total Bases Milestones,4+,,Corbin Carroll,,5.75,+475,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Total Bases Milestones,2+,,Eugenio Suarez,,2.35,+135,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Total Bases Milestones,3+,,Eugenio Suarez,,3.65,+265,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Total Bases Milestones,4+,,Eugenio Suarez,,4.7,+370,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Total Bases Milestones,2+,,Geraldo Perdomo,,2.85,+185,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Total Bases Milestones,3+,,Geraldo Perdomo,,5.5,+450,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Total Bases Milestones,4+,,Geraldo Perdomo,,10.0,+900,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Total Bases Milestones,1+,,JJ Bleday,,1.34482759,-290,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Total Bases Milestones,3+,,JJ Bleday,,2.75,+175,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Total Bases Milestones,4+,,JJ Bleday,,3.6,+260,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Total Bases Milestones,1+,,Ketel Marte,,1.25,-400,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Total Bases Milestones,3+,,Ketel Marte,,2.35,+135,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Total Bases Milestones,4+,,Ketel Marte,,3.05,+205,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Total Bases Milestones,2+,,Lawrence Butler,,2.45,+145,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Total Bases Milestones,3+,,Lawrence Butler,,3.8,+280,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Total Bases Milestones,4+,,Lawrence Butler,,4.9,+390,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Total Bases Milestones,1+,,Lourdes Gurriel Jr.,,1.27777778,-360,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Total Bases Milestones,3+,,Lourdes Gurriel Jr.,,2.85,+185,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Total Bases Milestones,4+,,Lourdes Gurriel Jr.,,4.0,+300,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Total Bases Milestones,2+,,Max Schuemann,,2.9,+190,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Total Bases Milestones,3+,,Max Schuemann,,5.25,+425,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Total Bases Milestones,4+,,Max Schuemann,,8.0,+700,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Total Bases Milestones,1+,,Miguel Andujar,,1.36363637,-275,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Total Bases Milestones,3+,,Miguel Andujar,,3.45,+245,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Total Bases Milestones,4+,,Miguel Andujar,,5.5,+450,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Total Bases Milestones,1+,,Randal Grichuk,,1.38461539,-260,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Total Bases Milestones,3+,,Randal Grichuk,,3.25,+225,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Total Bases Milestones,4+,,Randal Grichuk,,4.4,+340,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Total Bases Milestones,1+,,Shea Langeliers,,1.51282052,-195,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Total Bases Milestones,3+,,Shea Langeliers,,3.15,+215,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Total Bases Milestones,4+,,Shea Langeliers,,3.95,+295,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Total Bases Milestones,2+,,Tucker Barnhart,,3.9,+290,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Total Bases Milestones,3+,,Tucker Barnhart,,8.5,+750,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Total Bases Milestones,1+,,Tyler Soderstrom,,1.52631579,-190,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Total Bases Milestones,3+,,Tyler Soderstrom,,3.45,+245,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Total Bases Milestones,4+,,Tyler Soderstrom,,4.4,+340,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Total Bases Milestones,2+,,Zack Gelof,,2.65,+165,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Total Bases Milestones,3+,,Zack Gelof,,4.2,+320,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Total Bases Milestones,4+,,Zack Gelof,,5.75,+475,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,RBIs,over,,Armando Alvarez,0.5,3.15,+215,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,RBIs,under,,Armando Alvarez,0.5,1.32258065,-310,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,RBIs,over,,Blaze Alexander,0.5,2.8,+180,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,RBIs,under,,Blaze Alexander,0.5,1.39215687,-255,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,RBIs,over,,Brent Rooker,0.5,2.5,+150,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,RBIs,under,,Brent Rooker,0.5,1.48780488,-205,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,RBIs,over,,Christian Walker,0.5,2.2,+120,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,RBIs,under,,Christian Walker,0.5,1.625,-160,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,RBIs,over,,Corbin Carroll,0.5,3.0,+200,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,RBIs,under,,Corbin Carroll,0.5,1.3508772,-285,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,RBIs,over,,Eugenio Suarez,0.5,2.7,+170,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,RBIs,under,,Eugenio Suarez,0.5,1.42553192,-235,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,RBIs,over,,Geraldo Perdomo,0.5,3.55,+255,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,RBIs,under,,Geraldo Perdomo,0.5,1.2631579,-380,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,RBIs,over,,JJ Bleday,0.5,2.6,+160,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,RBIs,under,,JJ Bleday,0.5,1.45454546,-220,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,RBIs,over,,Ketel Marte,0.5,2.3,+130,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,RBIs,under,,Ketel Marte,0.5,1.55555556,-180,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,RBIs,over,,Lawrence Butler,0.5,3.2,+220,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,RBIs,under,,Lawrence Butler,0.5,1.3125,-320,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,RBIs,over,,Lourdes Gurriel Jr.,0.5,2.2,+120,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,RBIs,under,,Lourdes Gurriel Jr.,0.5,1.60606061,-165,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,RBIs,over,,Max Schuemann,0.5,3.8,+280,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,RBIs,under,,Max Schuemann,0.5,1.23529412,-425,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,RBIs,over,,Miguel Andujar,0.5,2.95,+195,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,RBIs,under,,Miguel Andujar,0.5,1.37037038,-270,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,RBIs,over,,Randal Grichuk,0.5,2.4,+140,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,RBIs,under,,Randal Grichuk,0.5,1.51282052,-195,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,RBIs,over,,Shea Langeliers,0.5,2.55,+155,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,RBIs,under,,Shea Langeliers,0.5,1.46511628,-215,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,RBIs,over,,Tucker Barnhart,0.5,4.1,+310,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,RBIs,under,,Tucker Barnhart,0.5,1.21052632,-475,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,RBIs,over,,Tyler Soderstrom,0.5,2.65,+165,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,RBIs,under,,Tyler Soderstrom,0.5,1.43478261,-230,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,RBIs,over,,Zack Gelof,0.5,3.4,+240,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,RBIs,under,,Zack Gelof,0.5,1.28571429,-350,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,RBIs Milestones,2+,,Armando Alvarez,,8.0,+700,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,RBIs Milestones,2+,,Blaze Alexander,,6.5,+550,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,RBIs Milestones,2+,,Brent Rooker,,5.5,+450,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,RBIs Milestones,3+,,Brent Rooker,,13.0,+1200,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,RBIs Milestones,2+,,Christian Walker,,4.8,+380,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,RBIs Milestones,3+,,Christian Walker,,10.5,+950,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,RBIs Milestones,2+,,Corbin Carroll,,7.5,+650,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,RBIs Milestones,2+,,Eugenio Suarez,,6.0,+500,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,RBIs Milestones,2+,,Geraldo Perdomo,,10.0,+900,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,RBIs Milestones,2+,,JJ Bleday,,6.0,+500,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,RBIs Milestones,2+,,Ketel Marte,,5.5,+450,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,RBIs Milestones,3+,,Ketel Marte,,13.0,+1200,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,RBIs Milestones,2+,,Lawrence Butler,,8.0,+700,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,RBIs Milestones,2+,,Lourdes Gurriel Jr.,,5.25,+425,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,RBIs Milestones,3+,,Lourdes Gurriel Jr.,,13.0,+1200,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,RBIs Milestones,2+,,Max Schuemann,,11.0,+1000,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,RBIs Milestones,2+,,Miguel Andujar,,7.5,+650,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,RBIs Milestones,2+,,Randal Grichuk,,5.25,+425,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,RBIs Milestones,3+,,Randal Grichuk,,12.0,+1100,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,RBIs Milestones,2+,,Shea Langeliers,,5.75,+475,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,RBIs Milestones,2+,,Tucker Barnhart,,14.0,+1300,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,RBIs Milestones,2+,,Tyler Soderstrom,,6.0,+500,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,RBIs Milestones,2+,,Zack Gelof,,8.5,+750,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Runs Scored,over,,Armando Alvarez,0.5,2.5,+150,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Runs Scored,under,,Armando Alvarez,0.5,1.47619048,-210,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Runs Scored,over,,Blaze Alexander,0.5,2.35,+135,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Runs Scored,under,,Blaze Alexander,0.5,1.54054055,-185,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Runs Scored,over,,Brent Rooker,0.5,2.05,+105,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Runs Scored,under,,Brent Rooker,0.5,1.71428572,-140,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Runs Scored,over,,Christian Walker,0.5,1.86956522,-115,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Runs Scored,under,,Christian Walker,0.5,1.86956522,-115,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Runs Scored,over,,Corbin Carroll,0.5,1.90909091,-110,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Runs Scored,under,,Corbin Carroll,0.5,1.8,-125,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Runs Scored,over,,Eugenio Suarez,0.5,2.25,+125,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Runs Scored,under,,Eugenio Suarez,0.5,1.5882353,-170,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Runs Scored,over,,Geraldo Perdomo,0.5,2.35,+135,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Runs Scored,under,,Geraldo Perdomo,0.5,1.54054055,-185,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Runs Scored,over,,JJ Bleday,0.5,1.86956522,-115,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Runs Scored,under,,JJ Bleday,0.5,1.83333334,-120,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Runs Scored,over,,Ketel Marte,0.5,1.68965518,-145,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Runs Scored,under,,Ketel Marte,0.5,2.05,+105,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Runs Scored,over,,Lawrence Butler,0.5,2.55,+155,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Runs Scored,under,,Lawrence Butler,0.5,1.47619048,-210,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Runs Scored,over,,Lourdes Gurriel Jr.,0.5,1.86956522,-115,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Runs Scored,under,,Lourdes Gurriel Jr.,0.5,1.83333334,-120,key
OAK Athletics(away) vs ARI Diamondbacks(home),MLB,Runs Scored,over,,Max Schuemann,0.5,2.6,+160,key
