Teams,League,Category,Designation,Side,Name,Points,FD Decimal Odds,FD American Odds,Key,Date
PHI(away) vs ARI(home),MLB,Alternate Total Runs,under,,,12.5,1.384615384615385,-260,s;0;ou;12.5,2024-08-08
PHI(away) vs ARI(home),MLB,Alternate Total Runs,under,,,13.5,1.27027027027027,-370,s;0;ou;13.5,2024-08-08
PHI(away) vs ARI(home),MLB,Alternate Total Runs,under,,,14.5,1.192307692307692,-520,s;0;ou;14.5,2024-08-08
PHI(away) vs ARI(home),MLB,Alternate Total Runs,under,,,15.5,1.125,-800,s;0;ou;15.5,2024-08-08
PHI(away) vs ARI(home),MLB,To Record 2+ Hits,over,,K. Marte,1.5,2.35,135,pp;0;ss;hit;1.5,2024-08-08
PHI(away) vs ARI(home),MLB,To Record 2+ Hits,over,,T. Turner,1.5,2.55,155,pp;0;ss;hit;1.5,2024-08-08
PHI(away) vs ARI(home),MLB,To Record 2+ Hits,over,,J. McCarthy,1.5,2.55,155,pp;0;ss;hit;1.5,2024-08-08
PHI(away) vs ARI(home),MLB,To Record 2+ Hits,over,,A. Bohm,1.5,2.65,165,pp;0;ss;hit;1.5,2024-08-08
PHI(away) vs ARI(home),MLB,To Record 2+ Hits,over,,N. Castellanos,1.5,2.75,175,pp;0;ss;hit;1.5,2024-08-08
PHI(away) vs ARI(home),MLB,To Record 2+ Hits,over,,L. Gurriel,1.5,2.75,175,pp;0;ss;hit;1.5,2024-08-08
PHI(away) vs ARI(home),MLB,To Record 2+ Hits,over,,J. Realmuto,1.5,2.75,175,pp;0;ss;hit;1.5,2024-08-08
PHI(away) vs ARI(home),MLB,To Record 2+ Hits,over,,R. Grichuk,1.5,2.7,170,pp;0;ss;hit;1.5,2024-08-08
PHI(away) vs ARI(home),MLB,To Record 2+ Hits,over,,B. Harper,1.5,2.85,185,pp;0;ss;hit;1.5,2024-08-08
PHI(away) vs ARI(home),MLB,To Record 2+ Hits,over,,K. Newman,1.5,2.9,190,pp;0;ss;hit;1.5,2024-08-08
PHI(away) vs ARI(home),MLB,To Record 2+ Hits,over,,J. Bell,1.5,3.1,210,pp;0;ss;hit;1.5,2024-08-08
PHI(away) vs ARI(home),MLB,To Record 2+ Hits,over,,K. Schwarber,1.5,3.4,240,pp;0;ss;hit;1.5,2024-08-08
PHI(away) vs ARI(home),MLB,To Record 2+ Hits,over,,E. Sosa,1.5,3.4,240,pp;0;ss;hit;1.5,2024-08-08
PHI(away) vs ARI(home),MLB,To Record 2+ Hits,over,,W. Wilson,1.5,3.6,260,pp;0;ss;hit;1.5,2024-08-08
PHI(away) vs ARI(home),MLB,To Record 2+ Hits,over,,G. Perdomo,1.5,3.8,280,pp;0;ss;hit;1.5,2024-08-08
PHI(away) vs ARI(home),MLB,To Record 2+ Hits,over,,E. Suarez,1.5,3.9,290,pp;0;ss;hit;1.5,2024-08-08
PHI(away) vs ARI(home),MLB,To Record 2+ Hits,over,,J. Rojas,1.5,4.0,300,pp;0;ss;hit;1.5,2024-08-08
PHI(away) vs ARI(home),MLB,To Record 2+ Hits,over,,J. Herrera,1.5,4.9,390,pp;0;ss;hit;1.5,2024-08-08
PHI(away) vs ARI(home),MLB,Total Runs,over,,,10.5,2.0,100,s;0;ou;10.5,2024-08-08
PHI(away) vs ARI(home),MLB,Total Runs,under,,,10.5,1.819672131147541,-122,s;0;ou;10.5,2024-08-08
PHI(away) vs ARI(home),MLB,To Record 3+ Hits,over,,K. Marte,2.5,7.5,650,pp;0;ss;hit;2.5,2024-08-08
PHI(away) vs ARI(home),MLB,To Record 3+ Hits,over,,T. Turner,2.5,7.5,650,pp;0;ss;hit;2.5,2024-08-08
PHI(away) vs ARI(home),MLB,To Record 3+ Hits,over,,J. McCarthy,2.5,8.0,700,pp;0;ss;hit;2.5,2024-08-08
PHI(away) vs ARI(home),MLB,To Record 3+ Hits,over,,A. Bohm,2.5,8.5,750,pp;0;ss;hit;2.5,2024-08-08
PHI(away) vs ARI(home),MLB,To Record 3+ Hits,over,,N. Castellanos,2.5,9.0,800,pp;0;ss;hit;2.5,2024-08-08
PHI(away) vs ARI(home),MLB,To Record 3+ Hits,over,,R. Grichuk,2.5,9.0,800,pp;0;ss;hit;2.5,2024-08-08
PHI(away) vs ARI(home),MLB,To Record 3+ Hits,over,,L. Gurriel,2.5,9.5,850,pp;0;ss;hit;2.5,2024-08-08
PHI(away) vs ARI(home),MLB,To Record 3+ Hits,over,,J. Realmuto,2.5,10.0,900,pp;0;ss;hit;2.5,2024-08-08
PHI(away) vs ARI(home),MLB,To Record 3+ Hits,over,,B. Harper,2.5,10.5,950,pp;0;ss;hit;2.5,2024-08-08
PHI(away) vs ARI(home),MLB,To Record 3+ Hits,over,,J. Bell,2.5,11.0,1000,pp;0;ss;hit;2.5,2024-08-08
PHI(away) vs ARI(home),MLB,To Record 3+ Hits,over,,K. Newman,2.5,11.0,1000,pp;0;ss;hit;2.5,2024-08-08
PHI(away) vs ARI(home),MLB,To Record 3+ Hits,over,,K. Schwarber,2.5,12.0,1100,pp;0;ss;hit;2.5,2024-08-08
PHI(away) vs ARI(home),MLB,To Record 3+ Hits,over,,E. Sosa,2.5,13.0,1200,pp;0;ss;hit;2.5,2024-08-08
PHI(away) vs ARI(home),MLB,To Record 3+ Hits,over,,W. Wilson,2.5,16.0,1500,pp;0;ss;hit;2.5,2024-08-08
PHI(away) vs ARI(home),MLB,To Record 3+ Hits,over,,J. Rojas,2.5,17.0,1600,pp;0;ss;hit;2.5,2024-08-08
PHI(away) vs ARI(home),MLB,To Record 3+ Hits,over,,G. Perdomo,2.5,18.0,1700,pp;0;ss;hit;2.5,2024-08-08
PHI(away) vs ARI(home),MLB,To Record 3+ Hits,over,,E. Suarez,2.5,18.0,1700,pp;0;ss;hit;2.5,2024-08-08
PHI(away) vs ARI(home),MLB,To Record 3+ Hits,over,,J. Herrera,2.5,27.0,2600,pp;0;ss;hit;2.5,2024-08-08
PHI(away) vs ARI(home),MLB,To Record 3+ Total Bases,over,,K. Marte,2.5,2.3,130,pp;0;ss;tb;2.5,2024-08-08
PHI(away) vs ARI(home),MLB,To Record 3+ Total Bases,over,,R. Grichuk,2.5,2.7,170,pp;0;ss;tb;2.5,2024-08-08
PHI(away) vs ARI(home),MLB,To Record 3+ Total Bases,over,,T. Turner,2.5,2.75,175,pp;0;ss;tb;2.5,2024-08-08
PHI(away) vs ARI(home),MLB,To Record 3+ Total Bases,over,,N. Castellanos,2.5,2.9,190,pp;0;ss;tb;2.5,2024-08-08
PHI(away) vs ARI(home),MLB,To Record 3+ Total Bases,over,,J. McCarthy,2.5,3.0,200,pp;0;ss;tb;2.5,2024-08-08
PHI(away) vs ARI(home),MLB,To Record 3+ Total Bases,over,,A. Bohm,2.5,3.0,200,pp;0;ss;tb;2.5,2024-08-08
PHI(away) vs ARI(home),MLB,To Record 3+ Total Bases,over,,B. Harper,2.5,3.0,200,pp;0;ss;tb;2.5,2024-08-08
PHI(away) vs ARI(home),MLB,To Record 3+ Total Bases,over,,K. Schwarber,2.5,3.0,200,pp;0;ss;tb;2.5,2024-08-08
PHI(away) vs ARI(home),MLB,To Record 3+ Total Bases,over,,L. Gurriel,2.5,3.1,210,pp;0;ss;tb;2.5,2024-08-08
PHI(away) vs ARI(home),MLB,To Record 3+ Total Bases,over,,J. Bell,2.5,3.1,210,pp;0;ss;tb;2.5,2024-08-08
PHI(away) vs ARI(home),MLB,To Record 3+ Total Bases,over,,J. Realmuto,2.5,3.2,220,pp;0;ss;tb;2.5,2024-08-08
PHI(away) vs ARI(home),MLB,To Record 3+ Total Bases,over,,E. Sosa,2.5,3.4,240,pp;0;ss;tb;2.5,2024-08-08
PHI(away) vs ARI(home),MLB,To Record 3+ Total Bases,over,,E. Suarez,2.5,3.5,250,pp;0;ss;tb;2.5,2024-08-08
PHI(away) vs ARI(home),MLB,To Record 3+ Total Bases,over,,W. Wilson,2.5,3.5,250,pp;0;ss;tb;2.5,2024-08-08
PHI(away) vs ARI(home),MLB,To Record 3+ Total Bases,over,,K. Newman,2.5,3.9,290,pp;0;ss;tb;2.5,2024-08-08
PHI(away) vs ARI(home),MLB,To Record 3+ Total Bases,over,,G. Perdomo,2.5,4.7,370,pp;0;ss;tb;2.5,2024-08-08
PHI(away) vs ARI(home),MLB,To Record 3+ Total Bases,over,,J. Herrera,2.5,5.2,420,pp;0;ss;tb;2.5,2024-08-08
PHI(away) vs ARI(home),MLB,To Record 3+ Total Bases,over,,J. Rojas,2.5,5.3,430,pp;0;ss;tb;2.5,2024-08-08
PHI(away) vs ARI(home),MLB,Philadelphia Phillies Alt. Total Runs,over,away,,0.5,1.014285714285714,-7000,s;0;tt;0.5;away,2024-08-08
PHI(away) vs ARI(home),MLB,Philadelphia Phillies Alt. Total Runs,over,away,,1.5,1.083333333333333,-1200,s;0;tt;1.5;away,2024-08-08
PHI(away) vs ARI(home),MLB,Philadelphia Phillies Alt. Total Runs,over,away,,2.5,1.217391304347826,-460,s;0;tt;2.5;away,2024-08-08
PHI(away) vs ARI(home),MLB,Philadelphia Phillies Alt. Total Runs,over,away,,3.5,1.425531914893617,-235,s;0;tt;3.5;away,2024-08-08
PHI(away) vs ARI(home),MLB,Philadelphia Phillies Alt. Total Runs,over,away,,4.5,1.757575757575758,-132,s;0;tt;4.5;away,2024-08-08
PHI(away) vs ARI(home),MLB,Philadelphia Phillies Alt. Total Runs,over,away,,5.5,2.26,126,s;0;tt;5.5;away,2024-08-08
PHI(away) vs ARI(home),MLB,Philadelphia Phillies Alt. Total Runs,over,away,,6.5,3.0,200,s;0;tt;6.5;away,2024-08-08
PHI(away) vs ARI(home),MLB,Philadelphia Phillies Alt. Total Runs,over,away,,7.5,4.0,300,s;0;tt;7.5;away,2024-08-08
PHI(away) vs ARI(home),MLB,Philadelphia Phillies Alt. Total Runs,over,away,,8.5,5.5,450,s;0;tt;8.5;away,2024-08-08
PHI(away) vs ARI(home),MLB,Philadelphia Phillies Alt. Total Runs,over,away,,9.5,7.8,680,s;0;tt;9.5;away,2024-08-08
PHI(away) vs ARI(home),MLB,Philadelphia Phillies Alt. Total Runs,under,away,,0.5,15.0,1400,s;0;tt;0.5;away,2024-08-08
PHI(away) vs ARI(home),MLB,Philadelphia Phillies Alt. Total Runs,under,away,,1.5,7.3,630,s;0;tt;1.5;away,2024-08-08
PHI(away) vs ARI(home),MLB,Philadelphia Phillies Alt. Total Runs,under,away,,2.5,4.2,320,s;0;tt;2.5;away,2024-08-08
PHI(away) vs ARI(home),MLB,Philadelphia Phillies Alt. Total Runs,under,away,,3.5,2.8,180,s;0;tt;3.5;away,2024-08-08
PHI(away) vs ARI(home),MLB,Philadelphia Phillies Alt. Total Runs,under,away,,4.5,2.04,104,s;0;tt;4.5;away,2024-08-08
PHI(away) vs ARI(home),MLB,Philadelphia Phillies Alt. Total Runs,under,away,,5.5,1.617283950617284,-162,s;0;tt;5.5;away,2024-08-08
PHI(away) vs ARI(home),MLB,Philadelphia Phillies Alt. Total Runs,under,away,,6.5,1.377358490566038,-265,s;0;tt;6.5;away,2024-08-08
PHI(away) vs ARI(home),MLB,Philadelphia Phillies Alt. Total Runs,under,away,,7.5,1.232558139534884,-430,s;0;tt;7.5;away,2024-08-08
PHI(away) vs ARI(home),MLB,Philadelphia Phillies Alt. Total Runs,under,away,,8.5,1.138888888888889,-720,s;0;tt;8.5;away,2024-08-08
PHI(away) vs ARI(home),MLB,Philadelphia Phillies Alt. Total Runs,under,away,,9.5,1.071428571428571,-1400,s;0;tt;9.5;away,2024-08-08
PHI(away) vs ARI(home),MLB,Jordan Montgomery - Alt Strikeouts,over,,J. Montgomery,2.5,1.227272727272727,-440,pp;0;ss;so2.5,2024-08-08
PHI(away) vs ARI(home),MLB,Jordan Montgomery - Alt Strikeouts,over,,J. Montgomery,3.5,1.641025641025641,-156,pp;0;ss;so3.5,2024-08-08
PHI(away) vs ARI(home),MLB,Jordan Montgomery - Alt Strikeouts,over,,J. Montgomery,4.5,2.58,158,pp;0;ss;so4.5,2024-08-08
PHI(away) vs ARI(home),MLB,Jordan Montgomery - Alt Strikeouts,over,,J. Montgomery,5.5,4.5,350,pp;0;ss;so5.5,2024-08-08
PHI(away) vs ARI(home),MLB,Arizona Diamondbacks Alt. Total Runs,over,home,,0.5,1.01,-10000,s;0;tt;0.5;home,2024-08-08
PHI(away) vs ARI(home),MLB,Arizona Diamondbacks Alt. Total Runs,over,home,,1.5,1.055555555555556,-1800,s;0;tt;1.5;home,2024-08-08
PHI(away) vs ARI(home),MLB,Arizona Diamondbacks Alt. Total Runs,over,home,,2.5,1.178571428571429,-560,s;0;tt;2.5;home,2024-08-08
PHI(away) vs ARI(home),MLB,Arizona Diamondbacks Alt. Total Runs,over,home,,3.5,1.377358490566038,-265,s;0;tt;3.5;home,2024-08-08
PHI(away) vs ARI(home),MLB,Arizona Diamondbacks Alt. Total Runs,over,home,,4.5,1.666666666666667,-150,s;0;tt;4.5;home,2024-08-08
PHI(away) vs ARI(home),MLB,Arizona Diamondbacks Alt. Total Runs,over,home,,5.5,2.18,118,s;0;tt;5.5;home,2024-08-08
PHI(away) vs ARI(home),MLB,Arizona Diamondbacks Alt. Total Runs,over,home,,6.5,2.96,196,s;0;tt;6.5;home,2024-08-08
PHI(away) vs ARI(home),MLB,Arizona Diamondbacks Alt. Total Runs,over,home,,7.5,4.0,300,s;0;tt;7.5;home,2024-08-08
PHI(away) vs ARI(home),MLB,Arizona Diamondbacks Alt. Total Runs,over,home,,8.5,5.5,450,s;0;tt;8.5;home,2024-08-08
PHI(away) vs ARI(home),MLB,Arizona Diamondbacks Alt. Total Runs,over,home,,9.5,7.8,680,s;0;tt;9.5;home,2024-08-08
PHI(away) vs ARI(home),MLB,Arizona Diamondbacks Alt. Total Runs,under,home,,0.5,18.0,1700,s;0;tt;0.5;home,2024-08-08
PHI(away) vs ARI(home),MLB,Arizona Diamondbacks Alt. Total Runs,under,home,,1.5,9.0,800,s;0;tt;1.5;home,2024-08-08
PHI(away) vs ARI(home),MLB,Arizona Diamondbacks Alt. Total Runs,under,home,,2.5,4.7,370,s;0;tt;2.5;home,2024-08-08
PHI(away) vs ARI(home),MLB,Arizona Diamondbacks Alt. Total Runs,under,home,,3.5,3.0,200,s;0;tt;3.5;home,2024-08-08
PHI(away) vs ARI(home),MLB,Arizona Diamondbacks Alt. Total Runs,under,home,,4.5,2.18,118,s;0;tt;4.5;home,2024-08-08
PHI(away) vs ARI(home),MLB,Arizona Diamondbacks Alt. Total Runs,under,home,,5.5,1.675675675675676,-148,s;0;tt;5.5;home,2024-08-08
PHI(away) vs ARI(home),MLB,Arizona Diamondbacks Alt. Total Runs,under,home,,6.5,1.384615384615385,-260,s;0;tt;6.5;home,2024-08-08
PHI(away) vs ARI(home),MLB,Arizona Diamondbacks Alt. Total Runs,under,home,,7.5,1.232558139534884,-430,s;0;tt;7.5;home,2024-08-08
PHI(away) vs ARI(home),MLB,Arizona Diamondbacks Alt. Total Runs,under,home,,8.5,1.138888888888889,-720,s;0;tt;8.5;home,2024-08-08
PHI(away) vs ARI(home),MLB,Arizona Diamondbacks Alt. Total Runs,under,home,,9.5,1.071428571428571,-1400,s;0;tt;9.5;home,2024-08-08
PHI(away) vs ARI(home),MLB,Arizona Diamondbacks Total Runs,over,home,,5.5,2.18,118,s;0;tt;5.5;home,2024-08-08
PHI(away) vs ARI(home),MLB,Arizona Diamondbacks Total Runs,under,home,,5.5,1.675675675675676,-148,s;0;tt;5.5;home,2024-08-08
PHI(away) vs ARI(home),MLB,To Record 2+ Total Bases,over,,K. Marte,1.5,1.606060606060606,-165,pp;0;ss;tb;1.5,2024-08-08
PHI(away) vs ARI(home),MLB,To Record 2+ Total Bases,over,,R. Grichuk,1.5,1.769230769230769,-130,pp;0;ss;tb;1.5,2024-08-08
PHI(away) vs ARI(home),MLB,To Record 2+ Total Bases,over,,T. Turner,1.5,1.769230769230769,-130,pp;0;ss;tb;1.5,2024-08-08
PHI(away) vs ARI(home),MLB,To Record 2+ Total Bases,over,,N. Castellanos,1.5,1.833333333333333,-120,pp;0;ss;tb;1.5,2024-08-08
PHI(away) vs ARI(home),MLB,To Record 2+ Total Bases,over,,A. Bohm,1.5,1.833333333333333,-120,pp;0;ss;tb;1.5,2024-08-08
PHI(away) vs ARI(home),MLB,To Record 2+ Total Bases,over,,L. Gurriel,1.5,1.833333333333333,-120,pp;0;ss;tb;1.5,2024-08-08
PHI(away) vs ARI(home),MLB,To Record 2+ Total Bases,over,,J. McCarthy,1.5,1.833333333333333,-120,pp;0;ss;tb;1.5,2024-08-08
PHI(away) vs ARI(home),MLB,To Record 2+ Total Bases,over,,B. Harper,1.5,1.909090909090909,-110,pp;0;ss;tb;1.5,2024-08-08
PHI(away) vs ARI(home),MLB,To Record 2+ Total Bases,over,,J. Realmuto,1.5,1.909090909090909,-110,pp;0;ss;tb;1.5,2024-08-08
PHI(away) vs ARI(home),MLB,To Record 2+ Total Bases,over,,J. Bell,1.5,1.952380952380952,-105,pp;0;ss;tb;1.5,2024-08-08
PHI(away) vs ARI(home),MLB,To Record 2+ Total Bases,over,,E. Sosa,1.5,2.15,115,pp;0;ss;tb;1.5,2024-08-08
PHI(away) vs ARI(home),MLB,To Record 2+ Total Bases,over,,K. Schwarber,1.5,2.1,110,pp;0;ss;tb;1.5,2024-08-08
PHI(away) vs ARI(home),MLB,To Record 2+ Total Bases,over,,K. Newman,1.5,2.1,110,pp;0;ss;tb;1.5,2024-08-08
PHI(away) vs ARI(home),MLB,To Record 2+ Total Bases,over,,E. Suarez,1.5,2.2,120,pp;0;ss;tb;1.5,2024-08-08
PHI(away) vs ARI(home),MLB,To Record 2+ Total Bases,over,,W. Wilson,1.5,2.2,120,pp;0;ss;tb;1.5,2024-08-08
PHI(away) vs ARI(home),MLB,To Record 2+ Total Bases,over,,G. Perdomo,1.5,2.5,150,pp;0;ss;tb;1.5,2024-08-08
PHI(away) vs ARI(home),MLB,To Record 2+ Total Bases,over,,J. Rojas,1.5,2.7,170,pp;0;ss;tb;1.5,2024-08-08
PHI(away) vs ARI(home),MLB,To Record 2+ Total Bases,over,,J. Herrera,1.5,2.75,175,pp;0;ss;tb;1.5,2024-08-08
CIN(away) vs MIA(home),MLB,Total Runs,over,,,7.5,1.847457627118644,-118,s;0;ou;7.5,2024-08-08
CIN(away) vs MIA(home),MLB,Total Runs,under,,,7.5,1.909090909090909,-110,s;0;ou;7.5,2024-08-08
CIN(away) vs MIA(home),MLB,Run Line,,away,,-1.5,4.05,305,s;0;s;1.5,2024-08-08
CIN(away) vs MIA(home),MLB,Run Line,,home,,1.5,1.222222222222222,-450,s;0;s;1.5,2024-08-08
CIN(away) vs MIA(home),MLB,Moneyline,,away,,0.0,2.12,112,s;0;m,2024-08-08
CIN(away) vs MIA(home),MLB,Moneyline,,home,,0.0,1.704225352112676,-142,s;0;m,2024-08-08
LAA(away) vs NYY(home),MLB,Tyler Anderson - Alt Strikeouts,over,,T. Anderson,5.5,1.303030303030303,-330,pp;0;ss;so5.5,2024-08-08
LAA(away) vs NYY(home),MLB,Tyler Anderson - Alt Strikeouts,over,,T. Anderson,6.5,2.62,162,pp;0;ss;so6.5,2024-08-08
LAA(away) vs NYY(home),MLB,Tyler Anderson - Alt Strikeouts,over,,T. Anderson,7.5,6.8,580,pp;0;ss;so7.5,2024-08-08
LAA(away) vs NYY(home),MLB,To Record 3+ Total Bases,over,,B. Drury,2.5,2.0,100,pp;0;ss;tb;2.5,2024-08-08
LAA(away) vs NYY(home),MLB,To Record 3+ Total Bases,over,,G. Torres,2.5,4.3,330,pp;0;ss;tb;2.5,2024-08-08
LAA(away) vs NYY(home),MLB,To Record 3+ Total Bases,over,,J. Adell,2.5,4.6,360,pp;0;ss;tb;2.5,2024-08-08
LAA(away) vs NYY(home),MLB,To Record 3+ Total Bases,over,,A. Judge,2.5,5.3,430,pp;0;ss;tb;2.5,2024-08-08
LAA(away) vs NYY(home),MLB,To Record 3+ Total Bases,over,,J. Soto,2.5,6.0,500,pp;0;ss;tb;2.5,2024-08-08
LAA(away) vs NYY(home),MLB,To Record 3+ Total Bases,over,,A. Wells,2.5,6.0,500,pp;0;ss;tb;2.5,2024-08-08
LAA(away) vs NYY(home),MLB,To Record 3+ Total Bases,over,,G. Stanton,2.5,6.5,550,pp;0;ss;tb;2.5,2024-08-08
LAA(away) vs NYY(home),MLB,To Record 3+ Total Bases,over,,D. LeMahieu,2.5,8.5,750,pp;0;ss;tb;2.5,2024-08-08
LAA(away) vs NYY(home),MLB,To Record 3+ Total Bases,over,,A. Verdugo,2.5,9.5,850,pp;0;ss;tb;2.5,2024-08-08
LAA(away) vs NYY(home),MLB,Alternate Total Runs,over,,,6.5,1.1,-1000,s;0;ou;6.5,2024-08-08
LAA(away) vs NYY(home),MLB,Alternate Total Runs,over,,,7.5,1.277777777777778,-360,s;0;ou;7.5,2024-08-08
LAA(away) vs NYY(home),MLB,Alternate Total Runs,over,,,8.5,1.444444444444444,-225,s;0;ou;8.5,2024-08-08
LAA(away) vs NYY(home),MLB,Alternate Total Runs,over,,,9.5,1.943396226415094,-106,s;0;ou;9.5,2024-08-08
LAA(away) vs NYY(home),MLB,Alternate Total Runs,over,,,10.5,2.42,142,s;0;ou;10.5,2024-08-08
LAA(away) vs NYY(home),MLB,Alternate Total Runs,over,,,11.5,3.4,240,s;0;ou;11.5,2024-08-08
LAA(away) vs NYY(home),MLB,Alternate Total Runs,over,,,12.5,4.5,350,s;0;ou;12.5,2024-08-08
LAA(away) vs NYY(home),MLB,Alternate Total Runs,over,,,13.5,6.8,580,s;0;ou;13.5,2024-08-08
LAA(away) vs NYY(home),MLB,Alternate Total Runs,over,,,14.5,8.5,750,s;0;ou;14.5,2024-08-08
LAA(away) vs NYY(home),MLB,Alternate Total Runs,under,,,6.5,6.2,520,s;0;ou;6.5,2024-08-08
LAA(away) vs NYY(home),MLB,Alternate Total Runs,under,,,7.5,3.5,250,s;0;ou;7.5,2024-08-08
LAA(away) vs NYY(home),MLB,Alternate Total Runs,under,,,8.5,2.64,164,s;0;ou;8.5,2024-08-08
LAA(away) vs NYY(home),MLB,Alternate Total Runs,under,,,9.5,1.8,-125,s;0;ou;9.5,2024-08-08
LAA(away) vs NYY(home),MLB,Alternate Total Runs,under,,,10.5,1.520833333333333,-192,s;0;ou;10.5,2024-08-08
LAA(away) vs NYY(home),MLB,Alternate Total Runs,under,,,11.5,1.285714285714286,-350,s;0;ou;11.5,2024-08-08
LAA(away) vs NYY(home),MLB,Alternate Total Runs,under,,,12.5,1.181818181818182,-550,s;0;ou;12.5,2024-08-08
LAA(away) vs NYY(home),MLB,Alternate Total Runs,under,,,13.5,1.090909090909091,-1100,s;0;ou;13.5,2024-08-08
LAA(away) vs NYY(home),MLB,Alternate Total Runs,under,,,14.5,1.05,-2000,s;0;ou;14.5,2024-08-08
LAA(away) vs NYY(home),MLB,Los Angeles Angels Total Runs,over,away,,5.5,1.735294117647059,-136,s;0;tt;5.5;away,2024-08-08
LAA(away) vs NYY(home),MLB,Los Angeles Angels Total Runs,under,away,,5.5,2.02,102,s;0;tt;5.5;away,2024-08-08
LAA(away) vs NYY(home),MLB,Moneyline,,away,,0.0,1.217391304347826,-460,s;0;m,2024-08-08
LAA(away) vs NYY(home),MLB,Moneyline,,home,,0.0,4.2,320,s;0;m,2024-08-08
LAA(away) vs NYY(home),MLB,New York Yankees Alt. Total Runs,over,home,,1.5,1.153846153846154,-650,s;0;tt;1.5;home,2024-08-08
LAA(away) vs NYY(home),MLB,New York Yankees Alt. Total Runs,over,home,,2.5,1.465116279069767,-215,s;0;tt;2.5;home,2024-08-08
LAA(away) vs NYY(home),MLB,New York Yankees Alt. Total Runs,over,home,,3.5,2.02,102,s;0;tt;3.5;home,2024-08-08
LAA(away) vs NYY(home),MLB,New York Yankees Alt. Total Runs,over,home,,4.5,2.68,168,s;0;tt;4.5;home,2024-08-08
LAA(away) vs NYY(home),MLB,New York Yankees Alt. Total Runs,over,home,,5.5,4.1,310,s;0;tt;5.5;home,2024-08-08
LAA(away) vs NYY(home),MLB,New York Yankees Alt. Total Runs,over,home,,6.5,6.5,550,s;0;tt;6.5;home,2024-08-08
LAA(away) vs NYY(home),MLB,New York Yankees Alt. Total Runs,over,home,,7.5,9.8,880,s;0;tt;7.5;home,2024-08-08
LAA(away) vs NYY(home),MLB,New York Yankees Alt. Total Runs,over,home,,8.5,13.8,1280,s;0;tt;8.5;home,2024-08-08
LAA(away) vs NYY(home),MLB,New York Yankees Alt. Total Runs,over,home,,9.5,23.0,2200,s;0;tt;9.5;home,2024-08-08
LAA(away) vs NYY(home),MLB,New York Yankees Alt. Total Runs,under,home,,1.5,4.9,390,s;0;tt;1.5;home,2024-08-08
LAA(away) vs NYY(home),MLB,New York Yankees Alt. Total Runs,under,home,,2.5,2.58,158,s;0;tt;2.5;home,2024-08-08
LAA(away) vs NYY(home),MLB,New York Yankees Alt. Total Runs,under,home,,3.5,1.735294117647059,-136,s;0;tt;3.5;home,2024-08-08
LAA(away) vs NYY(home),MLB,New York Yankees Alt. Total Runs,under,home,,4.5,1.434782608695652,-230,s;0;tt;4.5;home,2024-08-08
LAA(away) vs NYY(home),MLB,New York Yankees Alt. Total Runs,under,home,,5.5,1.212765957446809,-470,s;0;tt;5.5;home,2024-08-08
LAA(away) vs NYY(home),MLB,New York Yankees Alt. Total Runs,under,home,,6.5,1.090909090909091,-1100,s;0;tt;6.5;home,2024-08-08
LAA(away) vs NYY(home),MLB,New York Yankees Alt. Total Runs,under,home,,7.5,1.033333333333333,-3000,s;0;tt;7.5;home,2024-08-08
LAA(away) vs NYY(home),MLB,New York Yankees Alt. Total Runs,under,home,,8.5,1.014285714285714,-7000,s;0;tt;8.5;home,2024-08-08
LAA(away) vs NYY(home),MLB,New York Yankees Alt. Total Runs,under,home,,9.5,1.002,-50000,s;0;tt;9.5;home,2024-08-08
LAA(away) vs NYY(home),MLB,Los Angeles Angels Alt. Total Runs,over,away,,4.5,1.25,-400,s;0;tt;4.5;away,2024-08-08
LAA(away) vs NYY(home),MLB,Los Angeles Angels Alt. Total Runs,over,away,,5.5,1.735294117647059,-136,s;0;tt;5.5;away,2024-08-08
LAA(away) vs NYY(home),MLB,Los Angeles Angels Alt. Total Runs,over,away,,6.5,2.62,162,s;0;tt;6.5;away,2024-08-08
LAA(away) vs NYY(home),MLB,Los Angeles Angels Alt. Total Runs,over,away,,7.5,4.1,310,s;0;tt;7.5;away,2024-08-08
LAA(away) vs NYY(home),MLB,Los Angeles Angels Alt. Total Runs,over,away,,8.5,6.8,580,s;0;tt;8.5;away,2024-08-08
LAA(away) vs NYY(home),MLB,Los Angeles Angels Alt. Total Runs,over,away,,9.5,10.2,920,s;0;tt;9.5;away,2024-08-08
LAA(away) vs NYY(home),MLB,Los Angeles Angels Alt. Total Runs,under,away,,4.5,3.7,270,s;0;tt;4.5;away,2024-08-08
LAA(away) vs NYY(home),MLB,Los Angeles Angels Alt. Total Runs,under,away,,5.5,2.02,102,s;0;tt;5.5;away,2024-08-08
LAA(away) vs NYY(home),MLB,Los Angeles Angels Alt. Total Runs,under,away,,6.5,1.454545454545455,-220,s;0;tt;6.5;away,2024-08-08
LAA(away) vs NYY(home),MLB,Los Angeles Angels Alt. Total Runs,under,away,,7.5,1.212765957446809,-470,s;0;tt;7.5;away,2024-08-08
LAA(away) vs NYY(home),MLB,Los Angeles Angels Alt. Total Runs,under,away,,8.5,1.083333333333333,-1200,s;0;tt;8.5;away,2024-08-08
LAA(away) vs NYY(home),MLB,Los Angeles Angels Alt. Total Runs,under,away,,9.5,1.028571428571429,-3500,s;0;tt;9.5;away,2024-08-08
