Period,GameId,Teams,League,Designation,Side,Points,Key,BO Odds,BO dec_odds,Category,Date,Name
,199874,HOU(away) vs TB(home),MLB,over,,1.5,pp;0;ss;hr;1.5,3900,40.0,Alternate Home runs,2024-08-12,J. Altuve
,199874,HOU(away) vs TB(home),MLB,over,,0.5,pp;0;ss;hr;0.5,600,7.0,Alternate Home runs,2024-08-12,J. Altuve
,199874,HOU(away) vs TB(home),MLB,over,,1.5,pp;0;ss;hr;1.5,3400,35.0,Alternate Home runs,2024-08-12,A. Bregman
,199874,HOU(away) vs TB(home),MLB,over,,0.5,pp;0;ss;hr;0.5,500,6.0,Alternate Home runs,2024-08-12,A. Bregman
,199874,HOU(away) vs TB(home),MLB,over,,1.5,pp;0;ss;hr;1.5,1900,20.0,Alternate Home runs,2024-08-12,Y. Alvarez
,199874,HOU(away) vs TB(home),MLB,over,,0.5,pp;0;ss;hr;0.5,300,4.0,Alternate Home runs,2024-08-12,Y. Alvarez
,199874,HOU(away) vs TB(home),MLB,over,,1.5,pp;0;ss;hr;1.5,4400,45.0,Alternate Home runs,2024-08-12,Y. Diaz
,199874,HOU(away) vs TB(home),MLB,over,,0.5,pp;0;ss;hr;0.5,700,8.0,Alternate Home runs,2024-08-12,Y. Diaz
,199874,HOU(away) vs TB(home),MLB,over,,1.5,pp;0;ss;hr;1.5,4400,45.0,Alternate Home runs,2024-08-12,C. McCormick
,199874,HOU(away) vs TB(home),MLB,over,,0.5,pp;0;ss;hr;0.5,700,8.0,Alternate Home runs,2024-08-12,C. McCormick
,199874,HOU(away) vs TB(home),MLB,over,,1.5,pp;0;ss;hr;1.5,3900,40.0,Alternate Home runs,2024-08-12,J. Meyers
,199874,HOU(away) vs TB(home),MLB,over,,0.5,pp;0;ss;hr;0.5,600,7.0,Alternate Home runs,2024-08-12,J. Meyers
,199874,HOU(away) vs TB(home),MLB,over,,1.5,pp;0;ss;hr;1.5,3900,40.0,Alternate Home runs,2024-08-12,B. Lowe
,199874,HOU(away) vs TB(home),MLB,over,,0.5,pp;0;ss;hr;0.5,600,7.0,Alternate Home runs,2024-08-12,B. Lowe
,199874,HOU(away) vs TB(home),MLB,over,,0.5,pp;0;ss;hr;0.5,500,6.0,Alternate Home runs,2024-08-12,J. Lowe
,199874,HOU(away) vs TB(home),MLB,over,,1.5,pp;0;ss;hr;1.5,3400,35.0,Alternate Home runs,2024-08-12,J. Lowe
,199874,HOU(away) vs TB(home),MLB,over,,0.5,pp;0;ss;hr;0.5,700,8.0,Alternate Home runs,2024-08-12,J. Pena
,199874,HOU(away) vs TB(home),MLB,over,,1.5,pp;0;ss;hr;1.5,4400,45.0,Alternate Home runs,2024-08-12,J. Pena
,199874,HOU(away) vs TB(home),MLB,over,,1.5,pp;0;ss;hr;1.5,4400,45.0,Alternate Home runs,2024-08-12,J. Siri
,199874,HOU(away) vs TB(home),MLB,over,,0.5,pp;0;ss;hr;0.5,700,8.0,Alternate Home runs,2024-08-12,J. Siri
,199874,HOU(away) vs TB(home),MLB,over,,1.5,pp;0;ss;hr;1.5,4900,50.0,Alternate Home runs,2024-08-12,M. Dubon
,199874,HOU(away) vs TB(home),MLB,over,,0.5,pp;0;ss;hr;0.5,900,10.0,Alternate Home runs,2024-08-12,M. Dubon
,199874,HOU(away) vs TB(home),MLB,over,,0.5,pp;0;ss;hr;0.5,900,10.0,Alternate Home runs,2024-08-12,T. Walls
,199874,HOU(away) vs TB(home),MLB,over,,1.5,pp;0;ss;hr;1.5,4900,50.0,Alternate Home runs,2024-08-12,T. Walls
,199874,HOU(away) vs TB(home),MLB,over,,1.5,pp;0;ss;hr;1.5,3900,40.0,Alternate Home runs,2024-08-12,Y. Diaz
,199874,HOU(away) vs TB(home),MLB,over,,0.5,pp;0;ss;hr;0.5,600,7.0,Alternate Home runs,2024-08-12,Y. Diaz
,199874,HOU(away) vs TB(home),MLB,over,,1.5,pp;0;ss;hr;1.5,4900,50.0,Alternate Home runs,2024-08-12,C. Mead
,199874,HOU(away) vs TB(home),MLB,over,,0.5,pp;0;ss;hr;0.5,900,10.0,Alternate Home runs,2024-08-12,C. Mead
,199874,HOU(away) vs TB(home),MLB,over,,0.5,pp;0;ss;hr;0.5,500,6.0,Alternate Home runs,2024-08-12,V. Caratini
,199874,HOU(away) vs TB(home),MLB,over,,1.5,pp;0;ss;hr;1.5,3400,35.0,Alternate Home runs,2024-08-12,V. Caratini
,199874,HOU(away) vs TB(home),MLB,over,,1.5,pp;0;ss;hr;1.5,4900,50.0,Alternate Home runs,2024-08-12,B. Rortvedt
,199874,HOU(away) vs TB(home),MLB,over,,0.5,pp;0;ss;hr;0.5,900,10.0,Alternate Home runs,2024-08-12,B. Rortvedt
,199874,HOU(away) vs TB(home),MLB,over,,1.5,pp;0;ss;hr;1.5,4400,45.0,Alternate Home runs,2024-08-12,J. Caballero
,199874,HOU(away) vs TB(home),MLB,over,,0.5,pp;0;ss;hr;0.5,700,8.0,Alternate Home runs,2024-08-12,J. Caballero
,199874,HOU(away) vs TB(home),MLB,over,,1.5,pp;0;ss;hr;1.5,2900,30.0,Alternate Home runs,2024-08-12,C. Morel
,199874,HOU(away) vs TB(home),MLB,over,,0.5,pp;0;ss;hr;0.5,450,5.5,Alternate Home runs,2024-08-12,C. Morel
,199874,HOU(away) vs TB(home),MLB,over,,0.5,pp;0;ss;hr;0.5,700,8.0,Alternate Home runs,2024-08-12,D. Carlson
,199874,HOU(away) vs TB(home),MLB,over,,1.5,pp;0;ss;hr;1.5,4400,45.0,Alternate Home runs,2024-08-12,D. Carlson
,199874,HOU(away) vs TB(home),MLB,over,,1.5,pp;0;ss;hr;1.5,4400,45.0,Alternate Home runs,2024-08-12,J. Deluca
,199874,HOU(away) vs TB(home),MLB,over,,0.5,pp;0;ss;hr;0.5,700,8.0,Alternate Home runs,2024-08-12,J. Deluca
,199874,HOU(away) vs TB(home),MLB,over,,2.5,pp;0;ss;r+r;2.5,443,5.43,Alternate Runs + RBIs,2024-08-12,J. Altuve
,199874,HOU(away) vs TB(home),MLB,over,,3.5,pp;0;ss;r+r;3.5,962,10.62,Alternate Runs + RBIs,2024-08-12,J. Altuve
,199874,HOU(away) vs TB(home),MLB,over,,1.5,pp;0;ss;r+r;1.5,200,3.0,Alternate Runs + RBIs,2024-08-12,J. Altuve
,199874,HOU(away) vs TB(home),MLB,over,,0.5,pp;0;ss;r+r;0.5,-115,1.87,Alternate Runs + RBIs,2024-08-12,J. Altuve
,199874,HOU(away) vs TB(home),MLB,over,,2.5,pp;0;ss;r+r;2.5,437,5.37,Alternate Runs + RBIs,2024-08-12,A. Bregman
,199874,HOU(away) vs TB(home),MLB,over,,3.5,pp;0;ss;r+r;3.5,945,10.45,Alternate Runs + RBIs,2024-08-12,A. Bregman
,199874,HOU(away) vs TB(home),MLB,over,,0.5,pp;0;ss;r+r;0.5,-122,1.82,Alternate Runs + RBIs,2024-08-12,A. Bregman
,199874,HOU(away) vs TB(home),MLB,over,,1.5,pp;0;ss;r+r;1.5,195,2.95,Alternate Runs + RBIs,2024-08-12,A. Bregman
,199874,HOU(away) vs TB(home),MLB,over,,2.5,pp;0;ss;r+r;2.5,240,3.4,Alternate Runs + RBIs,2024-08-12,Y. Alvarez
,199874,HOU(away) vs TB(home),MLB,over,,3.5,pp;0;ss;r+r;3.5,431,5.31,Alternate Runs + RBIs,2024-08-12,Y. Alvarez
,199874,HOU(away) vs TB(home),MLB,over,,1.5,pp;0;ss;r+r;1.5,134,2.34,Alternate Runs + RBIs,2024-08-12,Y. Alvarez
,199874,HOU(away) vs TB(home),MLB,over,,0.5,pp;0;ss;r+r;0.5,-147,1.68,Alternate Runs + RBIs,2024-08-12,Y. Alvarez
,199874,HOU(away) vs TB(home),MLB,over,,3.5,pp;0;ss;r+r;3.5,1198,12.98,Alternate Runs + RBIs,2024-08-12,J. Lowe
,199874,HOU(away) vs TB(home),MLB,over,,0.5,pp;0;ss;r+r;0.5,-175,1.57,Alternate Runs + RBIs,2024-08-12,J. Lowe
,199874,HOU(away) vs TB(home),MLB,over,,2.5,pp;0;ss;r+r;2.5,466,5.66,Alternate Runs + RBIs,2024-08-12,J. Lowe
,199874,HOU(away) vs TB(home),MLB,over,,1.5,pp;0;ss;r+r;1.5,176,2.76,Alternate Runs + RBIs,2024-08-12,J. Lowe
,199874,HOU(away) vs TB(home),MLB,over,,3.5,pp;0;ss;r+r;3.5,1974,20.74,Alternate Runs + RBIs,2024-08-12,T. Walls
,199874,HOU(away) vs TB(home),MLB,over,,0.5,pp;0;ss;r+r;0.5,158,2.58,Alternate Runs + RBIs,2024-08-12,T. Walls
,199874,HOU(away) vs TB(home),MLB,over,,1.5,pp;0;ss;r+r;1.5,352,4.52,Alternate Runs + RBIs,2024-08-12,T. Walls
,199874,HOU(away) vs TB(home),MLB,over,,2.5,pp;0;ss;r+r;2.5,880,9.8,Alternate Runs + RBIs,2024-08-12,T. Walls
,199874,HOU(away) vs TB(home),MLB,over,,2.5,pp;0;ss;r+r;2.5,525,6.25,Alternate Runs + RBIs,2024-08-12,Y. Diaz
,199874,HOU(away) vs TB(home),MLB,over,,0.5,pp;0;ss;r+r;0.5,-103,1.97,Alternate Runs + RBIs,2024-08-12,Y. Diaz
,199874,HOU(away) vs TB(home),MLB,over,,3.5,pp;0;ss;r+r;3.5,1172,12.72,Alternate Runs + RBIs,2024-08-12,Y. Diaz
,199874,HOU(away) vs TB(home),MLB,over,,1.5,pp;0;ss;r+r;1.5,227,3.27,Alternate Runs + RBIs,2024-08-12,Y. Diaz
,199874,HOU(away) vs TB(home),MLB,over,,1.5,pp;0;ss;r+r;1.5,248,3.48,Alternate Runs + RBIs,2024-08-12,C. McCormick
,199874,HOU(away) vs TB(home),MLB,over,,2.5,pp;0;ss;r+r;2.5,750,8.5,Alternate Runs + RBIs,2024-08-12,C. McCormick
,199874,HOU(away) vs TB(home),MLB,over,,3.5,pp;0;ss;r+r;3.5,2048,21.48,Alternate Runs + RBIs,2024-08-12,C. McCormick
,199874,HOU(away) vs TB(home),MLB,over,,0.5,pp;0;ss;r+r;0.5,-137,1.73,Alternate Runs + RBIs,2024-08-12,C. McCormick
,199874,HOU(away) vs TB(home),MLB,over,,2.5,pp;0;ss;r+r;2.5,367,4.67,Alternate Runs + RBIs,2024-08-12,B. Lowe
,199874,HOU(away) vs TB(home),MLB,over,,3.5,pp;0;ss;r+r;3.5,706,8.06,Alternate Runs + RBIs,2024-08-12,B. Lowe
,199874,HOU(away) vs TB(home),MLB,over,,0.5,pp;0;ss;r+r;0.5,-102,1.98,Alternate Runs + RBIs,2024-08-12,B. Lowe
,199874,HOU(away) vs TB(home),MLB,over,,1.5,pp;0;ss;r+r;1.5,188,2.88,Alternate Runs + RBIs,2024-08-12,B. Lowe
,199874,HOU(away) vs TB(home),MLB,over,,2.5,pp;0;ss;r+r;2.5,652,7.52,Alternate Runs + RBIs,2024-08-12,J. Meyers
,199874,HOU(away) vs TB(home),MLB,over,,0.5,pp;0;ss;r+r;0.5,117,2.17,Alternate Runs + RBIs,2024-08-12,J. Meyers
,199874,HOU(away) vs TB(home),MLB,over,,3.5,pp;0;ss;r+r;3.5,1476,15.76,Alternate Runs + RBIs,2024-08-12,J. Meyers
,199874,HOU(away) vs TB(home),MLB,over,,1.5,pp;0;ss;r+r;1.5,271,3.71,Alternate Runs + RBIs,2024-08-12,J. Meyers
,199874,HOU(away) vs TB(home),MLB,over,,0.5,pp;0;ss;r+r;0.5,102,2.02,Alternate Runs + RBIs,2024-08-12,J. Pena
,199874,HOU(away) vs TB(home),MLB,over,,1.5,pp;0;ss;r+r;1.5,223,3.23,Alternate Runs + RBIs,2024-08-12,J. Pena
,199874,HOU(away) vs TB(home),MLB,over,,2.5,pp;0;ss;r+r;2.5,492,5.92,Alternate Runs + RBIs,2024-08-12,J. Pena
,199874,HOU(away) vs TB(home),MLB,over,,3.5,pp;0;ss;r+r;3.5,1051,11.51,Alternate Runs + RBIs,2024-08-12,J. Pena
,199874,HOU(away) vs TB(home),MLB,over,,0.5,pp;0;ss;r+r;0.5,132,2.32,Alternate Runs + RBIs,2024-08-12,M. Dubon
,199874,HOU(away) vs TB(home),MLB,over,,3.5,pp;0;ss;r+r;3.5,1771,18.71,Alternate Runs + RBIs,2024-08-12,M. Dubon
,199874,HOU(away) vs TB(home),MLB,over,,1.5,pp;0;ss;r+r;1.5,312,4.12,Alternate Runs + RBIs,2024-08-12,M. Dubon
,199874,HOU(away) vs TB(home),MLB,over,,2.5,pp;0;ss;r+r;2.5,781,8.81,Alternate Runs + RBIs,2024-08-12,M. Dubon
,199874,HOU(away) vs TB(home),MLB,over,,0.5,pp;0;ss;r+r;0.5,141,2.41,Alternate Runs + RBIs,2024-08-12,J. Siri
,199874,HOU(away) vs TB(home),MLB,over,,1.5,pp;0;ss;r+r;1.5,295,3.95,Alternate Runs + RBIs,2024-08-12,J. Siri
,199874,HOU(away) vs TB(home),MLB,over,,2.5,pp;0;ss;r+r;2.5,688,7.88,Alternate Runs + RBIs,2024-08-12,J. Siri
,199874,HOU(away) vs TB(home),MLB,over,,3.5,pp;0;ss;r+r;3.5,1507,16.07,Alternate Runs + RBIs,2024-08-12,J. Siri
,199874,HOU(away) vs TB(home),MLB,over,,0.5,pp;0;ss;r+r;0.5,139,2.39,Alternate Runs + RBIs,2024-08-12,C. Mead
,199874,HOU(away) vs TB(home),MLB,over,,3.5,pp;0;ss;r+r;3.5,1834,19.34,Alternate Runs + RBIs,2024-08-12,C. Mead
,199874,HOU(away) vs TB(home),MLB,over,,1.5,pp;0;ss;r+r;1.5,323,4.23,Alternate Runs + RBIs,2024-08-12,C. Mead
,199874,HOU(away) vs TB(home),MLB,over,,2.5,pp;0;ss;r+r;2.5,811,9.11,Alternate Runs + RBIs,2024-08-12,C. Mead
,199874,HOU(away) vs TB(home),MLB,over,,2.5,pp;0;ss;r+r;2.5,478,5.78,Alternate Runs + RBIs,2024-08-12,Y. Diaz
,199874,HOU(away) vs TB(home),MLB,over,,1.5,pp;0;ss;r+r;1.5,214,3.14,Alternate Runs + RBIs,2024-08-12,Y. Diaz
,199874,HOU(away) vs TB(home),MLB,over,,3.5,pp;0;ss;r+r;3.5,1034,11.34,Alternate Runs + RBIs,2024-08-12,Y. Diaz
,199874,HOU(away) vs TB(home),MLB,over,,0.5,pp;0;ss;r+r;0.5,-106,1.94,Alternate Runs + RBIs,2024-08-12,Y. Diaz
,199874,HOU(away) vs TB(home),MLB,over,,3.5,pp;0;ss;r+r;3.5,2090,21.9,Alternate Runs + RBIs,2024-08-12,V. Caratini
,199874,HOU(away) vs TB(home),MLB,over,,2.5,pp;0;ss;r+r;2.5,767,8.67,Alternate Runs + RBIs,2024-08-12,V. Caratini
,199874,HOU(away) vs TB(home),MLB,over,,1.5,pp;0;ss;r+r;1.5,254,3.54,Alternate Runs + RBIs,2024-08-12,V. Caratini
,199874,HOU(away) vs TB(home),MLB,over,,0.5,pp;0;ss;r+r;0.5,-133,1.75,Alternate Runs + RBIs,2024-08-12,V. Caratini
,199874,HOU(away) vs TB(home),MLB,over,,3.5,pp;0;ss;r+r;3.5,1692,17.92,Alternate Runs + RBIs,2024-08-12,J. Caballero
,199874,HOU(away) vs TB(home),MLB,over,,0.5,pp;0;ss;r+r;0.5,105,2.05,Alternate Runs + RBIs,2024-08-12,J. Caballero
,199874,HOU(away) vs TB(home),MLB,over,,1.5,pp;0;ss;r+r;1.5,277,3.77,Alternate Runs + RBIs,2024-08-12,J. Caballero
,199874,HOU(away) vs TB(home),MLB,over,,2.5,pp;0;ss;r+r;2.5,719,8.19,Alternate Runs + RBIs,2024-08-12,J. Caballero
,199874,HOU(away) vs TB(home),MLB,over,,2.5,pp;0;ss;r+r;2.5,629,7.29,Alternate Runs + RBIs,2024-08-12,B. Rortvedt
,199874,HOU(away) vs TB(home),MLB,over,,0.5,pp;0;ss;r+r;0.5,-118,1.85,Alternate Runs + RBIs,2024-08-12,B. Rortvedt
,199874,HOU(away) vs TB(home),MLB,over,,3.5,pp;0;ss;r+r;3.5,1610,17.1,Alternate Runs + RBIs,2024-08-12,B. Rortvedt
,199874,HOU(away) vs TB(home),MLB,over,,1.5,pp;0;ss;r+r;1.5,237,3.37,Alternate Runs + RBIs,2024-08-12,B. Rortvedt
,199874,HOU(away) vs TB(home),MLB,over,,0.5,pp;0;ss;r+r;0.5,102,2.02,Alternate Runs + RBIs,2024-08-12,C. Morel
,199874,HOU(away) vs TB(home),MLB,over,,1.5,pp;0;ss;r+r;1.5,272,3.72,Alternate Runs + RBIs,2024-08-12,C. Morel
,199874,HOU(away) vs TB(home),MLB,over,,3.5,pp;0;ss;r+r;3.5,1669,17.69,Alternate Runs + RBIs,2024-08-12,C. Morel
,199874,HOU(away) vs TB(home),MLB,over,,2.5,pp;0;ss;r+r;2.5,707,8.07,Alternate Runs + RBIs,2024-08-12,C. Morel
,199874,HOU(away) vs TB(home),MLB,over,,2.5,pp;0;ss;r+r;2.5,726,8.26,Alternate Runs + RBIs,2024-08-12,D. Carlson
,199874,HOU(away) vs TB(home),MLB,over,,1.5,pp;0;ss;r+r;1.5,282,3.82,Alternate Runs + RBIs,2024-08-12,D. Carlson
,199874,HOU(away) vs TB(home),MLB,over,,0.5,pp;0;ss;r+r;0.5,109,2.09,Alternate Runs + RBIs,2024-08-12,D. Carlson
,199874,HOU(away) vs TB(home),MLB,over,,3.5,pp;0;ss;r+r;3.5,1696,17.96,Alternate Runs + RBIs,2024-08-12,D. Carlson
,199874,HOU(away) vs TB(home),MLB,over,,0.5,pp;0;ss;r+r;0.5,117,2.17,Alternate Runs + RBIs,2024-08-12,J. Deluca
,199874,HOU(away) vs TB(home),MLB,over,,2.5,pp;0;ss;r+r;2.5,717,8.17,Alternate Runs + RBIs,2024-08-12,J. Deluca
,199874,HOU(away) vs TB(home),MLB,over,,1.5,pp;0;ss;r+r;1.5,286,3.86,Alternate Runs + RBIs,2024-08-12,J. Deluca
,199874,HOU(away) vs TB(home),MLB,over,,3.5,pp;0;ss;r+r;3.5,1631,17.31,Alternate Runs + RBIs,2024-08-12,J. Deluca
,199874,HOU(away) vs TB(home),MLB,over,,0.5,pp;0;ss;sb;0.5,673,7.73,Alternate Stolen bases,2024-08-12,J. Altuve
,199874,HOU(away) vs TB(home),MLB,over,,1.5,pp;0;ss;sb;1.5,3524,36.24,Alternate Stolen bases,2024-08-12,J. Altuve
,199874,HOU(away) vs TB(home),MLB,over,,1.5,pp;0;ss;sb;1.5,3597,36.97,Alternate Stolen bases,2024-08-12,J. Meyers
,199874,HOU(away) vs TB(home),MLB,over,,0.5,pp;0;ss;sb;0.5,796,8.96,Alternate Stolen bases,2024-08-12,J. Meyers
,199874,HOU(away) vs TB(home),MLB,over,,0.5,pp;0;ss;sb;0.5,1096,11.96,Alternate Stolen bases,2024-08-12,B. Lowe
,199874,HOU(away) vs TB(home),MLB,over,,1.5,pp;0;ss;sb;1.5,3678,37.78,Alternate Stolen bases,2024-08-12,B. Lowe
,199874,HOU(away) vs TB(home),MLB,over,,1.5,pp;0;ss;sb;1.5,3689,37.89,Alternate Stolen bases,2024-08-12,Y. Diaz
,199874,HOU(away) vs TB(home),MLB,over,,0.5,pp;0;ss;sb;0.5,1253,13.53,Alternate Stolen bases,2024-08-12,Y. Diaz
,199874,HOU(away) vs TB(home),MLB,over,,0.5,pp;0;ss;sb;0.5,673,7.73,Alternate Stolen bases,2024-08-12,J. Pena
,199874,HOU(away) vs TB(home),MLB,over,,1.5,pp;0;ss;sb;1.5,2323,24.23,Alternate Stolen bases,2024-08-12,J. Pena
,199874,HOU(away) vs TB(home),MLB,over,,1.5,pp;0;ss;sb;1.5,3678,37.78,Alternate Stolen bases,2024-08-12,M. Dubon
,199874,HOU(away) vs TB(home),MLB,over,,0.5,pp;0;ss;sb;0.5,1096,11.96,Alternate Stolen bases,2024-08-12,M. Dubon
,199874,HOU(away) vs TB(home),MLB,over,,0.5,pp;0;ss;sb;0.5,1620,17.2,Alternate Stolen bases,2024-08-12,Y. Diaz
,199874,HOU(away) vs TB(home),MLB,over,,1.5,pp;0;ss;sb;1.5,1712,18.12,Alternate Stolen bases,2024-08-12,C. Mead
,199874,HOU(away) vs TB(home),MLB,over,,0.5,pp;0;ss;sb;0.5,974,10.74,Alternate Stolen bases,2024-08-12,C. Mead
,199874,HOU(away) vs TB(home),MLB,over,,1.5,pp;0;ss;sb;1.5,2269,23.69,Alternate Stolen bases,2024-08-12,J. Siri
,199874,HOU(away) vs TB(home),MLB,over,,0.5,pp;0;ss;sb;0.5,600,7.0,Alternate Stolen bases,2024-08-12,J. Siri
,199874,HOU(away) vs TB(home),MLB,over,,1.5,pp;0;ss;sb;1.5,3597,36.97,Alternate Stolen bases,2024-08-12,C. Morel
,199874,HOU(away) vs TB(home),MLB,over,,0.5,pp;0;ss;sb;0.5,796,8.96,Alternate Stolen bases,2024-08-12,C. Morel
,199874,HOU(away) vs TB(home),MLB,over,,1.5,pp;0;ss;sb;1.5,1190,12.9,Alternate Stolen bases,2024-08-12,J. Caballero
,199874,HOU(away) vs TB(home),MLB,over,,0.5,pp;0;ss;sb;0.5,233,3.33,Alternate Stolen bases,2024-08-12,J. Caballero
,199874,HOU(away) vs TB(home),MLB,over,,0.5,pp;0;ss;sb;0.5,1096,11.96,Alternate Stolen bases,2024-08-12,D. Carlson
,199874,HOU(away) vs TB(home),MLB,over,,1.5,pp;0;ss;sb;1.5,3678,37.78,Alternate Stolen bases,2024-08-12,D. Carlson
,199874,HOU(away) vs TB(home),MLB,over,,0.5,pp;0;ss;sb;0.5,435,5.35,Alternate Stolen bases,2024-08-12,J. Deluca
,199874,HOU(away) vs TB(home),MLB,over,,1.5,pp;0;ss;sb;1.5,1992,20.92,Alternate Stolen bases,2024-08-12,J. Deluca
,199874,HOU(away) vs TB(home),MLB,over,,1.5,pp;0;ss;sb;1.5,2176,22.76,Alternate Stolen bases,2024-08-12,T. Walls
,199874,HOU(away) vs TB(home),MLB,over,,0.5,pp;0;ss;sb;0.5,513,6.13,Alternate Stolen bases,2024-08-12,T. Walls
,199874,HOU(away) vs TB(home),MLB,over,,1.5,pp;0;ss;sb;1.5,3689,37.89,Alternate Stolen bases,2024-08-12,A. Bregman
,199874,HOU(away) vs TB(home),MLB,over,,0.5,pp;0;ss;sb;0.5,1253,13.53,Alternate Stolen bases,2024-08-12,A. Bregman
,199874,HOU(away) vs TB(home),MLB,over,,1.5,pp;0;ss;sb;1.5,3689,37.89,Alternate Stolen bases,2024-08-12,Y. Alvarez
,199874,HOU(away) vs TB(home),MLB,over,,0.5,pp;0;ss;sb;0.5,1253,13.53,Alternate Stolen bases,2024-08-12,Y. Alvarez
,199874,HOU(away) vs TB(home),MLB,over,,6.5,pp;0;ss;so;6.5,-133,1.75,Alternate Strikeouts,2024-08-12,F. Valdez
,199874,HOU(away) vs TB(home),MLB,over,,7.5,pp;0;ss;so;7.5,136,2.36,Alternate Strikeouts,2024-08-12,F. Valdez
,199874,HOU(away) vs TB(home),MLB,over,,11.5,pp;0;ss;so;11.5,1713,18.13,Alternate Strikeouts,2024-08-12,F. Valdez
,199874,HOU(away) vs TB(home),MLB,over,,9.5,pp;0;ss;so;9.5,444,5.44,Alternate Strikeouts,2024-08-12,F. Valdez
,199874,HOU(away) vs TB(home),MLB,over,,8.5,pp;0;ss;so;8.5,243,3.43,Alternate Strikeouts,2024-08-12,F. Valdez
,199874,HOU(away) vs TB(home),MLB,over,,5.5,pp;0;ss;so;5.5,-312,1.32,Alternate Strikeouts,2024-08-12,F. Valdez
,199874,HOU(away) vs TB(home),MLB,over,,10.5,pp;0;ss;so;10.5,846,9.46,Alternate Strikeouts,2024-08-12,F. Valdez
,199874,HOU(away) vs TB(home),MLB,over,,4.5,pp;0;ss;so;4.5,-345,1.29,Alternate Strikeouts,2024-08-12,T. Bradley
,199874,HOU(away) vs TB(home),MLB,over,,6.5,pp;0;ss;so;6.5,146,2.46,Alternate Strikeouts,2024-08-12,T. Bradley
,199874,HOU(away) vs TB(home),MLB,over,,9.5,pp;0;ss;so;9.5,907,10.07,Alternate Strikeouts,2024-08-12,T. Bradley
,199874,HOU(away) vs TB(home),MLB,over,,5.5,pp;0;ss;so;5.5,-123,1.81,Alternate Strikeouts,2024-08-12,T. Bradley
,199874,HOU(away) vs TB(home),MLB,over,,10.5,pp;0;ss;so;10.5,1842,19.42,Alternate Strikeouts,2024-08-12,T. Bradley
,199874,HOU(away) vs TB(home),MLB,over,,7.5,pp;0;ss;so;7.5,260,3.6,Alternate Strikeouts,2024-08-12,T. Bradley
,199874,HOU(away) vs TB(home),MLB,over,,8.5,pp;0;ss;so;8.5,475,5.75,Alternate Strikeouts,2024-08-12,T. Bradley
,200802,TEX(away) vs BOS(home),MLB,over,,2.5,pp;0;ss;er;2.5,-125,1.8,Alternate Earned runs,2024-08-12,B. Bello
,200802,TEX(away) vs BOS(home),MLB,over,,4.5,pp;0;ss;er;4.5,318,4.18,Alternate Earned runs,2024-08-12,B. Bello
,200802,TEX(away) vs BOS(home),MLB,over,,1.5,pp;0;ss;er;1.5,-435,1.23,Alternate Earned runs,2024-08-12,B. Bello
,200802,TEX(away) vs BOS(home),MLB,over,,3.5,pp;0;ss;er;3.5,162,2.62,Alternate Earned runs,2024-08-12,B. Bello
,200802,TEX(away) vs BOS(home),MLB,over,,5.5,pp;0;ss;er;5.5,636,7.36,Alternate Earned runs,2024-08-12,B. Bello
,200802,TEX(away) vs BOS(home),MLB,over,,4.5,pp;0;ss;er;4.5,340,4.4,Alternate Earned runs,2024-08-12,T. Mahle
,200802,TEX(away) vs BOS(home),MLB,over,,5.5,pp;0;ss;er;5.5,691,7.91,Alternate Earned runs,2024-08-12,T. Mahle
,200802,TEX(away) vs BOS(home),MLB,over,,3.5,pp;0;ss;er;3.5,170,2.7,Alternate Earned runs,2024-08-12,T. Mahle
,200802,TEX(away) vs BOS(home),MLB,over,,1.5,pp;0;ss;er;1.5,-385,1.26,Alternate Earned runs,2024-08-12,T. Mahle
,200802,TEX(away) vs BOS(home),MLB,over,,2.5,pp;0;ss;er;2.5,-119,1.84,Alternate Earned runs,2024-08-12,T. Mahle
,200802,TEX(away) vs BOS(home),MLB,over,,0.5,pp;0;ss;hit;0.5,-238,1.42,Alternate Hits,2024-08-12,A. Garcia
,200802,TEX(away) vs BOS(home),MLB,over,,1.5,pp;0;ss;hit;1.5,192,2.92,Alternate Hits,2024-08-12,A. Garcia
,200802,TEX(away) vs BOS(home),MLB,over,,2.5,pp;0;ss;hit;2.5,690,7.9,Alternate Hits,2024-08-12,A. Garcia
,200802,TEX(away) vs BOS(home),MLB,over,,1.5,pp;0;ss;hit;1.5,254,3.54,Alternate Hits,2024-08-12,L. Taveras
,200802,TEX(away) vs BOS(home),MLB,over,,0.5,pp;0;ss;hit;0.5,-192,1.52,Alternate Hits,2024-08-12,L. Taveras
,200802,TEX(away) vs BOS(home),MLB,over,,2.5,pp;0;ss;hit;2.5,981,10.81,Alternate Hits,2024-08-12,L. Taveras
,200802,TEX(away) vs BOS(home),MLB,over,,0.5,pp;0;ss;hit;0.5,-238,1.42,Alternate Hits,2024-08-12,R. Devers
,200802,TEX(away) vs BOS(home),MLB,over,,2.5,pp;0;ss;hit;2.5,668,7.68,Alternate Hits,2024-08-12,R. Devers
,200802,TEX(away) vs BOS(home),MLB,over,,1.5,pp;0;ss;hit;1.5,190,2.9,Alternate Hits,2024-08-12,R. Devers
,200802,TEX(away) vs BOS(home),MLB,over,,0.5,pp;0;ss;hit;0.5,-189,1.53,Alternate Hits,2024-08-12,J. Heim
