Key,Designation,Name,Date,Teams,League,Category,Side,Points,PN Decimal Odds,PB Decimal Odds,DK Decimal Odds,FD Decimal Odds,PN American Odds,PB American Odds,DK American Odds,FD American Odds,PN Fair Odds,Best Deal,Fair Odds Ratio,arb ROI%
pp;0;ss;ruy;39.5,over,T. Pollard,2024-09-30,TEN(away) vs MIA(home),NFL,Tony Pollard - Alt Rushing Yds,,39.5,,,6.5,1.465116279069767,,,550.0,-215.0,,550.0,,
pp;0;ss;ruy;69.5,over,T. Pollard,2024-09-30,TEN(away) vs MIA(home),NFL,Tony Pollard - Alt Rushing Yds,,69.5,,,3.0,3.0,,,200.0,200.0,,200.0,,
pp;0;ss;ruy;59.5,over,T. Pollard,2024-09-30,TEN(away) vs MIA(home),NFL,Tony Pollard - Alt Rushing Yds,,59.5,,,2.2,2.3,,,120.0,130.0,,130.0,,
pp;0;ss;ruy;24.5,over,T. Pollard,2024-09-30,TEN(away) vs MIA(home),NFL,Tony Pollard - Alt Rushing Yds,,24.5,,,1.07142858,1.153846153846154,,,-1400.0,-650.0,,-650.0,,
pp;0;ss;ruy;24.5,over,T. Pollard,2024-09-30,TEN(away) vs MIA(home),NFL,Tony Pollard - Alt Rushing Yds,,24.5,,,3.05,1.153846153846154,,,205.0,-650.0,,205.0,,
pp;0;ou;rut;13.5,over,D. Achane,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,1.90909091,,,,-110.0,,,-110.0,,-6.477732793522262
pp;0;ou;rut;13.5,under,D. Achane,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,1.83333334,,,,-120.0,,,-120.0,,-6.477732793522262
pp;0;ou;rut;7.5,over,T. Huntley,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,1.90909091,,,,-110.0,,,-110.0,,-6.477732793522262
pp;0;ou;rut;7.5,under,T. Huntley,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,1.83333334,,,,-120.0,,,-120.0,,-6.477732793522262
pp;0;ou;td;0.5,over,J. Wilson Jr.,2024-09-30,TEN(away) vs MIA(home),NFL,Any Time Touchdown Scorer,,Cant find point,7.64,,7.5,4.8,664.0,,650.0,380.0,712.0,664.0,0.9129213483146066,-5.930821560791754
pp;0;ou;td;0.5,over,J. Jackson,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,29.0,,,,2800.0,,,2800.0,,
pp;0;ou;td;0.5,over,D. Eskridge,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,26.0,,,,2500.0,,,2500.0,,
pp;0;ou;td;0.5,over,E. Ezukanma,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,26.0,,,,2500.0,,,2500.0,,
pp;0;ou;td;0.5,over,R. Mostert,2024-09-30,TEN(away) vs MIA(home),NFL,,,,4.3100000000000005,,3.25,,331.0,,225.0,,358.0,331.0,0.6284916201117319,-5.910143653429167
pp;0;ou;rey;45.5,over,T. Hill,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,1.60606061,,,,-165.0,,,-165.0,,-5.430566330488773
pp;0;ou;rey;70.5,under,T. Hill,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,1.3773585,,,,-265.0,,,-265.0,,-5.113999573833383
pp;0;ou;rey;35.5,over,T. Hill,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,1.3125,,,,-320.0,,,-320.0,,-4.921259842519676
pp;0;ou;rey;60.5,under,T. Hill,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,1.60606061,,,,-165.0,,,-165.0,,-5.430566330488773
pp;0;ou;rey;60.5,over,T. Hill,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,2.3,,,,130.0,,,130.0,,-5.430566330488773
pp;0;ou;rey;70.5,over,T. Hill,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,3.05,,,,205.0,,,205.0,,-5.113999573833383
pp;0;ou;rey;35.5,under,T. Hill,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,3.45,,,,245.0,,,245.0,,-4.921259842519676
pp;0;ou;rey;45.5,under,T. Hill,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,2.3,,,,130.0,,,130.0,,-5.430566330488773
pp;0;ss;ruy;59.5,over,T. Hill,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,2.2,,,,120.0,,,120.0,,
pp;0;ss;ruy;99.5,over,T. Hill,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,7.5,,,,650.0,,,650.0,,
pp;0;ss;ruy;109.5,over,T. Hill,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,10.5,,,,950.0,,,950.0,,
pp;0;ss;ruy;69.5,over,T. Hill,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,2.95,,,,195.0,,,195.0,,
pp;0;ss;ruy;49.5,over,T. Hill,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,1.74074075,,,,-135.0,,,-135.0,,
pp;0;ss;ruy;89.5,over,T. Hill,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,5.5,,,,450.0,,,450.0,,
pp;0;ss;ruy;39.5,over,T. Hill,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,1.41666667,,,,-240.0,,,-240.0,,
pp;0;ss;ruy;79.5,over,T. Hill,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,3.95,,,,295.0,,,295.0,,
pp;0;ss;ruy;24.5,over,T. Hill,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,1.11111112,,,,-900.0,,,-900.0,,
pp;0;ou;rey;40.5,under,D. Hopkins,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,1.74074075,,,,-135.0,,,-135.0,,-4.821600771456113
pp;0;ou;rey;70.5,over,D. Hopkins,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,5.75,,,,475.0,,,475.0,,-4.663212435233155
pp;0;ou;rey;70.5,under,D. Hopkins,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,1.14285715,,,,-700.0,,,-700.0,,-4.663212435233155
pp;0;ou;rey;25.5,over,D. Hopkins,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,1.38461539,,,,-260.0,,,-260.0,,-5.263157894736848
pp;0;ou;rey;30.5,over,D. Hopkins,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,1.57142858,,,,-175.0,,,-175.0,,-5.035971223021574
pp;0;ou;rey;15.5,over,D. Hopkins,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,1.14285715,,,,-700.0,,,-700.0,,-4.0000000000000036
pp;0;ou;rey;15.5,under,D. Hopkins,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,6.0,,,,500.0,,,500.0,,-4.0000000000000036
pp;0;ou;rey;25.5,under,D. Hopkins,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,3.0,,,,200.0,,,200.0,,-5.263157894736848
pp;0;ou;rey;30.5,under,D. Hopkins,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,2.4,,,,140.0,,,140.0,,-5.035971223021574
pp;0;ou;rey;50.5,under,D. Hopkins,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,1.42553192,,,,-235.0,,,-235.0,,-4.976362279173929
pp;0;ou;rey;50.5,over,D. Hopkins,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,2.85,,,,185.0,,,185.0,,-4.976362279173929
pp;0;ou;rey;40.5,over,D. Hopkins,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,2.1,,,,110.0,,,110.0,,-4.821600771456113
pp;0;ou;rey;16.5,over,C. Okonkwo,2024-09-30,TEN(away) vs MIA(home),NFL,,,,1.8928571428571428,,1.83333334,,-112.0,,-120.0,,-102.0,-112.0,0.8500000068,-4.537582265327311
pp;0;ou;rey;16.5,under,C. Okonkwo,2024-09-30,TEN(away) vs MIA(home),NFL,,,,1.925925925925926,,1.90909091,,-108.0,,-110.0,,102.0,-108.0,0.8912655980392157,-4.537582265327311
pp;0;ss;ruy;39.5,over,J. Smith,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,6.5,,,,550.0,,,550.0,,
pp;0;ss;ruy;49.5,over,J. Smith,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,11.0,,,,1000.0,,,1000.0,,
pp;0;ss;ruy;24.5,over,J. Smith,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,3.0,,,,200.0,,,200.0,,
pp;0;ou;lrc;12.5,over,D. Achane,2024-09-30,TEN(away) vs MIA(home),NFL,,,,1.8849557522123892,,1.86956522,,-113.0,,-115.0,,-103.0,-113.0,0.8956521765999998,-4.527738079771337
pp;0;ou;lrc;12.5,under,D. Achane,2024-09-30,TEN(away) vs MIA(home),NFL,,,,1.9345794392523368,,1.86956522,,-107.0,,-115.0,,103.0,-107.0,0.8442380776699027,-4.527738079771337
pp;0;ou;lrc;8.5,under,T. Pollard,2024-09-30,TEN(away) vs MIA(home),NFL,,,,2.0,,1.95238096,,-100.0,,-105.0,,110.0,-100.0,0.8658008727272726,-4.535637149028082
pp;0;ou;lrc;8.5,over,T. Pollard,2024-09-30,TEN(away) vs MIA(home),NFL,,,,1.8264462809917357,,1.8,,-121.0,,-125.0,,-110.0,-121.0,0.88,-4.535637149028082
pp;0;ss;ruy;49.5,over,C. Ridley,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,2.5,,,,150.0,,,150.0,,
pp;0;ss;ruy;89.5,over,C. Ridley,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,10.0,,,,900.0,,,900.0,,
pp;0;ss;ruy;39.5,over,C. Ridley,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,1.86956522,,,,-115.0,,,-115.0,,
pp;0;ss;ruy;79.5,over,C. Ridley,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,7.0,,,,600.0,,,600.0,,
pp;0;ss;ruy;59.5,over,C. Ridley,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,3.45,,,,245.0,,,245.0,,
pp;0;ss;ruy;69.5,over,C. Ridley,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,4.8,,,,380.0,,,380.0,,
pp;0;ss;ruy;24.5,over,C. Ridley,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,1.30303031,,,,-330.0,,,-330.0,,
pp;0;ou;rey;7.5,over,T. Burks,2024-09-30,TEN(away) vs MIA(home),NFL,,,,1.9433962264150944,,1.86956522,,-106.0,,-115.0,,104.0,-106.0,0.8361204038461537,-4.513949055622934
pp;0;ou;rey;7.5,under,T. Burks,2024-09-30,TEN(away) vs MIA(home),NFL,,,,1.8771929824561404,,1.86956522,,-114.0,,-115.0,,-104.0,-114.0,0.9043478287999998,-4.513949055622934
pp;0;ou;lrc;10.5,over,C. Okonkwo,2024-09-30,TEN(away) vs MIA(home),NFL,Chigoziem Okonkwo - Longest Reception,,10.5,1.8403361344537816,,1.8,1.78125,-119.0,,-125.0,-128.0,-108.0,-119.0,0.864,-4.610143177505588
pp;0;ou;lrc;10.5,under,C. Okonkwo,2024-09-30,TEN(away) vs MIA(home),NFL,Chigoziem Okonkwo - Longest Reception,,10.5,1.9803921568627447,,1.95238096,1.980392156862745,-102.0,,-105.0,-102.0,108.0,-102.0,0.9077705156136526,-4.610143177505588
pp;0;ss;ruy;39.5,over,J. Waddle,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,2.1,,,,110.0,,,110.0,,
pp;0;ss;ruy;89.5,over,J. Waddle,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,13.0,,,,1200.0,,,1200.0,,
pp;0;ss;ruy;69.5,over,J. Waddle,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,5.75,,,,475.0,,,475.0,,
pp;0;ss;ruy;49.5,over,J. Waddle,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,2.9,,,,190.0,,,190.0,,
pp;0;ss;ruy;24.5,over,J. Waddle,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,1.39215687,,,,-255.0,,,-255.0,,
pp;0;ss;ruy;79.5,over,J. Waddle,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,8.5,,,,750.0,,,750.0,,
pp;0;ss;ruy;59.5,over,J. Waddle,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,4.0,,,,300.0,,,300.0,,
pp;0;ou;rey;14.5,under,J. Smith,2024-09-30,TEN(away) vs MIA(home),NFL,Jonnu Smith - Receiving Yds,,14.5,1.9433962264150944,,1.86956522,1.884955752212389,-106.0,,-115.0,-113.0,104.0,-106.0,0.8509189925119125,-4.313503140265185
pp;0;ou;rey;14.5,over,J. Smith,2024-09-30,TEN(away) vs MIA(home),NFL,Jonnu Smith - Receiving Yds,,14.5,1.869565217391304,,1.86956522,1.884955752212389,-115.0,,-115.0,-113.0,-104.0,-113.0,0.9203539823008844,-4.313503140265185
pp;0;ou;rey;51.5,under,T. Hill,2024-09-30,TEN(away) vs MIA(home),NFL,Tyreek Hill - Receiving Yds,,51.5,1.9345794392523368,,1.86956522,1.884955752212389,-107.0,,-115.0,-113.0,103.0,-107.0,0.8591803419537755,-4.527738079771337
pp;0;ou;rey;51.5,over,T. Hill,2024-09-30,TEN(away) vs MIA(home),NFL,Tyreek Hill - Receiving Yds,,51.5,1.8849557522123892,,1.86956522,1.884955752212389,-113.0,,-115.0,-113.0,-103.0,-113.0,0.9115044247787606,-4.527738079771337
pp;0;ou;rey;15.5,over,C. Ridley,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,1.11111112,,,,-900.0,,,-900.0,,-4.109589041095873
pp;0;ou;rey;45.5,over,C. Ridley,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,2.25,,,,125.0,,,125.0,,-4.968944099378881
pp;0;ou;rey;70.5,under,C. Ridley,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,1.17391305,,,,-575.0,,,-575.0,,-4.060913705583758
pp;0;ou;rey;25.5,under,C. Ridley,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,3.35,,,,235.0,,,235.0,,-4.62633451957295
pp;0;ou;rey;70.5,over,C. Ridley,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,5.25,,,,425.0,,,425.0,,-4.060913705583758
pp;0;ou;rey;45.5,under,C. Ridley,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,1.6451613,,,,-155.0,,,-155.0,,-4.968944099378881
pp;0;ou;rey;15.5,under,C. Ridley,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,7.0,,,,600.0,,,600.0,,-4.109589041095873
pp;0;ou;rey;30.5,under,C. Ridley,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,2.6,,,,160.0,,,160.0,,-5.3699284009546595
pp;0;ou;rey;55.5,over,C. Ridley,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,3.05,,,,205.0,,,205.0,,-5.113999573833383
pp;0;ou;rey;25.5,over,C. Ridley,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,1.33333334,,,,-300.0,,,-300.0,,-4.62633451957295
pp;0;ou;rey;55.5,under,C. Ridley,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,1.3773585,,,,-265.0,,,-265.0,,-5.113999573833383
pp;0;ou;rey;30.5,over,C. Ridley,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,1.48780488,,,,-205.0,,,-205.0,,-5.3699284009546595
pp;0;ou;rey;9.5,under,J. Whyle,2024-09-30,TEN(away) vs MIA(home),NFL,Josh Whyle - Receiving Yds,,9.5,,,1.83333334,1.884955752212389,,,-120.0,-113.0,,-113.0,,-5.152671755725191
pp;0;ou;rey;9.5,over,J. Whyle,2024-09-30,TEN(away) vs MIA(home),NFL,Josh Whyle - Receiving Yds,,9.5,,,1.90909091,1.884955752212389,,,-110.0,-113.0,,-110.0,,-5.152671755725191
pp;0;ou;lrc;17.5,over,D. Hopkins,2024-09-30,TEN(away) vs MIA(home),NFL,,,,1.970873786407767,,1.86956522,,-103.0,,-115.0,,107.0,-103.0,0.8126777757009342,-4.055836447570915
pp;0;ou;lrc;17.5,under,D. Hopkins,2024-09-30,TEN(away) vs MIA(home),NFL,,,,1.847457627118644,,1.86956522,,-118.0,,-115.0,,-107.0,-115.0,0.9304347853999998,-4.055836447570915
pp;0;ou;rey;40.5,under,J. Waddle,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,1.68965518,,,,-145.0,,,-145.0,,-5.388414907947903
pp;0;ou;rey;40.5,over,J. Waddle,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,2.15,,,,115.0,,,115.0,,-5.388414907947903
pp;0;ou;rey;65.5,under,J. Waddle,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,1.17391305,,,,-575.0,,,-575.0,,-4.929577464788748
pp;0;ou;rey;20.5,over,J. Waddle,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,1.27777778,,,,-360.0,,,-360.0,,-4.376367614879662
pp;0;ou;rey;50.5,under,J. Waddle,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,1.38461539,,,,-260.0,,,-260.0,,-5.263157894736848
pp;0;ou;rey;15.5,under,J. Waddle,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,5.5,,,,450.0,,,450.0,,-4.624277456647407
pp;0;ou;rey;20.5,under,J. Waddle,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,3.8,,,,280.0,,,280.0,,-4.376367614879662
pp;0;ou;rey;15.5,over,J. Waddle,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,1.15384616,,,,-650.0,,,-650.0,,-4.624277456647407
pp;0;ou;rey;30.5,under,J. Waddle,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,2.3,,,,130.0,,,130.0,,-4.777070063694289
pp;0;ou;rey;50.5,over,J. Waddle,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,3.0,,,,200.0,,,200.0,,-5.263157894736848
pp;0;ou;rey;65.5,over,J. Waddle,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,5.0,,,,400.0,,,400.0,,-4.929577464788748
pp;0;ou;rey;30.5,over,J. Waddle,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,1.625,,,,-160.0,,,-160.0,,-4.777070063694289
pp;0;ss;ruy;59.5,over,T. Boyd,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,8.0,,,,700.0,,,700.0,,
pp;0;ss;ruy;49.5,over,T. Boyd,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,5.25,,,,425.0,,,425.0,,
pp;0;ss;ruy;69.5,over,T. Boyd,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,12.0,,,,1100.0,,,1100.0,,
pp;0;ss;ruy;24.5,over,T. Boyd,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,1.90909091,,,,-110.0,,,-110.0,,
pp;0;ss;ruy;39.5,over,T. Boyd,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,3.4,,,,240.0,,,240.0,,
pp;0;ou;lrc;21.5,over,T. Hill,2024-09-30,TEN(away) vs MIA(home),NFL,,,,1.9174311926605505,,1.90909091,,-109.0,,-110.0,,101.0,-109.0,0.9000900099009903,-4.543486731027313
pp;0;ou;lrc;21.5,under,T. Hill,2024-09-30,TEN(away) vs MIA(home),NFL,,,,1.900900900900901,,1.83333334,,-111.0,,-120.0,,-101.0,-111.0,0.8416666734,-4.543486731027313
pp;0;ou;rey;36.5,over,J. Waddle,2024-09-30,TEN(away) vs MIA(home),NFL,,,,1.9090909090909087,,1.83333334,,-110.0,,-120.0,,100.0,-110.0,0.83333334,-4.545454545454552
pp;0;ou;rey;36.5,under,J. Waddle,2024-09-30,TEN(away) vs MIA(home),NFL,,,,1.9090909090909087,,1.90909091,,-110.0,,-110.0,,100.0,-110.0,0.90909091,-4.545454545454552
pp;0;ss;ruy;69.5,over,D. Hopkins,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,5.5,,,,450.0,,,450.0,,
pp;0;ss;ruy;89.5,over,D. Hopkins,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,11.0,,,,1000.0,,,1000.0,,
pp;0;ss;ruy;49.5,over,D. Hopkins,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,2.7,,,,170.0,,,170.0,,
pp;0;ss;ruy;59.5,over,D. Hopkins,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,3.9,,,,290.0,,,290.0,,
pp;0;ss;ruy;79.5,over,D. Hopkins,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,8.0,,,,700.0,,,700.0,,
pp;0;ss;ruy;24.5,over,D. Hopkins,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,1.35714286,,,,-280.0,,,-280.0,,
pp;0;ss;ruy;39.5,over,D. Hopkins,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,2.0,,,,100.0,,,100.0,,
pp;0;ss;ruy;39.5,over,C. Okonkwo,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,5.25,,,,425.0,,,425.0,,
pp;0;ss;ruy;24.5,over,C. Okonkwo,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,2.6,,,,160.0,,,160.0,,
pp;0;ss;ruy;49.5,over,C. Okonkwo,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,8.5,,,,750.0,,,750.0,,
pp;0;ou;lrc;19.5,over,C. Ridley,2024-09-30,TEN(away) vs MIA(home),NFL,,,,1.9523809523809523,,1.83333334,,-105.0,,-120.0,,104.0,-105.0,0.8012820576923076,-3.4753363228699485
pp;0;ou;lrc;19.5,under,C. Ridley,2024-09-30,TEN(away) vs MIA(home),NFL,,,,1.869565217391304,,1.90909091,,-115.0,,-110.0,,-104.0,-110.0,0.9454545463999998,-3.4753363228699485
pp;0;ou;lrc;10.5,over,J. Smith,2024-09-30,TEN(away) vs MIA(home),NFL,,,,1.9433962264150944,,1.95238096,,-106.0,,-105.0,,104.0,-105.0,0.915750923076923,-4.297556719022689
pp;0;ou;lrc;10.5,under,J. Smith,2024-09-30,TEN(away) vs MIA(home),NFL,,,,1.8771929824561404,,1.8,,-114.0,,-125.0,,-104.0,-114.0,0.832,-4.297556719022689
pp;0;ou;rey;13.5,over,T. Pollard,2024-09-30,TEN(away) vs MIA(home),NFL,,,,1.9174311926605505,,1.83333334,,-109.0,,-120.0,,101.0,-109.0,0.8250825148514853,-4.337401918047091
pp;0;ou;rey;13.5,under,T. Pollard,2024-09-30,TEN(away) vs MIA(home),NFL,,,,1.900900900900901,,1.90909091,,-111.0,,-110.0,,-101.0,-110.0,0.9181818191,-4.337401918047091
pp;0;ou;rey;15.5,under,T. Boyd,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,2.8,,,,180.0,,,180.0,,-5.538771399798604
pp;0;ou;rey;35.5,under,T. Boyd,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,1.40816327,,,,-245.0,,,-245.0,,-5.2108005684509795
pp;0;ou;rey;30.5,under,T. Boyd,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,1.5882353,,,,-170.0,,,-170.0,,-5.227781926811037
pp;0;ou;rey;50.5,over,T. Boyd,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,5.5,,,,450.0,,,450.0,,-4.624277456647407
pp;0;ou;rey;10.5,under,T. Boyd,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,4.0,,,,300.0,,,300.0,,-4.761904761904767
pp;0;ou;rey;50.5,under,T. Boyd,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,1.15384616,,,,-650.0,,,-650.0,,-4.624277456647407
pp;0;ou;rey;35.5,over,T. Boyd,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,2.9,,,,190.0,,,190.0,,-5.2108005684509795
pp;0;ou;rey;5.5,over,T. Boyd,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,1.13333334,,,,-750.0,,,-750.0,,-4.672897196261683
pp;0;ou;rey;10.5,over,T. Boyd,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,1.25,,,,-400.0,,,-400.0,,-4.761904761904767
pp;0;ou;rey;30.5,over,T. Boyd,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,2.35,,,,135.0,,,135.0,,-5.227781926811037
pp;0;ou;rey;5.5,under,T. Boyd,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,6.0,,,,500.0,,,500.0,,-4.672897196261683
pp;0;ou;rey;15.5,over,T. Boyd,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,1.42553192,,,,-235.0,,,-235.0,,-5.538771399798604
pp;0;ou;lrc;14.5,under,T. Boyd,2024-09-30,TEN(away) vs MIA(home),NFL,,,,1.862068965517241,,1.8,,-116.0,,-125.0,,-105.0,-116.0,0.8400000000000001,-4.692208351269922
pp;0;ou;lrc;14.5,over,T. Boyd,2024-09-30,TEN(away) vs MIA(home),NFL,,,,1.9523809523809523,,1.95238096,,-105.0,,-105.0,,105.0,-105.0,0.9070294857142858,-4.692208351269922
pp;0;ou;rec;1.5,over,J. Smith,2024-09-30,TEN(away) vs MIA(home),NFL,,,,1.6622516556291391,,1.60606061,,-151.0,,-165.0,,-134.0,-151.0,0.8121212174000002,-4.401184934405422
pp;0;ou;rec;1.5,under,J. Smith,2024-09-30,TEN(away) vs MIA(home),NFL,,,,2.22,,2.25,,122.0,,125.0,,134.0,125.0,0.9328358208955225,-4.401184934405422
pp;0;ou;rey;24.5,under,T. Boyd,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,1.86956522,,,,-115.0,,,-115.0,,-6.521739130434789
pp;0;ou;rey;24.5,over,T. Boyd,2024-09-30,TEN(away) vs MIA(home),NFL,,,,,,1.86956522,,,,-115.0,,,-115.0,,-6.521739130434789
pp;0;ou;lrc;7.5,over,J. Whyle,2024-09-30,TEN(away) vs MIA(home),NFL,,,,1.8264462809917357,,1.8,,-121.0,,-125.0,,-110.0,-121.0,0.88,-4.535637149028082
pp;0;ou;lrc;7.5,under,J. Whyle,2024-09-30,TEN(away) vs MIA(home),NFL,,,,2.0,,1.95238096,,-100.0,,-105.0,,110.0,-100.0,0.8658008727272726,-4.535637149028082
pp;0;ou;rey;12.5,under,T. Spears,2024-09-30,TEN(away) vs MIA(home),NFL,Tyjae Spears - Receiving Yds,,12.5,1.869565217391304,,1.86956522,1.884955752212389,-115.0,,-115.0,-113.0,-104.0,-113.0,0.9203539823008844,-4.096200307489561
pp;0;ou;rey;12.5,over,T. Spears,2024-09-30,TEN(away) vs MIA(home),NFL,Tyjae Spears - Receiving Yds,,12.5,1.9523809523809523,,1.86956522,1.884955752212389,-105.0,,-115.0,-113.0,104.0,-105.0,0.8509189925119125,-4.096200307489561
pp;0;ou;rey;23.5,under,D. Achane,2024-09-30,TEN(away) vs MIA(home),NFL,De'Von Achane - Receiving Yds,,23.5,1.9345794392523368,,1.86956522,1.884955752212389,-107.0,,-115.0,-113.0,103.0,-107.0,0.8591803419537755,-4.527738079771337
pp;0;ou;rey;23.5,over,D. Achane,2024-09-30,TEN(away) vs MIA(home),NFL,De'Von Achane - Receiving Yds,,23.5,1.8849557522123892,,1.86956522,1.884955752212389,-113.0,,-115.0,-113.0,-103.0,-113.0,0.9115044247787606,-4.527738079771337
pp;0;ou;lrc;8.5,under,T. Spears,2024-09-30,TEN(away) vs MIA(home),NFL,,,,1.9803921568627447,,1.90909091,,-102.0,,-110.0,,108.0,-102.0,0.8417508425925925,-4.610143177505588
pp;0;ou;lrc;8.5,over,T. Spears,2024-09-30,TEN(away) vs MIA(home),NFL,,,,1.8403361344537816,,1.83333334,,-119.0,,-120.0,,-108.0,-119.0,0.9000000072,-4.610143177505588
