,Name,GameId,teams,League,Designation,Side,Point,Odds,Category,Units,dec_odds,PlayName
210,Game,490275612,minnesota wild(away) vs boston bruins(home),NHL,,away,1.5,-148,spread,,,
211,Game,490275612,minnesota wild(away) vs boston bruins(home),NHL,,away,,178,moneyline,,,
212,Game,490275612,minnesota wild(away) vs boston bruins(home),NHL,over,away,2.5,100,team_total,,,
213,Game,490275612,minnesota wild(away) vs boston bruins(home),NHL,under,away,2.5,-130,team_total,,,
214,Game,490275612,minnesota wild(away) vs boston bruins(home),NHL,,home,-1.5,128,spread,,,
215,Game,490275612,minnesota wild(away) vs boston bruins(home),NHL,,home,,-201,moneyline,,,
216,Game,490275612,minnesota wild(away) vs boston bruins(home),NHL,over,home,3.5,100,team_total,,,
217,Game,490275612,minnesota wild(away) vs boston bruins(home),NHL,under,home,3.5,-130,team_total,,,
218,Game,490275612,minnesota wild(away) vs boston bruins(home),NHL,over,,5.5,-113,total,,,
219,Game,490275612,minnesota wild(away) vs boston bruins(home),NHL,under,,5.5,-103,total,,,
220,1st Period,490275612,minnesota wild(away) vs boston bruins(home),NHL,,away,0.5,-165,spread,,,
221,1st Period,490275612,minnesota wild(away) vs boston bruins(home),NHL,,away,,145,moneyline,,,
224,1st Period,490275612,minnesota wild(away) vs boston bruins(home),NHL,,home,-0.5,145,spread,,,
225,1st Period,490275612,minnesota wild(away) vs boston bruins(home),NHL,,home,,-165,moneyline,,,
228,1st Period,490275612,minnesota wild(away) vs boston bruins(home),NHL,over,,1.5,-112,total,,,
229,1st Period,490275612,minnesota wild(away) vs boston bruins(home),NHL,under,,1.5,-108,total,,,
230,Game,490275613,st. louis blues(away) vs tampa bay lightning(home),NHL,,away,1.5,-155,spread,,,
231,Game,490275613,st. louis blues(away) vs tampa bay lightning(home),NHL,,away,,154,moneyline,,,
232,Game,490275613,st. louis blues(away) vs tampa bay lightning(home),NHL,over,away,2.5,-145,team_total,,,
233,Game,490275613,st. louis blues(away) vs tampa bay lightning(home),NHL,under,away,2.5,115,team_total,,,
234,Game,490275613,st. louis blues(away) vs tampa bay lightning(home),NHL,,home,-1.5,135,spread,,,
235,Game,490275613,st. louis blues(away) vs tampa bay lightning(home),NHL,,home,,-173,moneyline,,,
236,Game,490275613,st. louis blues(away) vs tampa bay lightning(home),NHL,over,home,3.5,-120,team_total,,,
237,Game,490275613,st. louis blues(away) vs tampa bay lightning(home),NHL,under,home,3.5,-110,team_total,,,
238,Game,490275613,st. louis blues(away) vs tampa bay lightning(home),NHL,over,,6.5,-117,total,,,
239,Game,490275613,st. louis blues(away) vs tampa bay lightning(home),NHL,under,,6.5,101,total,,,
240,1st Period,490275613,st. louis blues(away) vs tampa bay lightning(home),NHL,,away,0.5,-170,spread,,,
241,1st Period,490275613,st. louis blues(away) vs tampa bay lightning(home),NHL,,away,,130,moneyline,,,
244,1st Period,490275613,st. louis blues(away) vs tampa bay lightning(home),NHL,,home,-0.5,150,spread,,,
245,1st Period,490275613,st. louis blues(away) vs tampa bay lightning(home),NHL,,home,,-150,moneyline,,,
248,1st Period,490275613,st. louis blues(away) vs tampa bay lightning(home),NHL,over,,1.5,-143,total,,,
249,1st Period,490275613,st. louis blues(away) vs tampa bay lightning(home),NHL,under,,1.5,123,total,,,
250,Game,490275609,columbus blue jackets(away) vs buffalo sabres(home),NHL,,away,1.5,-155,spread,,,
251,Game,490275609,columbus blue jackets(away) vs buffalo sabres(home),NHL,,away,,163,moneyline,,,
252,Game,490275609,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,away,2.5,-150,team_total,,,
253,Game,490275609,columbus blue jackets(away) vs buffalo sabres(home),NHL,under,away,2.5,120,team_total,,,
254,Game,490275609,columbus blue jackets(away) vs buffalo sabres(home),NHL,,home,-1.5,135,spread,,,
255,Game,490275609,columbus blue jackets(away) vs buffalo sabres(home),NHL,,home,,-183,moneyline,,,
256,Game,490275609,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,home,3.5,-130,team_total,,,
257,Game,490275609,columbus blue jackets(away) vs buffalo sabres(home),NHL,under,home,3.5,100,team_total,,,
258,Game,490275609,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,6.5,-131,total,,,
259,Game,490275609,columbus blue jackets(away) vs buffalo sabres(home),NHL,under,,6.5,114,total,,,
260,1st Period,490275609,columbus blue jackets(away) vs buffalo sabres(home),NHL,,away,0.5,-173,spread,,,
261,1st Period,490275609,columbus blue jackets(away) vs buffalo sabres(home),NHL,,away,,133,moneyline,,,
264,1st Period,490275609,columbus blue jackets(away) vs buffalo sabres(home),NHL,,home,-0.5,153,spread,,,
265,1st Period,490275609,columbus blue jackets(away) vs buffalo sabres(home),NHL,,home,,-153,moneyline,,,
268,1st Period,490275609,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,1.5,-155,total,,,
269,1st Period,490275609,columbus blue jackets(away) vs buffalo sabres(home),NHL,under,,1.5,135,total,,,
270,Game,490275603,philadelphia flyers(away) vs new jersey devils(home),NHL,,away,1.5,-168,spread,,,
271,Game,490275603,philadelphia flyers(away) vs new jersey devils(home),NHL,,away,,141,moneyline,,,
272,Game,490275603,philadelphia flyers(away) vs new jersey devils(home),NHL,over,away,2.5,-130,team_total,,,
273,Game,490275603,philadelphia flyers(away) vs new jersey devils(home),NHL,under,away,2.5,100,team_total,,,
274,Game,490275603,philadelphia flyers(away) vs new jersey devils(home),NHL,,home,-1.5,148,spread,,,
275,Game,490275603,philadelphia flyers(away) vs new jersey devils(home),NHL,,home,,-158,moneyline,,,
276,Game,490275603,philadelphia flyers(away) vs new jersey devils(home),NHL,over,home,3.5,-105,team_total,,,
277,Game,490275603,philadelphia flyers(away) vs new jersey devils(home),NHL,under,home,3.5,-125,team_total,,,
278,Game,490275603,philadelphia flyers(away) vs new jersey devils(home),NHL,over,,6.0,-114,total,,,
279,Game,490275603,philadelphia flyers(away) vs new jersey devils(home),NHL,under,,6.0,-102,total,,,
280,1st Period,490275603,philadelphia flyers(away) vs new jersey devils(home),NHL,,away,0.5,-178,spread,,,
281,1st Period,490275603,philadelphia flyers(away) vs new jersey devils(home),NHL,,away,,125,moneyline,,,
284,1st Period,490275603,philadelphia flyers(away) vs new jersey devils(home),NHL,,home,-0.5,158,spread,,,
285,1st Period,490275603,philadelphia flyers(away) vs new jersey devils(home),NHL,,home,,-145,moneyline,,,
288,1st Period,490275603,philadelphia flyers(away) vs new jersey devils(home),NHL,over,,1.5,-125,total,,,
289,1st Period,490275603,philadelphia flyers(away) vs new jersey devils(home),NHL,under,,1.5,105,total,,,
290,Game,490275611,vegas golden knights(away) vs carolina hurricanes(home),NHL,,away,1.5,-225,spread,,,
291,Game,490275611,vegas golden knights(away) vs carolina hurricanes(home),NHL,,away,,116,moneyline,,,
292,Game,490275611,vegas golden knights(away) vs carolina hurricanes(home),NHL,over,away,2.5,-150,team_total,,,
293,Game,490275611,vegas golden knights(away) vs carolina hurricanes(home),NHL,under,away,2.5,120,team_total,,,
294,Game,490275611,vegas golden knights(away) vs carolina hurricanes(home),NHL,,home,-1.5,195,spread,,,
295,Game,490275611,vegas golden knights(away) vs carolina hurricanes(home),NHL,,home,,-130,moneyline,,,
296,Game,490275611,vegas golden knights(away) vs carolina hurricanes(home),NHL,over,home,3.5,115,team_total,,,
297,Game,490275611,vegas golden knights(away) vs carolina hurricanes(home),NHL,under,home,3.5,-145,team_total,,,
298,Game,490275611,vegas golden knights(away) vs carolina hurricanes(home),NHL,over,,6.0,-112,total,,,
299,Game,490275611,vegas golden knights(away) vs carolina hurricanes(home),NHL,under,,6.0,-104,total,,,
300,1st Period,490275611,vegas golden knights(away) vs carolina hurricanes(home),NHL,,away,0.5,-205,spread,,,
301,1st Period,490275611,vegas golden knights(away) vs carolina hurricanes(home),NHL,,away,,100,moneyline,,,
304,1st Period,490275611,vegas golden knights(away) vs carolina hurricanes(home),NHL,,home,-0.5,175,spread,,,
305,1st Period,490275611,vegas golden knights(away) vs carolina hurricanes(home),NHL,,home,,-120,moneyline,,,
308,1st Period,490275611,vegas golden knights(away) vs carolina hurricanes(home),NHL,over,,1.5,-125,total,,,
309,1st Period,490275611,vegas golden knights(away) vs carolina hurricanes(home),NHL,under,,1.5,105,total,,,
310,Game,490275605,new york rangers(away) vs toronto maple leafs(home),NHL,,away,1.5,-275,spread,,,
311,Game,490275605,new york rangers(away) vs toronto maple leafs(home),NHL,,away,,-115,moneyline,,,
312,Game,490275605,new york rangers(away) vs toronto maple leafs(home),NHL,over,away,3.5,120,team_total,,,
313,Game,490275605,new york rangers(away) vs toronto maple leafs(home),NHL,under,away,3.5,-150,team_total,,,
314,Game,490275605,new york rangers(away) vs toronto maple leafs(home),NHL,,home,-1.5,230,spread,,,
315,Game,490275605,new york rangers(away) vs toronto maple leafs(home),NHL,,home,,102,moneyline,,,
316,Game,490275605,new york rangers(away) vs toronto maple leafs(home),NHL,over,home,3.5,125,team_total,,,
317,Game,490275605,new york rangers(away) vs toronto maple leafs(home),NHL,under,home,3.5,-155,team_total,,,
318,Game,490275605,new york rangers(away) vs toronto maple leafs(home),NHL,over,,6.5,-109,total,,,
319,Game,490275605,new york rangers(away) vs toronto maple leafs(home),NHL,under,,6.5,-107,total,,,
320,1st Period,490275605,new york rangers(away) vs toronto maple leafs(home),NHL,,away,0.5,-225,spread,,,
321,1st Period,490275605,new york rangers(away) vs toronto maple leafs(home),NHL,,away,,-110,moneyline,,,
324,1st Period,490275605,new york rangers(away) vs toronto maple leafs(home),NHL,,home,-0.5,195,spread,,,
325,1st Period,490275605,new york rangers(away) vs toronto maple leafs(home),NHL,,home,,-110,moneyline,,,
328,1st Period,490275605,new york rangers(away) vs toronto maple leafs(home),NHL,over,,1.5,-135,total,,,
329,1st Period,490275605,new york rangers(away) vs toronto maple leafs(home),NHL,under,,1.5,115,total,,,
330,Game,490275608,edmonton oilers(away) vs new york islanders(home),NHL,,away,-1.5,165,spread,,,
331,Game,490275608,edmonton oilers(away) vs new york islanders(home),NHL,,away,,-149,moneyline,,,
332,Game,490275608,edmonton oilers(away) vs new york islanders(home),NHL,over,away,3.5,-120,team_total,,,
333,Game,490275608,edmonton oilers(away) vs new york islanders(home),NHL,under,away,3.5,-110,team_total,,,
334,Game,490275608,edmonton oilers(away) vs new york islanders(home),NHL,,home,1.5,-190,spread,,,
335,Game,490275608,edmonton oilers(away) vs new york islanders(home),NHL,,home,,133,moneyline,,,
336,Game,490275608,edmonton oilers(away) vs new york islanders(home),NHL,over,home,3.5,140,team_total,,,
337,Game,490275608,edmonton oilers(away) vs new york islanders(home),NHL,under,home,3.5,-170,team_total,,,
338,Game,490275608,edmonton oilers(away) vs new york islanders(home),NHL,over,,6.5,-135,total,,,
339,Game,490275608,edmonton oilers(away) vs new york islanders(home),NHL,under,,6.5,117,total,,,
340,1st Period,490275608,edmonton oilers(away) vs new york islanders(home),NHL,,away,-0.5,168,spread,,,
341,1st Period,490275608,edmonton oilers(away) vs new york islanders(home),NHL,,away,,-130,moneyline,,,
344,1st Period,490275608,edmonton oilers(away) vs new york islanders(home),NHL,,home,0.5,-193,spread,,,
345,1st Period,490275608,edmonton oilers(away) vs new york islanders(home),NHL,,home,,110,moneyline,,,
348,1st Period,490275608,edmonton oilers(away) vs new york islanders(home),NHL,over,,1.5,-155,total,,,
349,1st Period,490275608,edmonton oilers(away) vs new york islanders(home),NHL,under,,1.5,135,total,,,
350,Game,490275607,vancouver canucks(away) vs nashville predators(home),NHL,,away,1.5,-240,spread,,,
351,Game,490275607,vancouver canucks(away) vs nashville predators(home),NHL,,away,,109,moneyline,,,
352,Game,490275607,vancouver canucks(away) vs nashville predators(home),NHL,over,away,3.5,125,team_total,,,
353,Game,490275607,vancouver canucks(away) vs nashville predators(home),NHL,under,away,3.5,-155,team_total,,,
354,Game,490275607,vancouver canucks(away) vs nashville predators(home),NHL,,home,-1.5,200,spread,,,
355,Game,490275607,vancouver canucks(away) vs nashville predators(home),NHL,,home,,-123,moneyline,,,
356,Game,490275607,vancouver canucks(away) vs nashville predators(home),NHL,over,home,3.5,105,team_total,,,
357,Game,490275607,vancouver canucks(away) vs nashville predators(home),NHL,under,home,3.5,-135,team_total,,,
358,Game,490275607,vancouver canucks(away) vs nashville predators(home),NHL,over,,6.5,-119,total,,,
359,Game,490275607,vancouver canucks(away) vs nashville predators(home),NHL,under,,6.5,103,total,,,
360,1st Period,490275607,vancouver canucks(away) vs nashville predators(home),NHL,,away,0.5,-210,spread,,,
361,1st Period,490275607,vancouver canucks(away) vs nashville predators(home),NHL,,away,,100,moneyline,,,
364,1st Period,490275607,vancouver canucks(away) vs nashville predators(home),NHL,,home,-0.5,180,spread,,,
365,1st Period,490275607,vancouver canucks(away) vs nashville predators(home),NHL,,home,,-120,moneyline,,,
368,1st Period,490275607,vancouver canucks(away) vs nashville predators(home),NHL,over,,1.5,-145,total,,,
369,1st Period,490275607,vancouver canucks(away) vs nashville predators(home),NHL,under,,1.5,125,total,,,
370,Game,490275604,colorado avalanche(away) vs chicago blackhawks(home),NHL,,away,-1.5,105,spread,,,
371,Game,490275604,colorado avalanche(away) vs chicago blackhawks(home),NHL,,away,,-217,moneyline,,,
372,Game,490275604,colorado avalanche(away) vs chicago blackhawks(home),NHL,over,away,3.5,-130,team_total,,,
373,Game,490275604,colorado avalanche(away) vs chicago blackhawks(home),NHL,under,away,3.5,100,team_total,,,
374,Game,490275604,colorado avalanche(away) vs chicago blackhawks(home),NHL,,home,1.5,-125,spread,,,
375,Game,490275604,colorado avalanche(away) vs chicago blackhawks(home),NHL,,home,,192,moneyline,,,
376,Game,490275604,colorado avalanche(away) vs chicago blackhawks(home),NHL,over,home,2.5,-110,team_total,,,
377,Game,490275604,colorado avalanche(away) vs chicago blackhawks(home),NHL,under,home,2.5,-120,team_total,,,
378,Game,490275604,colorado avalanche(away) vs chicago blackhawks(home),NHL,over,,6.0,-116,total,,,
379,Game,490275604,colorado avalanche(away) vs chicago blackhawks(home),NHL,under,,6.0,100,total,,,
380,1st Period,490275604,colorado avalanche(away) vs chicago blackhawks(home),NHL,,away,-0.5,130,spread,,,
381,1st Period,490275604,colorado avalanche(away) vs chicago blackhawks(home),NHL,,away,,-180,moneyline,,,
384,1st Period,490275604,colorado avalanche(away) vs chicago blackhawks(home),NHL,,home,0.5,-150,spread,,,
385,1st Period,490275604,colorado avalanche(away) vs chicago blackhawks(home),NHL,,home,,160,moneyline,,,
388,1st Period,490275604,colorado avalanche(away) vs chicago blackhawks(home),NHL,over,,1.5,-135,total,,,
389,1st Period,490275604,colorado avalanche(away) vs chicago blackhawks(home),NHL,under,,1.5,115,total,,,
390,Game,490275610,ottawa senators(away) vs arizona coyotes(home),NHL,,away,-1.5,205,spread,,,
391,Game,490275610,ottawa senators(away) vs arizona coyotes(home),NHL,,away,,-125,moneyline,,,
392,Game,490275610,ottawa senators(away) vs arizona coyotes(home),NHL,over,away,3.5,115,team_total,,,
393,Game,490275610,ottawa senators(away) vs arizona coyotes(home),NHL,under,away,3.5,-145,team_total,,,
394,Game,490275610,ottawa senators(away) vs arizona coyotes(home),NHL,,home,1.5,-245,spread,,,
395,Game,490275610,ottawa senators(away) vs arizona coyotes(home),NHL,,home,,111,moneyline,,,
396,Game,490275610,ottawa senators(away) vs arizona coyotes(home),NHL,over,home,3.5,125,team_total,,,
397,Game,490275610,ottawa senators(away) vs arizona coyotes(home),NHL,under,home,3.5,-155,team_total,,,
398,Game,490275610,ottawa senators(away) vs arizona coyotes(home),NHL,over,,6.5,-109,total,,,
399,Game,490275610,ottawa senators(away) vs arizona coyotes(home),NHL,under,,6.5,-107,total,,,
400,1st Period,490275610,ottawa senators(away) vs arizona coyotes(home),NHL,,away,-0.5,190,spread,,,
401,1st Period,490275610,ottawa senators(away) vs arizona coyotes(home),NHL,,away,,-120,moneyline,,,
404,1st Period,490275610,ottawa senators(away) vs arizona coyotes(home),NHL,,home,0.5,-220,spread,,,
405,1st Period,490275610,ottawa senators(away) vs arizona coyotes(home),NHL,,home,,100,moneyline,,,
408,1st Period,490275610,ottawa senators(away) vs arizona coyotes(home),NHL,over,,1.5,-145,total,,,
409,1st Period,490275610,ottawa senators(away) vs arizona coyotes(home),NHL,under,,1.5,125,total,,,
410,Game,490275606,los angeles kings(away) vs san jose sharks(home),NHL,,away,-1.5,-105,spread,,,
411,Game,490275606,los angeles kings(away) vs san jose sharks(home),NHL,,away,,-250,moneyline,,,
412,Game,490275606,los angeles kings(away) vs san jose sharks(home),NHL,over,away,3.5,-140,team_total,,,
413,Game,490275606,los angeles kings(away) vs san jose sharks(home),NHL,under,away,3.5,110,team_total,,,
414,Game,490275606,los angeles kings(away) vs san jose sharks(home),NHL,,home,1.5,-115,spread,,,
415,Game,490275606,los angeles kings(away) vs san jose sharks(home),NHL,,home,,220,moneyline,,,
416,Game,490275606,los angeles kings(away) vs san jose sharks(home),NHL,over,home,2.5,100,team_total,,,
417,Game,490275606,los angeles kings(away) vs san jose sharks(home),NHL,under,home,2.5,-130,team_total,,,
418,Game,490275606,los angeles kings(away) vs san jose sharks(home),NHL,over,,6.0,-133,total,,,
419,Game,490275606,los angeles kings(away) vs san jose sharks(home),NHL,under,,6.0,116,total,,,
420,1st Period,490275606,los angeles kings(away) vs san jose sharks(home),NHL,,away,-0.5,130,spread,,,
421,1st Period,490275606,los angeles kings(away) vs san jose sharks(home),NHL,,away,,-195,moneyline,,,
424,1st Period,490275606,los angeles kings(away) vs san jose sharks(home),NHL,,home,0.5,-150,spread,,,
425,1st Period,490275606,los angeles kings(away) vs san jose sharks(home),NHL,,home,,170,moneyline,,,
428,1st Period,490275606,los angeles kings(away) vs san jose sharks(home),NHL,over,,1.5,-133,total,,,
429,1st Period,490275606,los angeles kings(away) vs san jose sharks(home),NHL,under,,1.5,113,total,,,
431,Game,490277033,detroit red wings(away) vs winnipeg jets(home),NHL,,away,,147,moneyline,,,
435,Game,490277033,detroit red wings(away) vs winnipeg jets(home),NHL,,home,,-165,moneyline,,,
438,Game,490277033,detroit red wings(away) vs winnipeg jets(home),NHL,over,,6.0,-124,total,,,
439,Game,490277033,detroit red wings(away) vs winnipeg jets(home),NHL,under,,6.0,108,total,,,
2263,,190784,minnesota wild(away) vs boston bruins(home),NHL,over,,1.5,171,Player Props,Points,2.71,Brad Marchand
2264,,190784,minnesota wild(away) vs boston bruins(home),NHL,under,,1.5,-227,Player Props,Points,1.44,Brad Marchand
2265,,190784,minnesota wild(away) vs boston bruins(home),NHL,over,,0.5,-101,Player Props,Points,1.99,Jake DeBrusk
2266,,190784,minnesota wild(away) vs boston bruins(home),NHL,under,,0.5,-128,Player Props,Points,1.78,Jake DeBrusk
2267,,190784,minnesota wild(away) vs boston bruins(home),NHL,over,,0.5,144,Player Props,Points,2.44,Ryan Hartman
2268,,190784,minnesota wild(away) vs boston bruins(home),NHL,under,,0.5,-189,Player Props,Points,1.53,Ryan Hartman
2269,,190784,minnesota wild(away) vs boston bruins(home),NHL,over,,0.5,-227,Player Props,Points,1.44,Kirill Kaprizov
2270,,190784,minnesota wild(away) vs boston bruins(home),NHL,under,,0.5,170,Player Props,Points,2.7,Kirill Kaprizov
2271,,190784,minnesota wild(away) vs boston bruins(home),NHL,over,,0.5,132,Player Props,Points,2.32,Hampus Lindholm
2272,,190784,minnesota wild(away) vs boston bruins(home),NHL,under,,0.5,-172,Player Props,Points,1.58,Hampus Lindholm
2273,,190784,minnesota wild(away) vs boston bruins(home),NHL,over,,1.5,-106,Player Props,Points,1.94,David Pastrnak
2274,,190784,minnesota wild(away) vs boston bruins(home),NHL,under,,1.5,-122,Player Props,Points,1.82,David Pastrnak
2275,,190784,minnesota wild(away) vs boston bruins(home),NHL,over,,0.5,-185,Player Props,Points,1.54,Joel Eriksson Ek
2276,,190784,minnesota wild(away) vs boston bruins(home),NHL,under,,0.5,140,Player Props,Points,2.4,Joel Eriksson Ek
2277,,190784,minnesota wild(away) vs boston bruins(home),NHL,over,,0.5,-115,Player Props,Points,1.87,Charlie Coyle
2278,,190784,minnesota wild(away) vs boston bruins(home),NHL,under,,0.5,-112,Player Props,Points,1.89,Charlie Coyle
2279,,190784,minnesota wild(away) vs boston bruins(home),NHL,over,,0.5,128,Player Props,Points,2.28,Brock Faber
2280,,190784,minnesota wild(away) vs boston bruins(home),NHL,under,,0.5,-167,Player Props,Points,1.6,Brock Faber
2281,,190784,minnesota wild(away) vs boston bruins(home),NHL,over,,0.5,128,Player Props,Points,2.28,James van Riemsdyk
2282,,190784,minnesota wild(away) vs boston bruins(home),NHL,under,,0.5,-167,Player Props,Points,1.6,James van Riemsdyk
2283,,190784,minnesota wild(away) vs boston bruins(home),NHL,over,,0.5,115,Player Props,Points,2.15,Morgan Geekie
2284,,190784,minnesota wild(away) vs boston bruins(home),NHL,under,,0.5,-149,Player Props,Points,1.67,Morgan Geekie
2285,,190784,minnesota wild(away) vs boston bruins(home),NHL,over,,0.5,-154,Player Props,Points,1.65,Matthew Boldy
2286,,190784,minnesota wild(away) vs boston bruins(home),NHL,under,,0.5,118,Player Props,Points,2.18,Matthew Boldy
2287,,190784,minnesota wild(away) vs boston bruins(home),NHL,over,,27.5,-114,Player Props,Saves,1.88,Marc-Andre Fleury
2288,,190784,minnesota wild(away) vs boston bruins(home),NHL,under,,27.5,-114,Player Props,Saves,1.88,Marc-Andre Fleury
2289,,190784,minnesota wild(away) vs boston bruins(home),NHL,over,,2.5,-147,Player Props,Shots on goal,1.68,Brad Marchand
2290,,190784,minnesota wild(away) vs boston bruins(home),NHL,under,,2.5,114,Player Props,Shots on goal,2.14,Brad Marchand
2291,,190784,minnesota wild(away) vs boston bruins(home),NHL,over,,3.5,102,Player Props,Shots on goal,2.02,Kirill Kaprizov
2292,,190784,minnesota wild(away) vs boston bruins(home),NHL,under,,3.5,-132,Player Props,Shots on goal,1.76,Kirill Kaprizov
2293,,190784,minnesota wild(away) vs boston bruins(home),NHL,over,,1.5,-135,Player Props,Shots on goal,1.74,Hampus Lindholm
2294,,190784,minnesota wild(away) vs boston bruins(home),NHL,under,,1.5,105,Player Props,Shots on goal,2.05,Hampus Lindholm
2295,,190784,minnesota wild(away) vs boston bruins(home),NHL,over,,1.5,-192,Player Props,Shots on goal,1.52,Ryan Hartman
2296,,190784,minnesota wild(away) vs boston bruins(home),NHL,under,,1.5,146,Player Props,Shots on goal,2.46,Ryan Hartman
2297,,190784,minnesota wild(away) vs boston bruins(home),NHL,over,,1.5,-169,Player Props,Shots on goal,1.59,Marco Rossi
2298,,190784,minnesota wild(away) vs boston bruins(home),NHL,under,,1.5,129,Player Props,Shots on goal,2.29,Marco Rossi
2299,,190784,minnesota wild(away) vs boston bruins(home),NHL,over,,2.5,106,Player Props,Shots on goal,2.06,Jake DeBrusk
2300,,190784,minnesota wild(away) vs boston bruins(home),NHL,under,,2.5,-137,Player Props,Shots on goal,1.73,Jake DeBrusk
2301,,190784,minnesota wild(away) vs boston bruins(home),NHL,over,,3.5,-103,Player Props,Shots on goal,1.97,Joel Eriksson Ek
2302,,190784,minnesota wild(away) vs boston bruins(home),NHL,under,,3.5,-125,Player Props,Shots on goal,1.8,Joel Eriksson Ek
2303,,190784,minnesota wild(away) vs boston bruins(home),NHL,over,,1.5,-185,Player Props,Shots on goal,1.54,Morgan Geekie
2304,,190784,minnesota wild(away) vs boston bruins(home),NHL,under,,1.5,140,Player Props,Shots on goal,2.4,Morgan Geekie
2305,,190784,minnesota wild(away) vs boston bruins(home),NHL,over,,1.5,-175,Player Props,Shots on goal,1.57,Charlie Coyle
2306,,190784,minnesota wild(away) vs boston bruins(home),NHL,under,,1.5,134,Player Props,Shots on goal,2.34,Charlie Coyle
2307,,190784,minnesota wild(away) vs boston bruins(home),NHL,over,,1.5,-179,Player Props,Shots on goal,1.56,James van Riemsdyk
2308,,190784,minnesota wild(away) vs boston bruins(home),NHL,under,,1.5,137,Player Props,Shots on goal,2.37,James van Riemsdyk
2309,,190784,minnesota wild(away) vs boston bruins(home),NHL,over,,4.5,-147,Player Props,Shots on goal,1.68,David Pastrnak
2310,,190784,minnesota wild(away) vs boston bruins(home),NHL,under,,4.5,113,Player Props,Shots on goal,2.13,David Pastrnak
2311,,190784,minnesota wild(away) vs boston bruins(home),NHL,over,,3.5,132,Player Props,Shots on goal,2.32,Matthew Boldy
2312,,190784,minnesota wild(away) vs boston bruins(home),NHL,under,,3.5,-172,Player Props,Shots on goal,1.58,Matthew Boldy
2313,,190783,st. louis blues(away) vs tampa bay lightning(home),NHL,over,,0.5,115,Player Props,Points,2.15,Brayden Schenn
2314,,190783,st. louis blues(away) vs tampa bay lightning(home),NHL,under,,0.5,-149,Player Props,Points,1.67,Brayden Schenn
2315,,190783,st. louis blues(away) vs tampa bay lightning(home),NHL,over,,0.5,-182,Player Props,Points,1.55,Robert Thomas
2316,,190783,st. louis blues(away) vs tampa bay lightning(home),NHL,under,,0.5,138,Player Props,Points,2.38,Robert Thomas
2317,,190783,st. louis blues(away) vs tampa bay lightning(home),NHL,over,,1.5,-132,Player Props,Points,1.76,Nikita Kucherov
2318,,190783,st. louis blues(away) vs tampa bay lightning(home),NHL,under,,1.5,102,Player Props,Points,2.02,Nikita Kucherov
2319,,190783,st. louis blues(away) vs tampa bay lightning(home),NHL,over,,1.5,161,Player Props,Points,2.61,Steven Stamkos
2320,,190783,st. louis blues(away) vs tampa bay lightning(home),NHL,under,,1.5,-213,Player Props,Points,1.47,Steven Stamkos
2321,,190783,st. louis blues(away) vs tampa bay lightning(home),NHL,over,,0.5,-145,Player Props,Points,1.69,Victor Hedman
2322,,190783,st. louis blues(away) vs tampa bay lightning(home),NHL,under,,0.5,111,Player Props,Points,2.11,Victor Hedman
2323,,190783,st. louis blues(away) vs tampa bay lightning(home),NHL,over,,1.5,167,Player Props,Points,2.67,Brayden Point
2324,,190783,st. louis blues(away) vs tampa bay lightning(home),NHL,under,,1.5,-222,Player Props,Points,1.45,Brayden Point
2325,,190783,st. louis blues(away) vs tampa bay lightning(home),NHL,over,,0.5,134,Player Props,Points,2.34,Justin Faulk
2326,,190783,st. louis blues(away) vs tampa bay lightning(home),NHL,under,,0.5,-175,Player Props,Points,1.57,Justin Faulk
2327,,190783,st. louis blues(away) vs tampa bay lightning(home),NHL,over,,0.5,-101,Player Props,Points,1.99,Anthony Cirelli
2328,,190783,st. louis blues(away) vs tampa bay lightning(home),NHL,under,,0.5,-128,Player Props,Points,1.78,Anthony Cirelli
2329,,190783,st. louis blues(away) vs tampa bay lightning(home),NHL,over,,0.5,-135,Player Props,Points,1.74,Mikhail Sergachev
2330,,190783,st. louis blues(away) vs tampa bay lightning(home),NHL,under,,0.5,105,Player Props,Points,2.05,Mikhail Sergachev
2331,,190783,st. louis blues(away) vs tampa bay lightning(home),NHL,over,,0.5,-133,Player Props,Points,1.75,Jordan Kyrou
2332,,190783,st. louis blues(away) vs tampa bay lightning(home),NHL,under,,0.5,103,Player Props,Points,2.03,Jordan Kyrou
2333,,190783,st. louis blues(away) vs tampa bay lightning(home),NHL,over,,0.5,-147,Player Props,Points,1.68,Pavel Buchnevich
2334,,190783,st. louis blues(away) vs tampa bay lightning(home),NHL,under,,0.5,114,Player Props,Points,2.14,Pavel Buchnevich
2335,,190783,st. louis blues(away) vs tampa bay lightning(home),NHL,over,,0.5,-167,Player Props,Points,1.6,Brandon Hagel
2336,,190783,st. louis blues(away) vs tampa bay lightning(home),NHL,under,,0.5,128,Player Props,Points,2.28,Brandon Hagel
2337,,190783,st. louis blues(away) vs tampa bay lightning(home),NHL,over,,0.5,124,Player Props,Points,2.24,Kevin Hayes
2338,,190783,st. louis blues(away) vs tampa bay lightning(home),NHL,under,,0.5,-161,Player Props,Points,1.62,Kevin Hayes
