,Name,GameId,teams,League,Designation,Side,Point,Odds,Category,Units,dec_odds,PlayName
3480,,190783,st. louis blues(away) vs tampa bay lightning(home),NHL,over,,3.5,1275,Player Props,Shots on goal,13.75,Sammy Blais
3481,,190783,st. louis blues(away) vs tampa bay lightning(home),NHL,over,,4.5,3953,Player Props,Shots on goal,40.53,Sammy Blais
3482,,190783,st. louis blues(away) vs tampa bay lightning(home),NHL,over,,4.5,650,Player Props,Shots on goal,7.5,Justin Faulk
3483,,190783,st. louis blues(away) vs tampa bay lightning(home),NHL,over,,3.5,278,Player Props,Shots on goal,3.78,Justin Faulk
3484,,190783,st. louis blues(away) vs tampa bay lightning(home),NHL,over,,5.5,1562,Player Props,Shots on goal,16.62,Justin Faulk
3485,,190783,st. louis blues(away) vs tampa bay lightning(home),NHL,over,,1.5,-286,Player Props,Shots on goal,1.35,Justin Faulk
3486,,190783,st. louis blues(away) vs tampa bay lightning(home),NHL,over,,6.5,3821,Player Props,Shots on goal,39.21,Justin Faulk
3487,,190783,st. louis blues(away) vs tampa bay lightning(home),NHL,over,,2.5,132,Player Props,Shots on goal,2.32,Justin Faulk
3488,,190783,st. louis blues(away) vs tampa bay lightning(home),NHL,over,,5.5,2356,Player Props,Shots on goal,24.56,Jake Neighbours
3489,,190783,st. louis blues(away) vs tampa bay lightning(home),NHL,over,,3.5,381,Player Props,Shots on goal,4.81,Jake Neighbours
3490,,190783,st. louis blues(away) vs tampa bay lightning(home),NHL,over,,1.5,-167,Player Props,Shots on goal,1.6,Jake Neighbours
3491,,190783,st. louis blues(away) vs tampa bay lightning(home),NHL,over,,4.5,933,Player Props,Shots on goal,10.33,Jake Neighbours
3492,,190783,st. louis blues(away) vs tampa bay lightning(home),NHL,over,,2.5,159,Player Props,Shots on goal,2.59,Jake Neighbours
3493,,190783,st. louis blues(away) vs tampa bay lightning(home),NHL,over,,3.5,106,Player Props,Shots on goal,2.06,Jordan Kyrou
3494,,190783,st. louis blues(away) vs tampa bay lightning(home),NHL,over,,7.5,1873,Player Props,Shots on goal,19.73,Jordan Kyrou
3495,,190783,st. louis blues(away) vs tampa bay lightning(home),NHL,over,,5.5,418,Player Props,Shots on goal,5.18,Jordan Kyrou
3496,,190783,st. louis blues(away) vs tampa bay lightning(home),NHL,over,,2.5,-263,Player Props,Shots on goal,1.38,Jordan Kyrou
3497,,190783,st. louis blues(away) vs tampa bay lightning(home),NHL,over,,6.5,870,Player Props,Shots on goal,9.7,Jordan Kyrou
3498,,190783,st. louis blues(away) vs tampa bay lightning(home),NHL,over,,4.5,206,Player Props,Shots on goal,3.06,Jordan Kyrou
3499,,190783,st. louis blues(away) vs tampa bay lightning(home),NHL,over,,6.5,4260,Player Props,Shots on goal,43.6,Torey Krug
3500,,190783,st. louis blues(away) vs tampa bay lightning(home),NHL,over,,5.5,1670,Player Props,Shots on goal,17.7,Torey Krug
3501,,190783,st. louis blues(away) vs tampa bay lightning(home),NHL,over,,1.5,-294,Player Props,Shots on goal,1.34,Torey Krug
3502,,190783,st. louis blues(away) vs tampa bay lightning(home),NHL,over,,4.5,669,Player Props,Shots on goal,7.69,Torey Krug
3503,,190783,st. louis blues(away) vs tampa bay lightning(home),NHL,over,,2.5,124,Player Props,Shots on goal,2.24,Torey Krug
3504,,190783,st. louis blues(away) vs tampa bay lightning(home),NHL,over,,3.5,277,Player Props,Shots on goal,3.77,Torey Krug
3505,,190783,st. louis blues(away) vs tampa bay lightning(home),NHL,over,,4.5,2186,Player Props,Shots on goal,22.86,Brandon Saad
3506,,190783,st. louis blues(away) vs tampa bay lightning(home),NHL,over,,2.5,232,Player Props,Shots on goal,3.32,Brandon Saad
3507,,190783,st. louis blues(away) vs tampa bay lightning(home),NHL,over,,1.5,-139,Player Props,Shots on goal,1.72,Brandon Saad
3508,,190783,st. louis blues(away) vs tampa bay lightning(home),NHL,over,,3.5,655,Player Props,Shots on goal,7.55,Brandon Saad
3509,,190783,st. louis blues(away) vs tampa bay lightning(home),NHL,over,,1.5,-185,Player Props,Shots on goal,1.54,Mikey Eyssimont
3510,,190783,st. louis blues(away) vs tampa bay lightning(home),NHL,over,,5.5,1454,Player Props,Shots on goal,15.54,Mikey Eyssimont
3511,,190783,st. louis blues(away) vs tampa bay lightning(home),NHL,over,,4.5,638,Player Props,Shots on goal,7.38,Mikey Eyssimont
3512,,190783,st. louis blues(away) vs tampa bay lightning(home),NHL,over,,2.5,133,Player Props,Shots on goal,2.33,Mikey Eyssimont
3513,,190783,st. louis blues(away) vs tampa bay lightning(home),NHL,over,,3.5,289,Player Props,Shots on goal,3.89,Mikey Eyssimont
3514,,190783,st. louis blues(away) vs tampa bay lightning(home),NHL,over,,2.5,143,Player Props,Shots on goal,2.43,Nicholas Paul
3515,,190783,st. louis blues(away) vs tampa bay lightning(home),NHL,over,,5.5,2077,Player Props,Shots on goal,21.77,Nicholas Paul
3516,,190783,st. louis blues(away) vs tampa bay lightning(home),NHL,over,,3.5,341,Player Props,Shots on goal,4.41,Nicholas Paul
3517,,190783,st. louis blues(away) vs tampa bay lightning(home),NHL,over,,1.5,-192,Player Props,Shots on goal,1.52,Nicholas Paul
3518,,190783,st. louis blues(away) vs tampa bay lightning(home),NHL,over,,4.5,828,Player Props,Shots on goal,9.28,Nicholas Paul
3519,,190783,st. louis blues(away) vs tampa bay lightning(home),NHL,over,,3.5,247,Player Props,Shots on goal,3.47,Brandon Hagel
3520,,190783,st. louis blues(away) vs tampa bay lightning(home),NHL,over,,6.5,3819,Player Props,Shots on goal,39.19,Brandon Hagel
3521,,190783,st. louis blues(away) vs tampa bay lightning(home),NHL,over,,1.5,-357,Player Props,Shots on goal,1.28,Brandon Hagel
3522,,190783,st. louis blues(away) vs tampa bay lightning(home),NHL,over,,5.5,1493,Player Props,Shots on goal,15.93,Brandon Hagel
3523,,190783,st. louis blues(away) vs tampa bay lightning(home),NHL,over,,2.5,107,Player Props,Shots on goal,2.07,Brandon Hagel
3524,,190783,st. louis blues(away) vs tampa bay lightning(home),NHL,over,,4.5,599,Player Props,Shots on goal,6.99,Brandon Hagel
3525,,190783,st. louis blues(away) vs tampa bay lightning(home),NHL,over,,1.5,-149,Player Props,Shots on goal,1.67,Kasperi Kapanen
3526,,190783,st. louis blues(away) vs tampa bay lightning(home),NHL,over,,2.5,188,Player Props,Shots on goal,2.88,Kasperi Kapanen
3527,,190783,st. louis blues(away) vs tampa bay lightning(home),NHL,over,,3.5,493,Player Props,Shots on goal,5.93,Kasperi Kapanen
3528,,190783,st. louis blues(away) vs tampa bay lightning(home),NHL,over,,4.5,1332,Player Props,Shots on goal,14.32,Kasperi Kapanen
3529,,190783,st. louis blues(away) vs tampa bay lightning(home),NHL,over,,5.5,3689,Player Props,Shots on goal,37.89,Kasperi Kapanen
3530,,190783,st. louis blues(away) vs tampa bay lightning(home),NHL,over,,4.5,732,Player Props,Shots on goal,8.32,Kevin Hayes
3531,,190783,st. louis blues(away) vs tampa bay lightning(home),NHL,over,,5.5,1751,Player Props,Shots on goal,18.51,Kevin Hayes
3532,,190783,st. louis blues(away) vs tampa bay lightning(home),NHL,over,,3.5,315,Player Props,Shots on goal,4.15,Kevin Hayes
3533,,190783,st. louis blues(away) vs tampa bay lightning(home),NHL,over,,2.5,158,Player Props,Shots on goal,2.58,Kevin Hayes
3534,,190783,st. louis blues(away) vs tampa bay lightning(home),NHL,over,,1.5,-227,Player Props,Shots on goal,1.44,Kevin Hayes
3535,,190783,st. louis blues(away) vs tampa bay lightning(home),NHL,over,,6.5,4243,Player Props,Shots on goal,43.43,Kevin Hayes
3536,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,0.5,100,Player Props,Assists,2.0,Zachary Werenski
3537,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,1.5,400,Player Props,Assists,5.0,Zachary Werenski
3538,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,1.5,600,Player Props,Assists,7.0,Tage Thompson
3539,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,0.5,125,Player Props,Assists,2.25,Tage Thompson
3540,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,0.5,175,Player Props,Assists,2.75,Dylan Cozens
3541,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,1.5,900,Player Props,Assists,10.0,Dylan Cozens
3542,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,0.5,100,Player Props,Assists,2.0,Casey Mittelstadt
3543,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,1.5,400,Player Props,Assists,5.0,Casey Mittelstadt
3544,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,0.5,150,Player Props,Assists,2.5,John-Jason Peterka
3545,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,1.5,700,Player Props,Assists,8.0,John-Jason Peterka
3546,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,0.5,350,Player Props,Assists,4.5,Kyle Okposo
3547,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,1.5,2400,Player Props,Assists,25.0,Kyle Okposo
3548,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,0.5,350,Player Props,Assists,4.5,Victor Olofsson
3549,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,1.5,2000,Player Props,Assists,21.0,Victor Olofsson
3550,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,1.5,300,Player Props,Assists,4.0,Rasmus Dahlin
3551,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,0.5,-114,Player Props,Assists,1.88,Rasmus Dahlin
3552,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,0.5,125,Player Props,Assists,2.25,Alex Tuch
3553,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,1.5,500,Player Props,Assists,6.0,Alex Tuch
3554,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,0.5,500,Player Props,Assists,6.0,Alexandre Texier
3555,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,1.5,2900,Player Props,Assists,30.0,Alexandre Texier
3556,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,1.5,800,Player Props,Assists,9.0,Johnny Gaudreau
3557,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,0.5,175,Player Props,Assists,2.75,Johnny Gaudreau
3558,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,0.5,250,Player Props,Assists,3.5,Kent Johnson
3559,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,1.5,1400,Player Props,Assists,15.0,Kent Johnson
3560,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,1.5,1900,Player Props,Assists,20.0,Justin Danforth
3561,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,0.5,300,Player Props,Assists,4.0,Justin Danforth
3562,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,0.5,250,Player Props,Assists,3.5,Yegor Chinakhov
3563,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,1.5,1700,Player Props,Assists,18.0,Yegor Chinakhov
3564,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,0.5,150,Player Props,Assists,2.5,Owen Power
3565,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,1.5,700,Player Props,Assists,8.0,Owen Power
3566,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,1.5,1100,Player Props,Assists,12.0,Dmitri Voronkov
3567,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,0.5,200,Player Props,Assists,3.0,Dmitri Voronkov
3568,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,0.5,200,Player Props,Assists,3.0,Zachary Benson
3569,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,1.5,1100,Player Props,Assists,12.0,Zachary Benson
3570,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,0.5,250,Player Props,Assists,3.5,Adam Fantilli
3571,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,1.5,1700,Player Props,Assists,18.0,Adam Fantilli
3572,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,0.5,250,Player Props,Assists,3.5,Kirill Marchenko
3573,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,1.5,1700,Player Props,Assists,18.0,Kirill Marchenko
3574,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,0.5,150,Player Props,Assists,2.5,Ivan Provorov
3575,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,1.5,700,Player Props,Assists,8.0,Ivan Provorov
3576,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,0.5,250,Player Props,Goals,3.5,Casey Mittelstadt
3577,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,2.5,6900,Player Props,Goals,70.0,Casey Mittelstadt
3578,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,1.5,1300,Player Props,Goals,14.0,Casey Mittelstadt
3579,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,2.5,3400,Player Props,Goals,35.0,Tage Thompson
3580,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,1.5,650,Player Props,Goals,7.5,Tage Thompson
3581,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,0.5,140,Player Props,Goals,2.4,Tage Thompson
3582,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,0.5,400,Player Props,Goals,5.0,Kyle Okposo
3583,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,1.5,1900,Player Props,Goals,20.0,Kyle Okposo
3584,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,2.5,9900,Player Props,Goals,100.0,Kyle Okposo
3585,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,1.5,1900,Player Props,Goals,20.0,Victor Olofsson
3586,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,2.5,9900,Player Props,Goals,100.0,Victor Olofsson
3587,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,0.5,400,Player Props,Goals,5.0,Victor Olofsson
3588,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,1.5,1200,Player Props,Goals,13.0,Yegor Chinakhov
3589,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,2.5,6400,Player Props,Goals,65.0,Yegor Chinakhov
3590,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,0.5,225,Player Props,Goals,3.25,Yegor Chinakhov
3591,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,1.5,1700,Player Props,Goals,18.0,Kent Johnson
3592,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,2.5,8900,Player Props,Goals,90.0,Kent Johnson
3593,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,0.5,350,Player Props,Goals,4.5,Kent Johnson
3594,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,1.5,900,Player Props,Goals,10.0,John-Jason Peterka
3595,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,2.5,4900,Player Props,Goals,50.0,John-Jason Peterka
3596,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,0.5,180,Player Props,Goals,2.8,John-Jason Peterka
3597,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,2.5,7900,Player Props,Goals,80.0,Justin Danforth
3598,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,0.5,300,Player Props,Goals,4.0,Justin Danforth
3599,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,1.5,1500,Player Props,Goals,16.0,Justin Danforth
3600,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,1.5,1300,Player Props,Goals,14.0,Johnny Gaudreau
3601,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,0.5,250,Player Props,Goals,3.5,Johnny Gaudreau
3602,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,2.5,6900,Player Props,Goals,70.0,Johnny Gaudreau
3603,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,1.5,1900,Player Props,Goals,20.0,Zachary Werenski
3604,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,0.5,400,Player Props,Goals,5.0,Zachary Werenski
3605,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,2.5,9900,Player Props,Goals,100.0,Zachary Werenski
3606,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,1.5,700,Player Props,Goals,8.0,Alex Tuch
3607,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,0.5,160,Player Props,Goals,2.6,Alex Tuch
3608,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,2.5,3900,Player Props,Goals,40.0,Alex Tuch
3609,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,0.5,400,Player Props,Goals,5.0,Alexandre Texier
3610,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,1.5,1900,Player Props,Goals,20.0,Alexandre Texier
3611,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,2.5,9900,Player Props,Goals,100.0,Alexandre Texier
3612,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,2.5,14900,Player Props,Goals,150.0,Owen Power
3613,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,1.5,2900,Player Props,Goals,30.0,Owen Power
3614,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,0.5,700,Player Props,Goals,8.0,Owen Power
3615,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,2.5,8900,Player Props,Goals,90.0,Rasmus Dahlin
3616,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,1.5,1700,Player Props,Goals,18.0,Rasmus Dahlin
3617,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,0.5,350,Player Props,Goals,4.5,Rasmus Dahlin
3618,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,2.5,6900,Player Props,Goals,70.0,Dylan Cozens
3619,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,0.5,250,Player Props,Goals,3.5,Dylan Cozens
3620,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,1.5,1300,Player Props,Goals,14.0,Dylan Cozens
3621,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,2.5,8400,Player Props,Goals,85.0,Dmitri Voronkov
3622,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,0.5,325,Player Props,Goals,4.25,Dmitri Voronkov
3623,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,1.5,1600,Player Props,Goals,17.0,Dmitri Voronkov
3624,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,2.5,7400,Player Props,Goals,75.0,Adam Fantilli
3625,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,1.5,1400,Player Props,Goals,15.0,Adam Fantilli
3626,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,0.5,275,Player Props,Goals,3.75,Adam Fantilli
3627,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,1.5,1500,Player Props,Goals,16.0,Zachary Benson
3628,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,2.5,7900,Player Props,Goals,80.0,Zachary Benson
3629,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,0.5,300,Player Props,Goals,4.0,Zachary Benson
3630,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,0.5,700,Player Props,Goals,8.0,Ivan Provorov
3631,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,1.5,2900,Player Props,Goals,30.0,Ivan Provorov
3632,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,2.5,14900,Player Props,Goals,150.0,Ivan Provorov
3633,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,2.5,4900,Player Props,Goals,50.0,Kirill Marchenko
3634,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,0.5,180,Player Props,Goals,2.8,Kirill Marchenko
3635,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,1.5,900,Player Props,Goals,10.0,Kirill Marchenko
3636,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,1.5,150,Player Props,Points,2.5,Tage Thompson
3637,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,2.5,500,Player Props,Points,6.0,Tage Thompson
3638,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,3.5,1900,Player Props,Points,20.0,Tage Thompson
3639,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,0.5,-192,Player Props,Points,1.52,Tage Thompson
3640,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,4.5,3900,Player Props,Points,40.0,Tage Thompson
3641,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,3.5,3900,Player Props,Points,40.0,Zachary Werenski
3642,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,0.5,-130,Player Props,Points,1.77,Zachary Werenski
3643,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,4.5,8900,Player Props,Points,90.0,Zachary Werenski
3644,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,2.5,1400,Player Props,Points,15.0,Zachary Werenski
3645,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,1.5,375,Player Props,Points,4.75,Zachary Werenski
3646,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,0.5,125,Player Props,Points,2.25,Victor Olofsson
3647,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,3.5,6400,Player Props,Points,65.0,Victor Olofsson
3648,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,4.5,14900,Player Props,Points,150.0,Victor Olofsson
3649,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,2.5,1900,Player Props,Points,20.0,Victor Olofsson
3650,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,1.5,500,Player Props,Points,6.0,Victor Olofsson
3651,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,0.5,-175,Player Props,Points,1.57,Rasmus Dahlin
3652,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,3.5,2900,Player Props,Points,30.0,Rasmus Dahlin
3653,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,4.5,6900,Player Props,Points,70.0,Rasmus Dahlin
3654,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,1.5,300,Player Props,Points,4.0,Rasmus Dahlin
3655,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,2.5,1100,Player Props,Points,12.0,Rasmus Dahlin
3656,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,0.5,125,Player Props,Points,2.25,Kyle Okposo
3657,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,4.5,14900,Player Props,Points,150.0,Kyle Okposo
3658,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,3.5,6400,Player Props,Points,65.0,Kyle Okposo
3659,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,2.5,1900,Player Props,Points,20.0,Kyle Okposo
3660,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,1.5,500,Player Props,Points,6.0,Kyle Okposo
3661,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,1.5,270,Player Props,Points,3.7,Casey Mittelstadt
3662,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,2.5,1100,Player Props,Points,12.0,Casey Mittelstadt
3663,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,3.5,2900,Player Props,Points,30.0,Casey Mittelstadt
3664,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,0.5,-154,Player Props,Points,1.65,Casey Mittelstadt
3665,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,4.5,6900,Player Props,Points,70.0,Casey Mittelstadt
3666,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,2.5,2400,Player Props,Points,25.0,Alexandre Texier
3667,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,0.5,150,Player Props,Points,2.5,Alexandre Texier
3668,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,4.5,17400,Player Props,Points,175.0,Alexandre Texier
3669,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,1.5,600,Player Props,Points,7.0,Alexandre Texier
3670,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,3.5,7400,Player Props,Points,75.0,Alexandre Texier
3671,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,1.5,400,Player Props,Points,5.0,Yegor Chinakhov
3672,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,2.5,1600,Player Props,Points,17.0,Yegor Chinakhov
3673,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,3.5,4400,Player Props,Points,45.0,Yegor Chinakhov
3674,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,0.5,112,Player Props,Points,2.12,Yegor Chinakhov
3675,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,4.5,9900,Player Props,Points,100.0,Yegor Chinakhov
3676,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,4.5,12400,Player Props,Points,125.0,Kent Johnson
3677,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,1.5,450,Player Props,Points,5.5,Kent Johnson
3678,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,0.5,144,Player Props,Points,2.44,Kent Johnson
3679,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,2.5,1700,Player Props,Points,18.0,Kent Johnson
3680,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,3.5,4900,Player Props,Points,50.0,Kent Johnson
3681,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,4.5,7900,Player Props,Points,80.0,John-Jason Peterka
3682,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,0.5,-145,Player Props,Points,1.69,John-Jason Peterka
3683,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,2.5,1200,Player Props,Points,13.0,John-Jason Peterka
3684,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,3.5,3400,Player Props,Points,35.0,John-Jason Peterka
3685,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,1.5,350,Player Props,Points,4.5,John-Jason Peterka
3686,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,0.5,-189,Player Props,Points,1.53,Alex Tuch
3687,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,2.5,700,Player Props,Points,8.0,Alex Tuch
3688,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,1.5,200,Player Props,Points,3.0,Alex Tuch
3689,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,3.5,2400,Player Props,Points,25.0,Alex Tuch
3690,,190782,columbus blue jackets(away) vs buffalo sabres(home),NHL,over,,4.5,4900,Player Props,Points,50.0,Alex Tuch
