,Teams,League,Category,Designation,Side,Name,Points,Odds,Units
202,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,9 Inning Correct Score OF,,Home,Chicago Cubs 4-2,0.0,8.5,
203,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,9 Inning Correct Score OF,,Home,Chicago Cubs 4-3,0.0,9.5,
204,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,9 Inning Correct Score OF,,Home,Chicago Cubs 5-2,0.0,12.0,
205,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,9 Inning Correct Score OF,,Home,Chicago Cubs 5-3,0.0,18.0,
206,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,9 Inning Correct Score OF,,Home,Chicago Cubs 5-4,0.0,18.0,
207,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,9 Inning Correct Score OF,,Home,Chicago Cubs 6-2,0.0,18.0,
208,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,9 Inning Correct Score OF,,Home,Chicago Cubs 6-3,0.0,31.0,
209,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,9 Inning Correct Score OF,,Home,Chicago Cubs 6-4,0.0,41.0,
210,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,9 Inning Correct Score OF,,Home,Chicago Cubs 6-5,0.0,41.0,
211,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,9 Inning Correct Score OF,,Home,Chicago Cubs 7-2,0.0,26.0,
212,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,9 Inning Correct Score OF,,Home,Chicago Cubs 7-3,0.0,46.0,
213,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,9 Inning Correct Score OF,,Home,Chicago Cubs 7-4,0.0,61.0,
214,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,9 Inning Correct Score OF,,Home,Chicago Cubs 7-5,0.0,91.0,
215,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,9 Inning Correct Score OF,,Home,Chicago Cubs 7-6,0.0,101.0,
216,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,9 Inning Correct Score OF,,Home,Chicago Cubs 8-2,0.0,51.0,
217,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,9 Inning Correct Score OF,,Home,Chicago Cubs 8-3,0.0,61.0,
218,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,9 Inning Correct Score OF,,Home,Chicago Cubs 8-4,0.0,151.0,
219,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,9 Inning Correct Score OF,,Home,Chicago Cubs 8-5,0.0,151.0,
220,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,9 Inning Correct Score OF,,Home,Chicago Cubs 8-6,0.0,301.0,
221,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,9 Inning Correct Score OF,,Home,Chicago Cubs 8-7,0.0,176.0,
222,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,9 Inning Correct Score OF,,Home,Chicago Cubs 9-2,0.0,91.0,
223,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,9 Inning Correct Score OF,,Home,Chicago Cubs 9-3,0.0,101.0,
224,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,9 Inning Correct Score OF,,Home,Chicago Cubs 9-4,0.0,201.0,
225,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,9 Inning Correct Score OF,,Home,Chicago Cubs 9-5,0.0,301.0,
226,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,9 Inning Correct Score OF,,Home,Chicago Cubs 9-6,0.0,501.0,
227,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,9 Inning Correct Score OF,,Home,Chicago Cubs 9-7,0.0,401.0,
228,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,9 Inning Correct Score OF,,Home,Chicago Cubs 9-8,0.0,401.0,
229,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,9 Inning Correct Score OF,,Home,Chicago Cubs 10-2,0.0,176.0,
230,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,9 Inning Correct Score OF,,Home,Chicago Cubs 10-3,0.0,301.0,
231,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,9 Inning Correct Score OF,,Home,Chicago Cubs 10-4,0.0,501.0,
232,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,9 Inning Correct Score OF,,Home,Chicago Cubs 10-5,0.0,451.0,
233,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,9 Inning Correct Score OF,,Home,Chicago Cubs 10-6,0.0,401.0,
234,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,9 Inning Correct Score OF,,Home,Chicago Cubs 10-7,0.0,501.0,
235,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,9 Inning Correct Score OF,,Home,Chicago Cubs 10-8,0.0,501.0,
236,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,9 Inning Correct Score OF,,Home,Chicago Cubs 10-9,0.0,501.0,
237,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,9 Inning Correct Score OF,,Away,Cincinnati Reds 4-3,0.0,12.0,
238,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,9 Inning Correct Score OF,,Away,Cincinnati Reds 5-3,0.0,16.0,
239,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,9 Inning Correct Score OF,,Away,Cincinnati Reds 5-4,0.0,26.0,
240,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,9 Inning Correct Score OF,,Away,Cincinnati Reds 6-3,0.0,29.0,
241,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,9 Inning Correct Score OF,,Away,Cincinnati Reds 6-4,0.0,31.0,
242,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,9 Inning Correct Score OF,,Away,Cincinnati Reds 6-5,0.0,46.0,
243,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,9 Inning Correct Score OF,,Away,Cincinnati Reds 7-3,0.0,46.0,
244,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,9 Inning Correct Score OF,,Away,Cincinnati Reds 7-4,0.0,46.0,
245,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,9 Inning Correct Score OF,,Away,Cincinnati Reds 7-5,0.0,91.0,
246,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,9 Inning Correct Score OF,,Away,Cincinnati Reds 7-6,0.0,91.0,
247,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,9 Inning Correct Score OF,,Away,Cincinnati Reds 8-3,0.0,81.0,
248,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,9 Inning Correct Score OF,,Away,Cincinnati Reds 8-4,0.0,91.0,
249,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,9 Inning Correct Score OF,,Away,Cincinnati Reds 8-5,0.0,126.0,
250,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,9 Inning Correct Score OF,,Away,Cincinnati Reds 8-6,0.0,301.0,
251,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,9 Inning Correct Score OF,,Away,Cincinnati Reds 8-7,0.0,351.0,
252,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,9 Inning Correct Score OF,,Away,Cincinnati Reds 9-3,0.0,101.0,
253,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,9 Inning Correct Score OF,,Away,Cincinnati Reds 9-4,0.0,201.0,
254,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,9 Inning Correct Score OF,,Away,Cincinnati Reds 9-5,0.0,176.0,
255,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,9 Inning Correct Score OF,,Away,Cincinnati Reds 9-6,0.0,301.0,
256,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,9 Inning Correct Score OF,,Away,Cincinnati Reds 9-7,0.0,301.0,
257,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,9 Inning Correct Score OF,,Away,Cincinnati Reds 9-8,0.0,451.0,
258,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,9 Inning Correct Score OF,,Away,Cincinnati Reds 10-3,0.0,151.0,
259,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,9 Inning Correct Score OF,,Away,Cincinnati Reds 10-4,0.0,201.0,
260,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,9 Inning Correct Score OF,,Away,Cincinnati Reds 10-5,0.0,351.0,
261,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,9 Inning Correct Score OF,,Away,Cincinnati Reds 10-7,0.0,401.0,
262,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,9 Inning Correct Score OF,,Away,Cincinnati Reds 10-9,0.0,501.0,
263,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,9 Inning Correct Score OF,,Neither,Draw 3-3,0.0,8.5,
264,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,9 Inning Correct Score OF,,Neither,Draw 4-4,0.0,18.0,
265,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,9 Inning Correct Score OF,,Neither,Draw 5-5,0.0,29.0,
266,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,9 Inning Correct Score OF,,Neither,Draw 6-6,0.0,91.0,
267,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,9 Inning Correct Score OF,,Neither,Draw 7-7,0.0,151.0,
268,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,9 Inning Correct Score OF,,Neither,Draw 8-8,0.0,501.0,
269,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,9 Inning Correct Score OF,,Neither,Draw 9-9,0.0,501.0,
270,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,9 Inning Correct Score OF,,Neither,Draw 10-10,0.0,501.0,
271,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,9 Inning Correct Score OF,,Neither,Any Other Score,0.0,36.0,
272,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Team With The Highest Scoring Inning OF,,Home,Chicago Cubs,0.0,7.0,
273,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Team With The Highest Scoring Inning OF,,Away,Cincinnati Reds,0.0,6.0,
274,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Team With The Highest Scoring Inning OF,,Neither,Draw,0.0,1.25,
275,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Highest Scoring Inning OF,,Neither,7th Inning,0.0,6.5,
276,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Highest Scoring Inning OF,,Neither,8th Inning,0.0,8.5,
277,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Highest Scoring Inning OF,,Neither,9th Inning,0.0,13.0,
278,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Highest Scoring Inning OF,,Neither,Draw,0.0,1.3077,
279,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Both Teams To Score 'X' Runs OF,,Neither,Yes,0.0,3.6,
280,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Both Teams To Score 'X' Runs OF,,Neither,No,0.0,1.2667,
281,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Both Teams To Score 'X' Runs OF,,Neither,Yes,0.0,15.0,
282,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Both Teams To Score 'X' Runs OF,,Neither,No,0.0,1.025,
283,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Both Teams To Score 'X' Runs OF,,Neither,Yes,0.0,8.0,
284,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Both Teams To Score 'X' Runs OF,,Neither,No,0.0,1.08,
285,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Both Teams To Score 'X' Runs OF,,Neither,Yes,0.0,36.0,
286,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Both Teams To Score 'X' Runs OF,,Neither,No,0.0,1.005,
287,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Both Teams To Score 'X' Runs OF,,Neither,Yes,0.0,1.7143,
288,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Both Teams To Score 'X' Runs OF,,Neither,No,0.0,2.05,
289,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Both Teams To Score 'X' Runs OF,,Neither,Yes,0.0,71.0,
290,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Both Teams To Score 'X' Runs OF,,Neither,Yes,0.0,151.0,
291,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Both Teams To Score 'X' Runs OF,,Neither,Yes,0.0,351.0,
292,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Both Teams To Score 'X' Runs OF,,Neither,Yes,0.0,501.0,
293,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Both Teams To Score 'X' Runs OF,,Neither,Yes,0.0,501.0,
294,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Inning 'X' - Winner OF,,Home,Chicago Cubs,0.0,4.1,
295,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Inning 'X' - Winner OF,,Away,Cincinnati Reds,0.0,4.3,
296,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Inning 'X' - Winner OF,,Neither,Draw,0.0,1.625,
297,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Inning 'X' - Winner OF,,Home,Chicago Cubs,0.0,3.5,
298,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Inning 'X' - Winner OF,,Away,Cincinnati Reds,0.0,4.5,
299,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Inning 'X' - Winner OF,,Neither,Draw,0.0,1.6667,
300,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Inning 'X' - A Run To Be Scored OF,,Neither,Yes,0.5,2.05,
301,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Inning 'X' - A Run To Be Scored OF,,Neither,No,0.5,1.7143,
302,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Inning 'X' - A Run To Be Scored OF,,Neither,Yes,0.5,2.05,
303,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Inning 'X' - A Run To Be Scored OF,,Neither,No,0.5,1.7143,
304,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Inning 'X' - Team A - A Run To Be Scored OF,,Home,Yes,0.5,3.3,
305,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Inning 'X' - Team A - A Run To Be Scored OF,,Home,No,0.5,1.3077,
306,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Inning 'X' - Team B - A Run To Be Scored OF,,Away,Yes,0.5,3.8,
307,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Inning 'X' - Team B - A Run To Be Scored OF,,Away,No,0.5,1.25,
308,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Inning 'X' - Team B - A Run To Be Scored OF,,Away,Yes,0.5,3.6,
309,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Inning 'X' - Team B - A Run To Be Scored OF,,Away,No,0.5,1.2667,
310,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Inning 'X' - Team A - A Run To Be Scored OF,,Home,Yes,0.5,3.3,
311,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Inning 'X' - Team A - A Run To Be Scored OF,,Home,No,0.5,1.3077,
312,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Inning 'X' - Total Runs OF,over,Neither,Over 1.5,1.5,3.4,
313,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Inning 'X' - Total Runs OF,under,Neither,Under 1.5,1.5,1.2858,
314,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Inning 'X' - Total Runs OF,over,Neither,Over 1.5,1.5,4.0,
315,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Inning 'X' - Total Runs OF,under,Neither,Under 1.5,1.5,1.2353,
316,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Inning 'X' - Run Line OF,,Home,Chicago Cubs -0.5,-0.5,3.5,
317,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Inning 'X' - Run Line OF,,Home,Chicago Cubs -1.5,-1.5,6.5,
318,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Inning 'X' - Run Line OF,,Away,Cincinnati Reds +0.5,0.5,1.2858,
319,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Inning 'X' - Run Line OF,,Away,Cincinnati Reds +1.5,1.5,1.1,
320,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Inning 'X' - Run Line OF,,Home,Chicago Cubs -0.5,-0.5,4.1,
321,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Inning 'X' - Run Line OF,,Home,Chicago Cubs -1.5,-1.5,8.0,
322,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Inning 'X' - Run Line OF,,Away,Cincinnati Reds +0.5,0.5,1.2223,
323,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Inning 'X' - Run Line OF,,Away,Cincinnati Reds +1.5,1.5,1.08,
324,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Inning 'X' - Total Runs Odd/Even OF,,Neither,Odd,0.0,3.1,
325,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Inning 'X' - Total Runs Odd/Even OF,,Neither,Even,0.0,1.3449,
326,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Inning 'X' - Total Runs Odd/Even OF,,Neither,Odd,0.0,3.3,
327,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Inning 'X' - Total Runs Odd/Even OF,,Neither,Even,0.0,1.3077,
328,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Inning 'X' - Correct Score OF,,Home,8th Inning Chicago Cubs 1-0,0.0,7.0,
329,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Inning 'X' - Correct Score OF,,Home,8th Inning Chicago Cubs 2-0,0.0,14.0,
330,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Inning 'X' - Correct Score OF,,Home,8th Inning Chicago Cubs 2-1,0.0,41.0,
331,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Inning 'X' - Correct Score OF,,Home,8th Inning Chicago Cubs 3-0,0.0,23.0,
332,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Inning 'X' - Correct Score OF,,Home,8th Inning Chicago Cubs 3-1,0.0,101.0,
333,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Inning 'X' - Correct Score OF,,Home,8th Inning Chicago Cubs 3-2,0.0,201.0,
334,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Inning 'X' - Correct Score OF,,Home,8th Inning Chicago Cubs 4-0,0.0,41.0,
335,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Inning 'X' - Correct Score OF,,Home,8th Inning Chicago Cubs 4-1,0.0,126.0,
336,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Inning 'X' - Correct Score OF,,Home,8th Inning Chicago Cubs 4-2,0.0,301.0,
337,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Inning 'X' - Correct Score OF,,Home,8th Inning Chicago Cubs 4-3,0.0,401.0,
338,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Inning 'X' - Correct Score OF,,Away,8th Inning Cincinnati Reds 1-0,0.0,7.0,
339,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Inning 'X' - Correct Score OF,,Away,8th Inning Cincinnati Reds 2-0,0.0,15.0,
340,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Inning 'X' - Correct Score OF,,Away,8th Inning Cincinnati Reds 2-1,0.0,46.0,
341,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Inning 'X' - Correct Score OF,,Away,8th Inning Cincinnati Reds 3-0,0.0,29.0,
342,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Inning 'X' - Correct Score OF,,Away,8th Inning Cincinnati Reds 3-1,0.0,81.0,
343,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Inning 'X' - Correct Score OF,,Away,8th Inning Cincinnati Reds 3-2,0.0,301.0,
344,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Inning 'X' - Correct Score OF,,Away,8th Inning Cincinnati Reds 4-0,0.0,46.0,
345,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Inning 'X' - Correct Score OF,,Away,8th Inning Cincinnati Reds 4-1,0.0,151.0,
346,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Inning 'X' - Correct Score OF,,Away,8th Inning Cincinnati Reds 4-2,0.0,201.0,
347,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Inning 'X' - Correct Score OF,,Away,8th Inning Cincinnati Reds 4-3,0.0,501.0,
348,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Inning 'X' - Correct Score OF,,Neither,8th Inning Draw 0-0,0.0,1.7143,
349,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Inning 'X' - Correct Score OF,,Neither,8th Inning Draw 1-1,0.0,26.0,
350,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Inning 'X' - Correct Score OF,,Neither,8th Inning Draw 2-2,0.0,101.0,
351,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Inning 'X' - Correct Score OF,,Neither,8th Inning Draw 3-3,0.0,351.0,
352,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Inning 'X' - Correct Score OF,,Neither,Any Other Score,0.0,21.0,
353,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Inning 'X' - Correct Score OF,,Home,7th Inning Chicago Cubs 1-0,0.0,8.0,
354,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Inning 'X' - Correct Score OF,,Home,7th Inning Chicago Cubs 2-0,0.0,11.0,
355,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Inning 'X' - Correct Score OF,,Home,7th Inning Chicago Cubs 2-1,0.0,41.0,
356,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Inning 'X' - Correct Score OF,,Home,7th Inning Chicago Cubs 3-0,0.0,23.0,
357,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Inning 'X' - Correct Score OF,,Home,7th Inning Chicago Cubs 3-1,0.0,91.0,
358,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Inning 'X' - Correct Score OF,,Home,7th Inning Chicago Cubs 3-2,0.0,126.0,
359,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Inning 'X' - Correct Score OF,,Home,7th Inning Chicago Cubs 4-0,0.0,36.0,
360,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Inning 'X' - Correct Score OF,,Home,7th Inning Chicago Cubs 4-1,0.0,126.0,
361,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Inning 'X' - Correct Score OF,,Home,7th Inning Chicago Cubs 4-2,0.0,301.0,
362,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Inning 'X' - Correct Score OF,,Home,7th Inning Chicago Cubs 4-3,0.0,301.0,
363,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Inning 'X' - Correct Score OF,,Away,7th Inning Cincinnati Reds 1-0,0.0,8.5,
364,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Inning 'X' - Correct Score OF,,Away,7th Inning Cincinnati Reds 2-0,0.0,14.0,
365,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Inning 'X' - Correct Score OF,,Away,7th Inning Cincinnati Reds 2-1,0.0,41.0,
366,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Inning 'X' - Correct Score OF,,Away,7th Inning Cincinnati Reds 3-0,0.0,26.0,
367,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Inning 'X' - Correct Score OF,,Away,7th Inning Cincinnati Reds 3-1,0.0,81.0,
368,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Inning 'X' - Correct Score OF,,Away,7th Inning Cincinnati Reds 3-2,0.0,101.0,
369,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Inning 'X' - Correct Score OF,,Away,7th Inning Cincinnati Reds 4-0,0.0,41.0,
370,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Inning 'X' - Correct Score OF,,Away,7th Inning Cincinnati Reds 4-1,0.0,176.0,
371,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Inning 'X' - Correct Score OF,,Away,7th Inning Cincinnati Reds 4-2,0.0,451.0,
372,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Inning 'X' - Correct Score OF,,Away,7th Inning Cincinnati Reds 4-3,0.0,501.0,
373,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Inning 'X' - Correct Score OF,,Neither,7th Inning Draw 0-0,0.0,1.7143,
374,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Inning 'X' - Correct Score OF,,Neither,7th Inning Draw 1-1,0.0,26.0,
375,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Inning 'X' - Correct Score OF,,Neither,7th Inning Draw 2-2,0.0,51.0,
376,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Inning 'X' - Correct Score OF,,Neither,7th Inning Draw 3-3,0.0,301.0,
377,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Inning 'X' - Correct Score OF,,Neither,Any Other Score,0.0,23.0,
378,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Player To Reach Base OF,,Away,Yes,0.5,2.7,
379,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Player To Reach Base OF,,Away,No,0.5,1.4,
380,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Player To Reach Base OF,,Away,Yes,0.5,3.1,
381,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Player To Reach Base OF,,Away,No,0.5,1.3077,
382,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,AWAYTEAM Alternate Total Runs,over,Away,Over 3.5,3.5,2.3,
383,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,AWAYTEAM Alternate Total Runs,under,Away,Under 3.5,3.5,1.5883,
384,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,AWAYTEAM Alternate Total Runs,over,Away,Over 4.5,4.5,3.6,
385,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,AWAYTEAM Alternate Total Runs,under,Away,Under 4.5,4.5,1.2858,
386,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,HOMETEAM Alternate Total Runs,over,Home,Over 4.5,4.5,2.6,
387,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,HOMETEAM Alternate Total Runs,under,Home,Under 4.5,4.5,1.4762,
388,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,HOMETEAM Alternate Total Runs,over,Home,Over 5.5,5.5,4.5,
389,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,HOMETEAM Alternate Total Runs,under,Home,Under 5.5,5.5,1.1819,
390,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Number Of Pitches Thrown By Pitcher Against Batter OF,over,Home,D. Smyly Over 2.5,2.5,1.16,
391,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Number Of Pitches Thrown By Pitcher Against Batter OF,under,Home,D. Smyly Under 2.5,2.5,5.0,
392,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Number Of Pitches Thrown By Pitcher Against Batter OF,over,Home,D. Smyly Over 3.5,3.5,1.4,
393,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Number Of Pitches Thrown By Pitcher Against Batter OF,under,Home,D. Smyly Under 3.5,3.5,2.85,
394,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Number Of Pitches Thrown By Pitcher Against Batter OF,over,Home,D. Smyly Over 4.5,4.5,1.9091,
395,Cincinnati Reds(away) vs Chicago Cubs(home),MLB,Number Of Pitches Thrown By Pitcher Against Batter OF,under,Home,D. Smyly Under 4.5,4.5,1.8334,
