Teams,League,Category,Designation,Side,Name,Points,Odds,Units
San Diego Padres(away) vs Kansas City Royals(home),MLB,Player hits OF,over,Home,M. Melendez Over 0.5,0.5,1.6667,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Player hits OF,under,Home,M. Melendez Under 0.5,0.5,2.15,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Player hits OF,over,Home,N. Velazquez Over 0.5,0.5,1.7693,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Player hits OF,under,Home,N. Velazquez Under 0.5,0.5,2.0,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Player hits OF,over,Home,S. Perez Over 0.5,0.5,1.4445,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Player hits OF,under,Home,S. Perez Under 0.5,0.5,2.65,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Player hits OF,over,Home,V. Pasquantino Over 0.5,0.5,1.4,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Player hits OF,under,Home,V. Pasquantino Under 0.5,0.5,2.85,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Player runs batted in OF,over,Home,A. Frazier Over 0.5,0.5,3.9,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Player runs batted in OF,under,Home,A. Frazier Under 0.5,0.5,1.2223,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Player runs batted in OF,over,Home,B. Witt Jr. Over 0.5,0.5,2.6,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Player runs batted in OF,under,Home,B. Witt Jr. Under 0.5,0.5,1.4167,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Player runs batted in OF,over,Away,D. Peralta Over 0.5,0.5,3.1,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Player runs batted in OF,under,Away,D. Peralta Under 0.5,0.5,1.3077,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Player runs batted in OF,over,Away,F. Tatis Jr. Over 0.5,0.5,2.6,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Player runs batted in OF,under,Away,F. Tatis Jr. Under 0.5,0.5,1.4167,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Player runs batted in OF,over,Away,H. Kim Over 0.5,0.5,3.3,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Player runs batted in OF,under,Away,H. Kim Under 0.5,0.5,1.2778,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Player runs batted in OF,over,Home,H. Renfroe Over 0.5,0.5,3.3,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Player runs batted in OF,under,Home,H. Renfroe Under 0.5,0.5,1.2778,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Player runs batted in OF,over,Away,J. Cronenworth Over 0.5,0.5,2.5,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Player runs batted in OF,under,Away,J. Cronenworth Under 0.5,0.5,1.4546,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Player runs batted in OF,over,Away,J. Merrill Over 0.5,0.5,2.7,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Player runs batted in OF,under,Away,J. Merrill Under 0.5,0.5,1.4,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Player runs batted in OF,over,Away,J. Profar Over 0.5,0.5,2.7,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Player runs batted in OF,under,Away,J. Profar Under 0.5,0.5,1.4,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Player runs batted in OF,over,Home,K. Isbel Over 0.5,0.5,3.9,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Player runs batted in OF,under,Home,K. Isbel Under 0.5,0.5,1.2223,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Player runs batted in OF,over,Away,L. Arraez Over 0.5,0.5,2.9,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Player runs batted in OF,under,Away,L. Arraez Under 0.5,0.5,1.3334,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Player runs batted in OF,over,Away,L. Campusano Over 0.5,0.5,2.85,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Player runs batted in OF,under,Away,L. Campusano Under 0.5,0.5,1.3572,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Player runs batted in OF,over,Home,M. Garcia Over 0.5,0.5,3.4,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Player runs batted in OF,under,Home,M. Garcia Under 0.5,0.5,1.2667,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Player runs batted in OF,over,Away,M. Machado Over 0.5,0.5,2.4,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Player runs batted in OF,under,Away,M. Machado Under 0.5,0.5,1.5,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Player runs batted in OF,over,Home,M. Melendez Over 0.5,0.5,3.3,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Player runs batted in OF,under,Home,M. Melendez Under 0.5,0.5,1.2778,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Player runs batted in OF,over,Home,N. Velazquez Over 0.5,0.5,3.4,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Player runs batted in OF,under,Home,N. Velazquez Under 0.5,0.5,1.2667,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Player runs batted in OF,over,Home,S. Perez Over 0.5,0.5,2.35,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Player runs batted in OF,under,Home,S. Perez Under 0.5,0.5,1.5264,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Player runs batted in OF,over,Home,V. Pasquantino Over 0.5,0.5,2.55,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Player runs batted in OF,under,Home,V. Pasquantino Under 0.5,0.5,1.4348,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Player stolen bases OF,over,Home,A. Frazier Over 0.5,0.5,10.5,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Player stolen bases OF,under,Home,A. Frazier Under 0.5,0.5,1.0334,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Player stolen bases OF,over,Home,B. Witt Jr. Over 0.5,0.5,3.6,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Player stolen bases OF,under,Home,B. Witt Jr. Under 0.5,0.5,1.2223,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Player stolen bases OF,over,Away,F. Tatis Jr. Over 0.5,0.5,5.0,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Player stolen bases OF,under,Away,F. Tatis Jr. Under 0.5,0.5,1.1112,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Player stolen bases OF,over,Away,H. Kim Over 0.5,0.5,5.25,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Player stolen bases OF,under,Away,H. Kim Under 0.5,0.5,1.1,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Player stolen bases OF,over,Away,J. Merrill Over 0.5,0.5,6.5,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Player stolen bases OF,under,Away,J. Merrill Under 0.5,0.5,1.08,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Player stolen bases OF,over,Home,K. Isbel Over 0.5,0.5,10.5,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Player stolen bases OF,under,Home,K. Isbel Under 0.5,0.5,1.0334,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Player stolen bases OF,over,Home,M. Garcia Over 0.5,0.5,4.0,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Player stolen bases OF,under,Home,M. Garcia Under 0.5,0.5,1.1819,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Pitcher strikeouts OF,over,Away,D. Cease Over 5.5,5.5,1.625,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Pitcher strikeouts OF,under,Away,D. Cease Under 5.5,5.5,2.2,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Pitcher strikeouts OF,over,Home,M. Wacha Over 3.5,3.5,1.8696,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Pitcher strikeouts OF,under,Home,M. Wacha Under 3.5,3.5,1.8696,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Pitcher to record the win OF,,Away,D. Cease Not To Record The Win,0.0,1.5264,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Pitcher to record the win OF,,Home,M. Wacha To Record The Win,1.0,3.1,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Moneyline - First 3 Innings OF,,Home,Kansas City Royals,0.0,2.1,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Moneyline - First 3 Innings OF,,Away,San Diego Padres,0.0,1.6897,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Run Line - First 3 Innings OF,,Home,Kansas City Royals +0.5,0.5,1.6061,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Run Line - First 3 Innings OF,,Away,San Diego Padres -0.5,-0.5,2.25,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Total Runs - First 3 Innings OF,over,Neither,Over 2.5,2.5,2.15,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Total Runs - First 3 Innings OF,under,Neither,Under 2.5,2.5,1.6667,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Total Runs - First 3 Innings - HOMETEAM OF,over,Home,Over 1.5,1.5,3.0,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Total Runs - First 3 Innings - HOMETEAM OF,under,Home,Under 1.5,1.5,1.3637,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Total Runs - First 3 Innings - AWAYTEAM OF,over,Away,Over 1.5,1.5,2.5,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Total Runs - First 3 Innings - AWAYTEAM OF,under,Away,Under 1.5,1.5,1.5,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Leader After 3 Innings OF,,Home,Kansas City Royals,0.0,2.85,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Leader After 3 Innings OF,,Away,San Diego Padres,0.0,2.25,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Leader After 3 Innings OF,,Neither,Draw,0.0,3.3,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Moneyline - First 5 Innings OF,,Home,Kansas City Royals,0.0,2.15,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Moneyline - First 5 Innings OF,,Away,San Diego Padres,0.0,1.6667,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Run Line - First 5 Innings OF,,Home,Kansas City Royals +0.5,0.5,1.8,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Run Line - First 5 Innings OF,,Away,San Diego Padres -0.5,-0.5,1.9524,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Total Runs - First 5 Innings OF,over,Neither,Over 4.5,4.5,2.2,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Total Runs - First 5 Innings OF,under,Neither,Under 4.5,4.5,1.625,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Total Runs - First 5 Innings - AWAYTEAM OF,over,Away,Over 2.5,2.5,2.4,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Total Runs - First 5 Innings - AWAYTEAM OF,under,Away,Under 2.5,2.5,1.5556,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Total Runs - First 5 Innings - HOMETEAM OF,over,Home,Over 2.5,2.5,2.9,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Total Runs - First 5 Innings - HOMETEAM OF,under,Home,Under 2.5,2.5,1.3847,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Leader After 5 Innings OF,,Home,Kansas City Royals,0.0,2.5,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Leader After 5 Innings OF,,Away,San Diego Padres,0.0,1.9524,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Leader After 5 Innings OF,,Neither,Draw,0.0,5.25,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Winning Margin After 5 Innings - Exact OF,,Home,Kansas City Royals - 1,0.0,6.0,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Winning Margin After 5 Innings - Exact OF,,Home,Kansas City Royals - 2,0.0,8.5,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Winning Margin After 5 Innings - Exact OF,,Home,Kansas City Royals - 3,0.0,12.0,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Winning Margin After 5 Innings - Exact OF,,Home,Kansas City Royals - 4 Or More,0.0,8.5,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Winning Margin After 5 Innings - Exact OF,,Away,San Diego Padres - 1,0.0,5.75,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Winning Margin After 5 Innings - Exact OF,,Away,San Diego Padres - 2,0.0,7.0,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Winning Margin After 5 Innings - Exact OF,,Away,San Diego Padres - 3,0.0,10.0,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Winning Margin After 5 Innings - Exact OF,,Away,San Diego Padres - 4 Or More,0.0,5.5,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Moneyline - First 7 Innings OF,,Home,Kansas City Royals,0.0,2.15,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Moneyline - First 7 Innings OF,,Away,San Diego Padres,0.0,1.6667,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Run Line - First 7 Innings OF,,Home,Kansas City Royals +0.5,0.5,1.8696,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Run Line - First 7 Innings OF,,Away,San Diego Padres -0.5,-0.5,1.8696,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Total Runs - First 7 Innings OF,over,Neither,Over 6.5,6.5,2.15,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Total Runs - First 7 Innings OF,under,Neither,Under 6.5,6.5,1.6667,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Total Runs - First 7 Innings - HOMETEAM OF,over,Home,Over 2.5,2.5,1.9524,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Total Runs - First 7 Innings - HOMETEAM OF,under,Home,Under 2.5,2.5,1.8,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Total Runs - First 7 Innings - AWAYTEAM OF,over,Away,Over 3.5,3.5,2.25,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Total Runs - First 7 Innings - AWAYTEAM OF,under,Away,Under 3.5,3.5,1.6061,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Leader After 7 Innings OF,,Home,Kansas City Royals,0.0,2.45,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Leader After 7 Innings OF,,Away,San Diego Padres,0.0,1.8696,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Leader After 7 Innings OF,,Neither,Draw,0.0,6.5,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Double Result OF,,Home,Kansas City Royals - Kansas City Royals,0.0,3.2,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Double Result OF,,Neither,Kansas City Royals - San Diego Padres,0.0,9.0,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Double Result OF,,Home,Draw - Kansas City Royals,0.0,9.5,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Double Result OF,,Away,Draw - San Diego Padres,0.0,8.5,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Double Result OF,,Neither,San Diego Padres - Kansas City Royals,0.0,10.0,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Double Result OF,,Away,San Diego Padres - San Diego Padres,0.0,2.35,
San Diego Padres(away) vs Kansas City Royals(home),MLB,First Team To Score OF,,Home,Kansas City Royals,0.0,2.4,
San Diego Padres(away) vs Kansas City Royals(home),MLB,First Team To Score OF,,Away,San Diego Padres,0.0,1.5556,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Moneyline - 3-Way OF,,Home,Kansas City Royals,0.0,2.4,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Moneyline - 3-Way OF,,Away,San Diego Padres,0.0,1.8696,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Moneyline - 3-Way OF,,Neither,Draw,0.0,7.5,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Score First And Win OF,,Home,Kansas City Royals,0.0,3.4,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Score First And Win OF,,Away,San Diego Padres,0.0,2.15,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Team To Score The 2nd Run OF,,Home,Kansas City Royals,0.0,2.25,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Team To Score The 2nd Run OF,,Away,San Diego Padres,0.0,1.6897,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Team To Score The 2nd Run OF,,Neither,Neither,0.0,19.0,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Highest Scoring Period OF,,Neither,First 5 Innings,0.0,1.8696,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Highest Scoring Period OF,,Neither,Rest Of The Game,0.0,2.15,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Highest Scoring Period OF,,Neither,Draw,0.0,10.0,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Will Extra Innings Be Played - Yes/No OF,,Neither,Yes,0.0,7.5,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Will Extra Innings Be Played - Yes/No OF,,Neither,No,0.0,1.0834,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Total Match Hits - Bands OF,,Neither,9 Or Less,9.5,11.5,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Total Match Hits - Bands OF,,Neither,10 To 12,0.0,5.5,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Total Match Hits - Bands OF,,Neither,13 To 15,0.0,3.6,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Total Match Hits - Bands OF,,Neither,16 To 18,0.0,3.8,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Total Match Hits - Bands OF,,Neither,19 To 21,0.0,4.75,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Total Match Hits - Bands OF,,Neither,22 Or More,21.5,5.5,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Team With Most Hits - 3-Way OF,,Home,Kansas City Royals,0.0,2.85,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Team With Most Hits - 3-Way OF,,Away,San Diego Padres,0.0,1.5715,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Team With Most Hits - 3-Way OF,,Neither,Draw,0.0,9.0,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Total Match Hits - Bands - AWAYTEAM OF,,Away,San Diego Padres 3 Or Less,3.5,15.0,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Total Match Hits - Bands - AWAYTEAM OF,,Away,San Diego Padres 4 To 5,0.0,6.5,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Total Match Hits - Bands - AWAYTEAM OF,,Away,San Diego Padres 6 To 7,0.0,4.3,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Total Match Hits - Bands - AWAYTEAM OF,,Away,San Diego Padres 8 To 9,0.0,4.0,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Total Match Hits - Bands - AWAYTEAM OF,,Away,San Diego Padres 10 To 11,0.0,4.5,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Total Match Hits - Bands - AWAYTEAM OF,,Away,San Diego Padres 12 To 13,0.0,6.5,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Total Match Hits - Bands - AWAYTEAM OF,,Away,San Diego Padres 14 Or More,13.5,6.5,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Total Match Hits - Bands - HOMETEAM OF,,Home,Kansas City Royals 3 Or Less,3.5,9.0,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Total Match Hits - Bands - HOMETEAM OF,,Home,Kansas City Royals 4 To 5,0.0,4.3,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Total Match Hits - Bands - HOMETEAM OF,,Home,Kansas City Royals 6 To 7,0.0,3.3,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Total Match Hits - Bands - HOMETEAM OF,,Home,Kansas City Royals 8 To 9,0.0,4.0,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Total Match Hits - Bands - HOMETEAM OF,,Home,Kansas City Royals 10 To 11,0.0,5.75,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Total Match Hits - Bands - HOMETEAM OF,,Home,Kansas City Royals 12 To 13,0.0,11.5,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Total Match Hits - Bands - HOMETEAM OF,,Home,Kansas City Royals 14 Or More,13.5,18.0,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Race To 'X' Runs OF,,Home,Kansas City Royals,0.0,6.0,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Race To 'X' Runs OF,,Away,San Diego Padres,0.0,3.8,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Race To 'X' Runs OF,,Neither,Neither,0.0,1.4762,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Race To 'X' Runs OF,,Home,Kansas City Royals,0.0,4.75,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Race To 'X' Runs OF,,Away,San Diego Padres,0.0,2.9,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Race To 'X' Runs OF,,Neither,Neither,0.0,1.8334,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Race To 'X' Runs OF,,Home,Kansas City Royals,0.0,2.35,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Race To 'X' Runs OF,,Away,San Diego Padres,0.0,1.625,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Race To 'X' Runs OF,,Home,Kansas City Royals,0.0,2.5,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Race To 'X' Runs OF,,Away,San Diego Padres,0.0,1.7693,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Race To 'X' Runs OF,,Neither,Neither,0.0,8.0,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Race To 'X' Runs OF,,Home,Kansas City Royals,0.0,9.0,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Race To 'X' Runs OF,,Away,San Diego Padres,0.0,5.0,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Race To 'X' Runs OF,,Neither,Neither,0.0,1.2858,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Race To 'X' Runs OF,,Home,Kansas City Royals,0.0,3.6,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Race To 'X' Runs OF,,Away,San Diego Padres,0.0,2.35,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Race To 'X' Runs OF,,Neither,Neither,0.0,2.5,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Race To 'X' Runs OF,,Home,Kansas City Royals,0.0,2.9,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Race To 'X' Runs OF,,Away,San Diego Padres,0.0,1.9524,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Race To 'X' Runs OF,,Neither,Neither,0.0,4.0,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Race To 'X' Hits OF,,Home,Kansas City Royals,0.0,2.9,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Race To 'X' Hits OF,,Away,San Diego Padres,0.0,1.625,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Race To 'X' Hits OF,,Neither,Neither,0.0,7.0,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Race To 'X' Hits OF,,Home,Kansas City Royals,0.0,2.65,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Race To 'X' Hits OF,,Away,San Diego Padres,0.0,1.5556,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Race To 'X' Hits OF,,Neither,Neither,0.0,13.0,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Race To 'X' Hits OF,,Home,Kansas City Royals,0.0,14.0,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Race To 'X' Hits OF,,Away,San Diego Padres,0.0,5.0,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Race To 'X' Hits OF,,Neither,Neither,0.0,1.2223,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Race To 'X' Hits OF,,Home,Kansas City Royals,0.0,7.0,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Race To 'X' Hits OF,,Away,San Diego Padres,0.0,2.9,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Race To 'X' Hits OF,,Neither,Neither,0.0,1.625,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Race To 'X' Hits OF,,Home,Kansas City Royals,0.0,4.1,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Race To 'X' Hits OF,,Away,San Diego Padres,0.0,2.0,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Race To 'X' Hits OF,,Neither,Neither,0.0,2.75,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Race To 'X' Hits OF,,Home,Kansas City Royals,0.0,5.25,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Race To 'X' Hits OF,,Away,San Diego Padres,0.0,2.4,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Race To 'X' Hits OF,,Neither,Neither,0.0,2.05,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Race To 'X' Hits OF,,Home,Kansas City Royals,0.0,3.4,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Race To 'X' Hits OF,,Away,San Diego Padres,0.0,1.7693,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Race To 'X' Hits OF,,Neither,Neither,0.0,4.1,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Race To 'X' Hits OF,,Home,Kansas City Royals,0.0,19.0,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Race To 'X' Hits OF,,Away,San Diego Padres,0.0,6.5,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Race To 'X' Hits OF,,Neither,Neither,0.0,1.1334,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Race To 'X' Hits OF,,Home,Kansas City Royals,0.0,2.65,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Race To 'X' Hits OF,,Away,San Diego Padres,0.0,1.5,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Race To 'X' Hits OF,,Neither,Neither,0.0,29.0,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Race To 'X' Hits OF,,Home,Kansas City Royals,0.0,10.0,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Race To 'X' Hits OF,,Away,San Diego Padres,0.0,3.8,
San Diego Padres(away) vs Kansas City Royals(home),MLB,Race To 'X' Hits OF,,Neither,Neither,0.0,1.3637,
San Diego Padres(away) vs Kansas City Royals(home),MLB,9 Inning Correct Score OF,,Home,Kansas City Royals 1-0,0.0,36.0,
San Diego Padres(away) vs Kansas City Royals(home),MLB,9 Inning Correct Score OF,,Home,Kansas City Royals 2-0,0.0,36.0,
San Diego Padres(away) vs Kansas City Royals(home),MLB,9 Inning Correct Score OF,,Home,Kansas City Royals 2-1,0.0,23.0,
San Diego Padres(away) vs Kansas City Royals(home),MLB,9 Inning Correct Score OF,,Home,Kansas City Royals 3-0,0.0,46.0,
San Diego Padres(away) vs Kansas City Royals(home),MLB,9 Inning Correct Score OF,,Home,Kansas City Royals 3-1,0.0,26.0,
San Diego Padres(away) vs Kansas City Royals(home),MLB,9 Inning Correct Score OF,,Home,Kansas City Royals 3-2,0.0,21.0,
San Diego Padres(away) vs Kansas City Royals(home),MLB,9 Inning Correct Score OF,,Home,Kansas City Royals 4-0,0.0,46.0,
San Diego Padres(away) vs Kansas City Royals(home),MLB,9 Inning Correct Score OF,,Home,Kansas City Royals 4-1,0.0,29.0,
San Diego Padres(away) vs Kansas City Royals(home),MLB,9 Inning Correct Score OF,,Home,Kansas City Royals 4-2,0.0,26.0,
San Diego Padres(away) vs Kansas City Royals(home),MLB,9 Inning Correct Score OF,,Home,Kansas City Royals 4-3,0.0,21.0,
