Teams,League,Category,Designation,Side,Name,Points,Odds,Units
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Moneyline OF,,Home,Philadelphia Phillies,0.0,1.5,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Moneyline OF,,Away,Milwaukee Brewers,0.0,2.65,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Moneyline Listed Pitchers OF,,Home,Philadelphia Phillies,0.0,1.5,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Moneyline Listed Pitchers OF,,Away,Milwaukee Brewers,0.0,2.65,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Run Line,,Home,Philadelphia Phillies -1.5,-1.5,2.0,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Run Line,,Away,Milwaukee Brewers +1.5,1.5,1.8334,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Total Runs OF,over,Neither,Over 8,8.0,1.8696,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Total Runs OF,under,Neither,Under 8,8.0,1.9524,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Total Runs - AWAYTEAM OF,over,Away,Over 3.5,3.5,2.05,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Total Runs - AWAYTEAM OF,under,Away,Under 3.5,3.5,1.7143,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Total Runs - HOMETEAM OF,over,Home,Over 4.5,4.5,1.8696,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Total Runs - HOMETEAM OF,under,Home,Under 4.5,4.5,1.8696,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Alternate Total Runs OF,over,Neither,Over 4.5,4.5,1.1429,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Alternate Total Runs OF,under,Neither,Under 4.5,4.5,5.25,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Alternate Total Runs OF,over,Neither,Over 5.5,5.5,1.2858,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Alternate Total Runs OF,under,Neither,Under 5.5,5.5,3.4,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Alternate Total Runs OF,over,Neither,Over 6.5,6.5,1.4167,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Alternate Total Runs OF,under,Neither,Under 6.5,6.5,2.75,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Alternate Total Runs OF,over,Neither,Over 7.5,7.5,1.7143,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Alternate Total Runs OF,under,Neither,Under 7.5,7.5,2.05,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Alternate Total Runs OF,over,Neither,Over 8.5,8.5,2.0,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Alternate Total Runs OF,under,Neither,Under 8.5,8.5,1.7693,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Alternate Total Runs OF,over,Neither,Over 9.5,9.5,2.45,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Alternate Total Runs OF,under,Neither,Under 9.5,9.5,1.5264,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Alternate Total Runs OF,over,Neither,Over 10.5,10.5,2.9,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Alternate Total Runs OF,under,Neither,Under 10.5,10.5,1.3847,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Alternate Total Runs OF,over,Neither,Over 11.5,11.5,3.6,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Alternate Total Runs OF,under,Neither,Under 11.5,11.5,1.2667,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Alternate Total Runs - 3-Way OF,over,Neither,Over 7,7.0,1.7143,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Alternate Total Runs - 3-Way OF,under,Neither,Under 7,7.0,2.75,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Alternate Total Runs - 3-Way OF,,Neither,Draw 7,7.0,6.5,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Alternate Total Runs - 3-Way OF,over,Neither,Over 9,9.0,2.45,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Alternate Total Runs - 3-Way OF,under,Neither,Under 9,9.0,1.7693,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Alternate Total Runs - 3-Way OF,,Neither,Draw 9,9.0,8.0,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Total Runs - 3-Way OF,over,Neither,Over 8,8.0,2.0,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Total Runs - 3-Way OF,under,Neither,Under 8,8.0,2.05,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Total Runs - 3-Way OF,,Neither,Draw 8,8.0,9.5,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Total Runs - Bands OF,,Neither,8 Or Less,8.5,1.7693,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Total Runs - Bands OF,,Neither,9 To 12,0.0,3.2,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Total Runs - Bands OF,,Neither,13 Or More,12.5,4.5,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Total Runs - Exact - AWAYTEAM OF,,Away,Milwaukee Brewers Total Runs 0,0.0,7.5,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Total Runs - Exact - AWAYTEAM OF,,Away,Milwaukee Brewers Total Runs 1,1.0,5.75,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Total Runs - Exact - AWAYTEAM OF,,Away,Milwaukee Brewers Total Runs 2,2.0,5.25,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Total Runs - Exact - AWAYTEAM OF,,Away,Milwaukee Brewers Total Runs 3,3.0,5.75,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Total Runs - Exact - AWAYTEAM OF,,Away,Milwaukee Brewers Total Runs 4,4.0,6.0,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Total Runs - Exact - AWAYTEAM OF,,Away,Milwaukee Brewers Total Runs 5,5.0,8.0,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Total Runs - Exact - AWAYTEAM OF,,Away,Milwaukee Brewers Total Runs 6,6.0,10.0,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Total Runs - Exact - AWAYTEAM OF,,Away,Milwaukee Brewers Total Runs 7,7.0,13.0,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Total Runs - Exact - AWAYTEAM OF,,Away,Milwaukee Brewers Total Runs 8+,7.5,7.0,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Total Runs - Exact OF,,Neither,Total Runs 1,1.0,26.0,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Total Runs - Exact OF,,Neither,Total Runs 2,2.0,23.0,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Total Runs - Exact OF,,Neither,Total Runs 3,3.0,11.0,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Total Runs - Exact OF,,Neither,Total Runs 4,4.0,12.0,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Total Runs - Exact OF,,Neither,Total Runs 5,5.0,7.5,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Total Runs - Exact OF,,Neither,Total Runs 6,6.0,10.0,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Total Runs - Exact OF,,Neither,Total Runs 7,7.0,6.5,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Total Runs - Exact OF,,Neither,Total Runs 8,8.0,9.5,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Total Runs - Exact OF,,Neither,Total Runs 9,9.0,8.0,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Total Runs - Exact OF,,Neither,Total Runs 10,10.0,11.0,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Total Runs - Exact OF,,Neither,Total Runs 11,11.0,10.0,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Total Runs - Exact OF,,Neither,Total Runs 12,12.0,14.0,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Total Runs - Exact OF,,Neither,Total Runs 13,13.0,13.0,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Total Runs - Exact OF,,Neither,Total Runs 14,14.0,18.0,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Total Runs - Exact OF,,Neither,Total Runs 15+,14.5,7.0,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Total Runs - Exact - HOMETEAM OF,,Home,Philadelphia Phillies Total Runs 0,0.0,16.0,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Total Runs - Exact - HOMETEAM OF,,Home,Philadelphia Phillies Total Runs 1,1.0,9.5,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Total Runs - Exact - HOMETEAM OF,,Home,Philadelphia Phillies Total Runs 2,2.0,6.5,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Total Runs - Exact - HOMETEAM OF,,Home,Philadelphia Phillies Total Runs 3,3.0,6.0,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Total Runs - Exact - HOMETEAM OF,,Home,Philadelphia Phillies Total Runs 4,4.0,5.75,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Total Runs - Exact - HOMETEAM OF,,Home,Philadelphia Phillies Total Runs 5,5.0,6.5,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Total Runs - Exact - HOMETEAM OF,,Home,Philadelphia Phillies Total Runs 6,6.0,7.5,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Total Runs - Exact - HOMETEAM OF,,Home,Philadelphia Phillies Total Runs 7,7.0,9.0,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Total Runs - Exact - HOMETEAM OF,,Home,Philadelphia Phillies Total Runs 8+,7.5,4.5,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Total Runs - Odd/Even OF,,Neither,Odd,0.0,1.6061,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Total Runs - Odd/Even OF,,Neither,Even,0.0,2.25,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Total Runs - Odd/Even - AWAYTEAM OF,,Away,Odd,0.0,2.0,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Total Runs - Odd/Even - AWAYTEAM OF,,Away,Even,0.0,1.7693,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Total Runs - Odd/Even - HOMETEAM OF,,Home,Odd,0.0,1.8696,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Total Runs - Odd/Even - HOMETEAM OF,,Home,Even,0.0,1.8696,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Alternate Run Line,,Home,Philadelphia Phillies -6.5,-6.5,7.5,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Alternate Run Line,,Away,Milwaukee Brewers +6.5,6.5,1.0834,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Alternate Run Line,,Home,Philadelphia Phillies -5.5,-5.5,5.75,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Alternate Run Line,,Away,Milwaukee Brewers +5.5,5.5,1.125,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Alternate Run Line,,Home,Philadelphia Phillies -4.5,-4.5,4.3,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Alternate Run Line,,Away,Milwaukee Brewers +4.5,4.5,1.2,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Alternate Run Line,,Home,Philadelphia Phillies -3.5,-3.5,3.3,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Alternate Run Line,,Away,Milwaukee Brewers +3.5,3.5,1.3077,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Alternate Run Line,,Home,Philadelphia Phillies -2.5,-2.5,2.6,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Alternate Run Line,,Away,Milwaukee Brewers +2.5,2.5,1.4762,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Alternate Run Line,,Home,Philadelphia Phillies +1.5,1.5,1.2858,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Alternate Run Line,,Away,Milwaukee Brewers -1.5,-1.5,3.5,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Alternate Run Line,,Home,Philadelphia Phillies +2.5,2.5,1.174,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Alternate Run Line,,Away,Milwaukee Brewers -2.5,-2.5,4.75,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Alternate Run Line - 3-Way OF,,Home,Philadelphia Phillies -2,-2.0,2.6,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Alternate Run Line - 3-Way OF,,Away,Milwaukee Brewers +2,2.0,1.8,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Alternate Run Line - 3-Way OF,,Neither,Draw -2,-2.0,6.5,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Alternate Run Line - 3-Way OF,,Home,Philadelphia Phillies +1,1.0,1.4762,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Alternate Run Line - 3-Way OF,,Away,Milwaukee Brewers -1,-1.0,3.6,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Alternate Run Line - 3-Way OF,,Neither,Draw +1,1.0,7.5,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Run Line - 3-Way OF,,Home,Philadelphia Phillies -1,-1.0,1.9524,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Run Line - 3-Way OF,,Away,Milwaukee Brewers +1,1.0,2.6,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Run Line - 3-Way OF,,Neither,Draw -1,-1.0,5.25,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Winning Margin - Bands OF,,Home,Philadelphia Phillies - 1 To 2,0.0,3.1,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Winning Margin - Bands OF,,Home,Philadelphia Phillies - 3 To 4,0.0,5.0,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Winning Margin - Bands OF,,Home,Philadelphia Phillies - 5 To 6,0.0,8.0,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Winning Margin - Bands OF,,Home,Philadelphia Phillies - 7 Or More,0.0,7.5,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Winning Margin - Bands OF,,Away,Milwaukee Brewers - 1 To 2,0.0,4.5,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Winning Margin - Bands OF,,Away,Milwaukee Brewers - 3 To 4,0.0,8.0,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Winning Margin - Bands OF,,Away,Milwaukee Brewers - 5 To 6,0.0,14.0,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Winning Margin - Bands OF,,Away,Milwaukee Brewers - 7 Or More,0.0,16.0,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Winning Margin - Exact OF,,Home,Philadelphia Phillies - 1,0.0,5.0,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Winning Margin - Exact OF,,Home,Philadelphia Phillies - 2,0.0,6.5,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Winning Margin - Exact OF,,Home,Philadelphia Phillies - 3,0.0,8.0,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Winning Margin - Exact OF,,Home,Philadelphia Phillies - 4,0.0,11.0,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Winning Margin - Exact OF,,Home,Philadelphia Phillies - 5 Or More,0.0,4.3,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Winning Margin - Exact OF,,Away,Milwaukee Brewers - 1,0.0,7.0,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Winning Margin - Exact OF,,Away,Milwaukee Brewers - 2,0.0,10.0,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Winning Margin - Exact OF,,Away,Milwaukee Brewers - 3,0.0,12.0,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Winning Margin - Exact OF,,Away,Milwaukee Brewers - 4,0.0,16.0,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Winning Margin - Exact OF,,Away,Milwaukee Brewers - 5 Or More,0.0,9.5,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player home runs OF,over,Home,A. Bohm Over 0.5,0.5,5.75,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player home runs OF,under,Home,A. Bohm Under 0.5,0.5,1.125,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player home runs OF,over,Home,B. Harper Over 0.5,0.5,4.5,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player home runs OF,under,Home,B. Harper Under 0.5,0.5,1.1819,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player home runs OF,over,Home,B. Stott Over 0.5,0.5,11.0,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player home runs OF,under,Home,B. Stott Under 0.5,0.5,1.05,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player home runs OF,over,Away,B. Turang Over 0.5,0.5,21.0,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player home runs OF,under,Away,B. Turang Under 0.5,0.5,1.0125,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player home runs OF,over,Away,C. Yelich Over 0.5,0.5,7.5,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player home runs OF,under,Away,C. Yelich Under 0.5,0.5,1.0834,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player home runs OF,over,Away,J. Bauers Over 0.5,0.5,7.5,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player home runs OF,under,Away,J. Bauers Under 0.5,0.5,1.0834,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player home runs OF,over,Away,J. Ortiz Over 0.5,0.5,9.5,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player home runs OF,under,Away,J. Ortiz Under 0.5,0.5,1.0601,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player home runs OF,over,Home,J. Rojas Over 0.5,0.5,18.0,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player home runs OF,under,Home,J. Rojas Under 0.5,0.5,1.0167,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player home runs OF,over,Home,K. Schwarber Over 0.5,0.5,3.8,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player home runs OF,under,Home,K. Schwarber Under 0.5,0.5,1.25,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player home runs OF,over,Home,N. Castellanos Over 0.5,0.5,5.75,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player home runs OF,under,Home,N. Castellanos Under 0.5,0.5,1.125,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player home runs OF,over,Away,S. Frelick Over 0.5,0.5,23.0,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player home runs OF,under,Away,S. Frelick Under 0.5,0.5,1.01,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player home runs OF,over,Away,W. Adames Over 0.5,0.5,6.0,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player home runs OF,under,Away,W. Adames Under 0.5,0.5,1.1112,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player home runs OF,over,Away,W. Contreras Over 0.5,0.5,5.5,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player home runs OF,under,Away,W. Contreras Under 0.5,0.5,1.1334,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player hits OF,over,Home,A. Bohm Over 1.5,1.5,2.75,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player hits OF,under,Home,A. Bohm Under 1.5,1.5,1.4167,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player hits OF,over,Home,B. Harper Over 0.5,0.5,1.3847,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player hits OF,under,Home,B. Harper Under 0.5,0.5,2.9,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player hits OF,over,Home,B. Stott Over 0.5,0.5,1.4167,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player hits OF,under,Home,B. Stott Under 0.5,0.5,2.75,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player hits OF,over,Away,B. Turang Over 0.5,0.5,1.4762,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player hits OF,under,Away,B. Turang Under 0.5,0.5,2.6,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player hits OF,over,Away,C. Yelich Over 0.5,0.5,1.4762,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player hits OF,under,Away,C. Yelich Under 0.5,0.5,2.6,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player hits OF,over,Away,J. Bauers Over 0.5,0.5,1.9524,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player hits OF,under,Away,J. Bauers Under 0.5,0.5,1.8,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player hits OF,over,Away,J. Ortiz Over 0.5,0.5,1.6667,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player hits OF,under,Away,J. Ortiz Under 0.5,0.5,2.15,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player hits OF,over,Home,J. Rojas Over 0.5,0.5,1.625,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player hits OF,under,Home,J. Rojas Under 0.5,0.5,2.2,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player hits OF,over,Home,K. Schwarber Over 0.5,0.5,1.5883,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player hits OF,under,Home,K. Schwarber Under 0.5,0.5,2.3,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player hits OF,over,Home,N. Castellanos Over 0.5,0.5,1.4167,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player hits OF,under,Home,N. Castellanos Under 0.5,0.5,2.75,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player hits OF,over,Away,S. Frelick Over 0.5,0.5,1.6897,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player hits OF,under,Away,S. Frelick Under 0.5,0.5,2.1,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player hits OF,over,Away,W. Adames Over 0.5,0.5,1.6667,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player hits OF,under,Away,W. Adames Under 0.5,0.5,2.15,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player hits OF,over,Away,W. Contreras Over 0.5,0.5,1.4762,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player hits OF,under,Away,W. Contreras Under 0.5,0.5,2.6,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player runs batted in OF,over,Home,A. Bohm Over 0.5,0.5,2.3,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player runs batted in OF,under,Home,A. Bohm Under 0.5,0.5,1.5556,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player runs batted in OF,over,Home,B. Harper Over 0.5,0.5,2.4,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player runs batted in OF,under,Home,B. Harper Under 0.5,0.5,1.5,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player runs batted in OF,over,Home,B. Stott Over 0.5,0.5,2.7,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player runs batted in OF,under,Home,B. Stott Under 0.5,0.5,1.4,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player runs batted in OF,over,Away,B. Turang Over 0.5,0.5,4.2,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player runs batted in OF,under,Away,B. Turang Under 0.5,0.5,1.1905,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player runs batted in OF,over,Away,C. Yelich Over 0.5,0.5,3.1,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player runs batted in OF,under,Away,C. Yelich Under 0.5,0.5,1.3077,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player runs batted in OF,over,Away,J. Bauers Over 0.5,0.5,3.7,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player runs batted in OF,under,Away,J. Bauers Under 0.5,0.5,1.2353,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player runs batted in OF,over,Away,J. Ortiz Over 0.5,0.5,3.7,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player runs batted in OF,under,Away,J. Ortiz Under 0.5,0.5,1.2353,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player runs batted in OF,over,Home,J. Rojas Over 0.5,0.5,3.7,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player runs batted in OF,under,Home,J. Rojas Under 0.5,0.5,1.2353,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player runs batted in OF,over,Home,K. Schwarber Over 0.5,0.5,2.6,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player runs batted in OF,under,Home,K. Schwarber Under 0.5,0.5,1.4167,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player runs batted in OF,over,Home,N. Castellanos Over 0.5,0.5,2.5,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player runs batted in OF,under,Home,N. Castellanos Under 0.5,0.5,1.4546,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player runs batted in OF,over,Away,S. Frelick Over 0.5,0.5,4.5,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player runs batted in OF,under,Away,S. Frelick Under 0.5,0.5,1.16,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player runs batted in OF,over,Away,W. Adames Over 0.5,0.5,2.75,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player runs batted in OF,under,Away,W. Adames Under 0.5,0.5,1.3704,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player runs batted in OF,over,Away,W. Contreras Over 0.5,0.5,2.9,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player runs batted in OF,under,Away,W. Contreras Under 0.5,0.5,1.3334,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player stolen bases OF,over,Home,B. Harper Over 0.5,0.5,9.5,
