Teams,League,Category,Designation,Side,Name,Points,Odds,Units
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Alternate Runs Batted In,,Home,Alec Bohm 2+,1.5,4.75,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Alternate Runs Batted In,,Home,Alec Bohm 3+,2.5,10.0,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Alternate Runs Batted In,,Away,Brice Turang 1+,0.5,3.7,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Alternate Runs Batted In,,Away,Brice Turang 2+,1.5,10.5,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Alternate Runs Batted In,,Away,William Contreras 1+,0.5,2.7,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Alternate Runs Batted In,,Away,William Contreras 2+,1.5,6.0,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Alternate Runs Batted In,,Away,William Contreras 3+,2.5,13.0,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Alternate Runs Batted In,,Away,Joey Ortiz 1+,0.5,3.3,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Alternate Runs Batted In,,Away,Joey Ortiz 2+,1.5,8.0,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Alternate Runs Batted In,,Away,Joey Ortiz 3+,2.5,16.0,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Alternate Runs Batted In,,Away,Willy Adames 1+,0.5,2.6,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Alternate Runs Batted In,,Away,Willy Adames 2+,1.5,5.25,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Alternate Runs Batted In,,Away,Willy Adames 3+,2.5,11.0,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,AWAYTEAM Alternate Total Runs,over,Away,Over 1.5,1.5,1.2667,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,AWAYTEAM Alternate Total Runs,under,Away,Under 1.5,1.5,3.6,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,AWAYTEAM Alternate Total Runs,over,Away,Over 2.5,2.5,1.5883,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,AWAYTEAM Alternate Total Runs,under,Away,Under 2.5,2.5,2.3,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,AWAYTEAM Alternate Total Runs,over,Away,Over 4.5,4.5,2.75,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,AWAYTEAM Alternate Total Runs,under,Away,Under 4.5,4.5,1.4167,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,AWAYTEAM Alternate Total Runs,over,Away,Over 5.5,5.5,3.8,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,AWAYTEAM Alternate Total Runs,under,Away,Under 5.5,5.5,1.25,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player Total Bases,over,Home,B. Harper Over 1.5,1.5,2.0,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player Total Bases,under,Home,B. Harper Under 1.5,1.5,1.7693,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player Total Bases,over,Home,J. Rojas Over 0.5,0.5,1.625,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player Total Bases,under,Home,J. Rojas Under 0.5,0.5,2.2,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player Total Bases,over,Away,W. Contreras Over 1.5,1.5,2.3,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player Total Bases,under,Away,W. Contreras Under 1.5,1.5,1.5883,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player Total Bases,over,Away,J. Bauers Over 0.5,0.5,1.9524,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player Total Bases,under,Away,J. Bauers Under 0.5,0.5,1.8,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player Total Bases,over,Away,B. Turang Over 1.5,1.5,2.6,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player Total Bases,under,Away,B. Turang Under 1.5,1.5,1.4762,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player Total Bases,over,Away,W. Adames Over 0.5,0.5,1.6667,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player Total Bases,under,Away,W. Adames Under 0.5,0.5,2.15,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player Total Bases,over,Home,B. Stott Over 1.5,1.5,2.35,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player Total Bases,under,Home,B. Stott Under 1.5,1.5,1.5715,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player Total Bases,over,Home,N. Castellanos Over 1.5,1.5,2.15,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player Total Bases,under,Home,N. Castellanos Under 1.5,1.5,1.6667,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player Total Bases,over,Home,A. Bohm Over 1.5,1.5,1.8696,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player Total Bases,under,Home,A. Bohm Under 1.5,1.5,1.8696,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player Total Bases,over,Away,J. Ortiz Over 0.5,0.5,1.6667,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player Total Bases,under,Away,J. Ortiz Under 0.5,0.5,2.15,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player Total Bases,over,Away,S. Frelick Over 0.5,0.5,1.6897,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player Total Bases,under,Away,S. Frelick Under 0.5,0.5,2.1,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player Total Bases,over,Away,C. Yelich Over 1.5,1.5,2.4,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player Total Bases,under,Away,C. Yelich Under 1.5,1.5,1.5556,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player Total Bases,over,Home,K. Schwarber Over 0.5,0.5,1.5883,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,Player Total Bases,under,Home,K. Schwarber Under 0.5,0.5,2.3,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,HOMETEAM Alternate Total Runs,over,Home,Over 2.5,2.5,1.25,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,HOMETEAM Alternate Total Runs,under,Home,Under 2.5,2.5,3.8,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,HOMETEAM Alternate Total Runs,over,Home,Over 3.5,3.5,1.5,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,HOMETEAM Alternate Total Runs,under,Home,Under 3.5,3.5,2.5,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,HOMETEAM Alternate Total Runs,over,Home,Over 5.5,5.5,2.45,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,HOMETEAM Alternate Total Runs,under,Home,Under 5.5,5.5,1.5264,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,HOMETEAM Alternate Total Runs,over,Home,Over 6.5,6.5,3.3,
Milwaukee Brewers(away) vs Philadelphia Phillies(home),MLB,HOMETEAM Alternate Total Runs,under,Home,Under 6.5,6.5,1.3077,
New York Mets(away) vs Washington Nationals(home),MLB,Moneyline OF,,Home,Washington Nationals,0.0,1.8696,
New York Mets(away) vs Washington Nationals(home),MLB,Moneyline OF,,Away,New York Mets,0.0,1.9524,
New York Mets(away) vs Washington Nationals(home),MLB,Moneyline Listed Pitchers OF,,Home,Washington Nationals,0.0,1.8696,
New York Mets(away) vs Washington Nationals(home),MLB,Moneyline Listed Pitchers OF,,Away,New York Mets,0.0,1.9524,
New York Mets(away) vs Washington Nationals(home),MLB,Run Line,,Home,Washington Nationals -1.5,-1.5,2.65,
New York Mets(away) vs Washington Nationals(home),MLB,Run Line,,Away,New York Mets +1.5,1.5,1.5,
New York Mets(away) vs Washington Nationals(home),MLB,Total Runs OF,over,Neither,Over 7.5,7.5,1.8334,
New York Mets(away) vs Washington Nationals(home),MLB,Total Runs OF,under,Neither,Under 7.5,7.5,2.0,
New York Mets(away) vs Washington Nationals(home),MLB,Total Runs - AWAYTEAM OF,over,Away,Over 3.5,3.5,1.8334,
New York Mets(away) vs Washington Nationals(home),MLB,Total Runs - AWAYTEAM OF,under,Away,Under 3.5,3.5,1.9091,
New York Mets(away) vs Washington Nationals(home),MLB,Total Runs - HOMETEAM OF,over,Home,Over 3.5,3.5,1.7693,
New York Mets(away) vs Washington Nationals(home),MLB,Total Runs - HOMETEAM OF,under,Home,Under 3.5,3.5,2.0,
New York Mets(away) vs Washington Nationals(home),MLB,Alternate Total Runs OF,over,Neither,Over 4.5,4.5,1.174,
New York Mets(away) vs Washington Nationals(home),MLB,Alternate Total Runs OF,under,Neither,Under 4.5,4.5,4.75,
New York Mets(away) vs Washington Nationals(home),MLB,Alternate Total Runs OF,over,Neither,Over 5.5,5.5,1.3334,
New York Mets(away) vs Washington Nationals(home),MLB,Alternate Total Runs OF,under,Neither,Under 5.5,5.5,3.2,
New York Mets(away) vs Washington Nationals(home),MLB,Alternate Total Runs OF,over,Neither,Over 6.5,6.5,1.4762,
New York Mets(away) vs Washington Nationals(home),MLB,Alternate Total Runs OF,under,Neither,Under 6.5,6.5,2.6,
New York Mets(away) vs Washington Nationals(home),MLB,Alternate Total Runs OF,over,Neither,Over 8.5,8.5,2.1,
New York Mets(away) vs Washington Nationals(home),MLB,Alternate Total Runs OF,under,Neither,Under 8.5,8.5,1.6897,
New York Mets(away) vs Washington Nationals(home),MLB,Alternate Total Runs OF,over,Neither,Over 9.5,9.5,2.65,
New York Mets(away) vs Washington Nationals(home),MLB,Alternate Total Runs OF,under,Neither,Under 9.5,9.5,1.4445,
New York Mets(away) vs Washington Nationals(home),MLB,Alternate Total Runs OF,over,Neither,Over 10.5,10.5,3.2,
New York Mets(away) vs Washington Nationals(home),MLB,Alternate Total Runs OF,under,Neither,Under 10.5,10.5,1.3334,
New York Mets(away) vs Washington Nationals(home),MLB,Alternate Total Runs OF,over,Neither,Over 11.5,11.5,4.1,
New York Mets(away) vs Washington Nationals(home),MLB,Alternate Total Runs OF,under,Neither,Under 11.5,11.5,1.2223,
New York Mets(away) vs Washington Nationals(home),MLB,Alternate Total Runs - 3-Way OF,over,Neither,Over 8,8.0,2.1,
New York Mets(away) vs Washington Nationals(home),MLB,Alternate Total Runs - 3-Way OF,under,Neither,Under 8,8.0,1.9524,
New York Mets(away) vs Washington Nationals(home),MLB,Alternate Total Runs - 3-Way OF,,Neither,Draw 8,8.0,9.0,
New York Mets(away) vs Washington Nationals(home),MLB,Alternate Total Runs - 3-Way OF,over,Neither,Over 9,9.0,2.65,
New York Mets(away) vs Washington Nationals(home),MLB,Alternate Total Runs - 3-Way OF,under,Neither,Under 9,9.0,1.6897,
New York Mets(away) vs Washington Nationals(home),MLB,Alternate Total Runs - 3-Way OF,,Neither,Draw 9,9.0,7.5,
New York Mets(away) vs Washington Nationals(home),MLB,Total Runs - 3-Way OF,over,Neither,Over 7,7.0,1.8,
New York Mets(away) vs Washington Nationals(home),MLB,Total Runs - 3-Way OF,under,Neither,Under 7,7.0,2.6,
New York Mets(away) vs Washington Nationals(home),MLB,Total Runs - 3-Way OF,,Neither,Draw 7,7.0,6.5,
New York Mets(away) vs Washington Nationals(home),MLB,Total Runs - Bands OF,,Neither,8 Or Less,8.5,1.6897,
New York Mets(away) vs Washington Nationals(home),MLB,Total Runs - Bands OF,,Neither,9 To 12,0.0,3.3,
New York Mets(away) vs Washington Nationals(home),MLB,Total Runs - Bands OF,,Neither,13 Or More,12.5,5.0,
New York Mets(away) vs Washington Nationals(home),MLB,Total Runs - Exact - AWAYTEAM OF,,Away,New York Mets Total Runs 0,0.0,9.5,
New York Mets(away) vs Washington Nationals(home),MLB,Total Runs - Exact - AWAYTEAM OF,,Away,New York Mets Total Runs 1,1.0,6.5,
New York Mets(away) vs Washington Nationals(home),MLB,Total Runs - Exact - AWAYTEAM OF,,Away,New York Mets Total Runs 2,2.0,5.5,
New York Mets(away) vs Washington Nationals(home),MLB,Total Runs - Exact - AWAYTEAM OF,,Away,New York Mets Total Runs 3,3.0,5.5,
New York Mets(away) vs Washington Nationals(home),MLB,Total Runs - Exact - AWAYTEAM OF,,Away,New York Mets Total Runs 4,4.0,6.0,
New York Mets(away) vs Washington Nationals(home),MLB,Total Runs - Exact - AWAYTEAM OF,,Away,New York Mets Total Runs 5,5.0,7.5,
New York Mets(away) vs Washington Nationals(home),MLB,Total Runs - Exact - AWAYTEAM OF,,Away,New York Mets Total Runs 6,6.0,8.5,
New York Mets(away) vs Washington Nationals(home),MLB,Total Runs - Exact - AWAYTEAM OF,,Away,New York Mets Total Runs 7,7.0,11.5,
New York Mets(away) vs Washington Nationals(home),MLB,Total Runs - Exact - AWAYTEAM OF,,Away,New York Mets Total Runs 8+,7.5,6.0,
New York Mets(away) vs Washington Nationals(home),MLB,Total Runs - Exact OF,,Neither,Total Runs 1,1.0,21.0,
New York Mets(away) vs Washington Nationals(home),MLB,Total Runs - Exact OF,,Neither,Total Runs 2,2.0,21.0,
New York Mets(away) vs Washington Nationals(home),MLB,Total Runs - Exact OF,,Neither,Total Runs 3,3.0,11.0,
New York Mets(away) vs Washington Nationals(home),MLB,Total Runs - Exact OF,,Neither,Total Runs 4,4.0,11.5,
New York Mets(away) vs Washington Nationals(home),MLB,Total Runs - Exact OF,,Neither,Total Runs 5,5.0,7.5,
New York Mets(away) vs Washington Nationals(home),MLB,Total Runs - Exact OF,,Neither,Total Runs 6,6.0,9.5,
New York Mets(away) vs Washington Nationals(home),MLB,Total Runs - Exact OF,,Neither,Total Runs 7,7.0,6.5,
New York Mets(away) vs Washington Nationals(home),MLB,Total Runs - Exact OF,,Neither,Total Runs 8,8.0,9.0,
New York Mets(away) vs Washington Nationals(home),MLB,Total Runs - Exact OF,,Neither,Total Runs 9,9.0,7.5,
New York Mets(away) vs Washington Nationals(home),MLB,Total Runs - Exact OF,,Neither,Total Runs 10,10.0,11.5,
New York Mets(away) vs Washington Nationals(home),MLB,Total Runs - Exact OF,,Neither,Total Runs 11,11.0,11.0,
New York Mets(away) vs Washington Nationals(home),MLB,Total Runs - Exact OF,,Neither,Total Runs 12,12.0,14.0,
New York Mets(away) vs Washington Nationals(home),MLB,Total Runs - Exact OF,,Neither,Total Runs 13,13.0,14.0,
New York Mets(away) vs Washington Nationals(home),MLB,Total Runs - Exact OF,,Neither,Total Runs 14,14.0,19.0,
New York Mets(away) vs Washington Nationals(home),MLB,Total Runs - Exact OF,,Neither,Total Runs 15+,14.5,8.0,
New York Mets(away) vs Washington Nationals(home),MLB,Total Runs - Exact - HOMETEAM OF,,Home,Washington Nationals Total Runs 0,0.0,11.5,
New York Mets(away) vs Washington Nationals(home),MLB,Total Runs - Exact - HOMETEAM OF,,Home,Washington Nationals Total Runs 1,1.0,6.5,
New York Mets(away) vs Washington Nationals(home),MLB,Total Runs - Exact - HOMETEAM OF,,Home,Washington Nationals Total Runs 2,2.0,5.75,
New York Mets(away) vs Washington Nationals(home),MLB,Total Runs - Exact - HOMETEAM OF,,Home,Washington Nationals Total Runs 3,3.0,5.5,
New York Mets(away) vs Washington Nationals(home),MLB,Total Runs - Exact - HOMETEAM OF,,Home,Washington Nationals Total Runs 4,4.0,5.75,
New York Mets(away) vs Washington Nationals(home),MLB,Total Runs - Exact - HOMETEAM OF,,Home,Washington Nationals Total Runs 5,5.0,6.5,
New York Mets(away) vs Washington Nationals(home),MLB,Total Runs - Exact - HOMETEAM OF,,Home,Washington Nationals Total Runs 6,6.0,8.5,
New York Mets(away) vs Washington Nationals(home),MLB,Total Runs - Exact - HOMETEAM OF,,Home,Washington Nationals Total Runs 7,7.0,11.0,
New York Mets(away) vs Washington Nationals(home),MLB,Total Runs - Exact - HOMETEAM OF,,Home,Washington Nationals Total Runs 8+,7.5,6.0,
New York Mets(away) vs Washington Nationals(home),MLB,Total Runs - Odd/Even OF,,Neither,Odd,0.0,1.6061,
New York Mets(away) vs Washington Nationals(home),MLB,Total Runs - Odd/Even OF,,Neither,Even,0.0,2.25,
New York Mets(away) vs Washington Nationals(home),MLB,Total Runs - Odd/Even - AWAYTEAM OF,,Away,Odd,0.0,1.9524,
New York Mets(away) vs Washington Nationals(home),MLB,Total Runs - Odd/Even - AWAYTEAM OF,,Away,Even,0.0,1.8,
New York Mets(away) vs Washington Nationals(home),MLB,Total Runs - Odd/Even - HOMETEAM OF,,Home,Odd,0.0,1.8696,
New York Mets(away) vs Washington Nationals(home),MLB,Total Runs - Odd/Even - HOMETEAM OF,,Home,Even,0.0,1.8696,
New York Mets(away) vs Washington Nationals(home),MLB,Alternate Run Line,,Home,Washington Nationals -3.5,-3.5,4.75,
New York Mets(away) vs Washington Nationals(home),MLB,Alternate Run Line,,Away,New York Mets +3.5,3.5,1.174,
New York Mets(away) vs Washington Nationals(home),MLB,Alternate Run Line,,Home,Washington Nationals -2.5,-2.5,3.5,
New York Mets(away) vs Washington Nationals(home),MLB,Alternate Run Line,,Away,New York Mets +2.5,2.5,1.2858,
New York Mets(away) vs Washington Nationals(home),MLB,Alternate Run Line,,Home,Washington Nationals +1.5,1.5,1.4762,
New York Mets(away) vs Washington Nationals(home),MLB,Alternate Run Line,,Away,New York Mets -1.5,-1.5,2.6,
New York Mets(away) vs Washington Nationals(home),MLB,Alternate Run Line,,Home,Washington Nationals +2.5,2.5,1.2667,
New York Mets(away) vs Washington Nationals(home),MLB,Alternate Run Line,,Away,New York Mets -2.5,-2.5,3.6,
New York Mets(away) vs Washington Nationals(home),MLB,Alternate Run Line,,Home,Washington Nationals +3.5,3.5,1.174,
New York Mets(away) vs Washington Nationals(home),MLB,Alternate Run Line,,Away,New York Mets -3.5,-3.5,4.75,
New York Mets(away) vs Washington Nationals(home),MLB,Alternate Run Line - 3-Way OF,,Home,Washington Nationals -2,-2.0,3.6,
New York Mets(away) vs Washington Nationals(home),MLB,Alternate Run Line - 3-Way OF,,Away,New York Mets +2,2.0,1.4762,
New York Mets(away) vs Washington Nationals(home),MLB,Alternate Run Line - 3-Way OF,,Neither,Draw -2,-2.0,8.0,
New York Mets(away) vs Washington Nationals(home),MLB,Alternate Run Line - 3-Way OF,,Home,Washington Nationals -1,-1.0,2.6,
New York Mets(away) vs Washington Nationals(home),MLB,Alternate Run Line - 3-Way OF,,Away,New York Mets +1,1.0,1.9091,
New York Mets(away) vs Washington Nationals(home),MLB,Alternate Run Line - 3-Way OF,,Neither,Draw -1,-1.0,5.25,
New York Mets(away) vs Washington Nationals(home),MLB,Run Line - 3-Way OF,,Home,Washington Nationals +1,1.0,1.8334,
New York Mets(away) vs Washington Nationals(home),MLB,Run Line - 3-Way OF,,Away,New York Mets -1,-1.0,2.65,
New York Mets(away) vs Washington Nationals(home),MLB,Run Line - 3-Way OF,,Neither,Draw +1,1.0,6.0,
New York Mets(away) vs Washington Nationals(home),MLB,Winning Margin - Bands OF,,Home,Washington Nationals - 1 To 2,0.0,3.3,
New York Mets(away) vs Washington Nationals(home),MLB,Winning Margin - Bands OF,,Home,Washington Nationals - 3 To 4,0.0,6.0,
New York Mets(away) vs Washington Nationals(home),MLB,Winning Margin - Bands OF,,Home,Washington Nationals - 5 To 6,0.0,11.5,
New York Mets(away) vs Washington Nationals(home),MLB,Winning Margin - Bands OF,,Home,Washington Nationals - 7 Or More,0.0,11.5,
New York Mets(away) vs Washington Nationals(home),MLB,Winning Margin - Bands OF,,Away,New York Mets - 1 To 2,0.0,3.6,
New York Mets(away) vs Washington Nationals(home),MLB,Winning Margin - Bands OF,,Away,New York Mets - 3 To 4,0.0,6.0,
New York Mets(away) vs Washington Nationals(home),MLB,Winning Margin - Bands OF,,Away,New York Mets - 5 To 6,0.0,11.0,
New York Mets(away) vs Washington Nationals(home),MLB,Winning Margin - Bands OF,,Away,New York Mets - 7 Or More,0.0,12.0,
New York Mets(away) vs Washington Nationals(home),MLB,Winning Margin - Exact OF,,Home,Washington Nationals - 1,0.0,5.0,
New York Mets(away) vs Washington Nationals(home),MLB,Winning Margin - Exact OF,,Home,Washington Nationals - 2,0.0,7.5,
New York Mets(away) vs Washington Nationals(home),MLB,Winning Margin - Exact OF,,Home,Washington Nationals - 3,0.0,10.0,
New York Mets(away) vs Washington Nationals(home),MLB,Winning Margin - Exact OF,,Home,Washington Nationals - 4,0.0,12.0,
New York Mets(away) vs Washington Nationals(home),MLB,Winning Margin - Exact OF,,Home,Washington Nationals - 5 Or More,0.0,6.5,
New York Mets(away) vs Washington Nationals(home),MLB,Winning Margin - Exact OF,,Away,New York Mets - 1,0.0,6.0,
New York Mets(away) vs Washington Nationals(home),MLB,Winning Margin - Exact OF,,Away,New York Mets - 2,0.0,7.5,
New York Mets(away) vs Washington Nationals(home),MLB,Winning Margin - Exact OF,,Away,New York Mets - 3,0.0,11.0,
New York Mets(away) vs Washington Nationals(home),MLB,Winning Margin - Exact OF,,Away,New York Mets - 4,0.0,12.0,
New York Mets(away) vs Washington Nationals(home),MLB,Winning Margin - Exact OF,,Away,New York Mets - 5 Or More,0.0,6.5,
New York Mets(away) vs Washington Nationals(home),MLB,Player home runs OF,over,Away,B. Nimmo Over 0.5,0.5,6.5,
New York Mets(away) vs Washington Nationals(home),MLB,Player home runs OF,under,Away,B. Nimmo Under 0.5,0.5,1.1,
New York Mets(away) vs Washington Nationals(home),MLB,Player home runs OF,over,Home,E. Rosario Over 0.5,0.5,5.25,
New York Mets(away) vs Washington Nationals(home),MLB,Player home runs OF,under,Home,E. Rosario Under 0.5,0.5,1.1429,
New York Mets(away) vs Washington Nationals(home),MLB,Player home runs OF,over,Away,F. Lindor Over 0.5,0.5,4.75,
New York Mets(away) vs Washington Nationals(home),MLB,Player home runs OF,under,Away,F. Lindor Under 0.5,0.5,1.174,
New York Mets(away) vs Washington Nationals(home),MLB,Player home runs OF,over,Home,I. Vargas Over 0.5,0.5,19.0,
New York Mets(away) vs Washington Nationals(home),MLB,Player home runs OF,under,Home,I. Vargas Under 0.5,0.5,1.0143,
New York Mets(away) vs Washington Nationals(home),MLB,Player home runs OF,over,Home,J. Gallo Over 0.5,0.5,4.5,
New York Mets(away) vs Washington Nationals(home),MLB,Player home runs OF,under,Home,J. Gallo Under 0.5,0.5,1.1819,
New York Mets(away) vs Washington Nationals(home),MLB,Player home runs OF,over,Away,J. Martinez Over 0.5,0.5,4.3,
New York Mets(away) vs Washington Nationals(home),MLB,Player home runs OF,under,Away,J. Martinez Under 0.5,0.5,1.2,
New York Mets(away) vs Washington Nationals(home),MLB,Player home runs OF,over,Away,J. Mcneil Over 0.5,0.5,13.0,
New York Mets(away) vs Washington Nationals(home),MLB,Player home runs OF,under,Away,J. Mcneil Under 0.5,0.5,1.0334,
New York Mets(away) vs Washington Nationals(home),MLB,Player home runs OF,over,Home,J. Meneses Over 0.5,0.5,9.0,
New York Mets(away) vs Washington Nationals(home),MLB,Player home runs OF,under,Home,J. Meneses Under 0.5,0.5,1.0667,
New York Mets(away) vs Washington Nationals(home),MLB,Player home runs OF,over,Home,J. Winker Over 0.5,0.5,7.0,
New York Mets(away) vs Washington Nationals(home),MLB,Player home runs OF,under,Home,J. Winker Under 0.5,0.5,1.091,
New York Mets(away) vs Washington Nationals(home),MLB,Player home runs OF,over,Home,K. Ruiz Over 0.5,0.5,7.5,
New York Mets(away) vs Washington Nationals(home),MLB,Player home runs OF,under,Home,K. Ruiz Under 0.5,0.5,1.0834,
New York Mets(away) vs Washington Nationals(home),MLB,Player home runs OF,over,Home,L. Garcia Over 0.5,0.5,7.5,
New York Mets(away) vs Washington Nationals(home),MLB,Player home runs OF,under,Home,L. Garcia Under 0.5,0.5,1.0834,
New York Mets(away) vs Washington Nationals(home),MLB,Player home runs OF,over,Home,L. Thomas Over 0.5,0.5,6.0,
New York Mets(away) vs Washington Nationals(home),MLB,Player home runs OF,under,Home,L. Thomas Under 0.5,0.5,1.1112,
New York Mets(away) vs Washington Nationals(home),MLB,Player home runs OF,over,Away,L. Torrens Over 0.5,0.5,9.0,
New York Mets(away) vs Washington Nationals(home),MLB,Player home runs OF,under,Away,L. Torrens Under 0.5,0.5,1.0667,
New York Mets(away) vs Washington Nationals(home),MLB,Player home runs OF,over,Away,M. Vientos Over 0.5,0.5,4.5,
New York Mets(away) vs Washington Nationals(home),MLB,Player home runs OF,under,Away,M. Vientos Under 0.5,0.5,1.1819,
New York Mets(away) vs Washington Nationals(home),MLB,Player home runs OF,over,Home,N. Senzel Over 0.5,0.5,8.5,
New York Mets(away) vs Washington Nationals(home),MLB,Player home runs OF,under,Home,N. Senzel Under 0.5,0.5,1.0715,
New York Mets(away) vs Washington Nationals(home),MLB,Player home runs OF,over,Away,P. Alonso Over 0.5,0.5,4.75,
New York Mets(away) vs Washington Nationals(home),MLB,Player home runs OF,under,Away,P. Alonso Under 0.5,0.5,1.174,
New York Mets(away) vs Washington Nationals(home),MLB,Player hits OF,over,Away,B. Nimmo Over 0.5,0.5,1.5,
New York Mets(away) vs Washington Nationals(home),MLB,Player hits OF,under,Away,B. Nimmo Under 0.5,0.5,2.5,
New York Mets(away) vs Washington Nationals(home),MLB,Player hits OF,over,Home,E. Rosario Over 0.5,0.5,1.4445,
New York Mets(away) vs Washington Nationals(home),MLB,Player hits OF,under,Home,E. Rosario Under 0.5,0.5,2.65,
New York Mets(away) vs Washington Nationals(home),MLB,Player hits OF,over,Away,F. Lindor Over 0.5,0.5,1.3847,
New York Mets(away) vs Washington Nationals(home),MLB,Player hits OF,under,Away,F. Lindor Under 0.5,0.5,2.9,
New York Mets(away) vs Washington Nationals(home),MLB,Player hits OF,over,Home,I. Vargas Over 0.5,0.5,1.4762,
New York Mets(away) vs Washington Nationals(home),MLB,Player hits OF,under,Home,I. Vargas Under 0.5,0.5,2.6,
New York Mets(away) vs Washington Nationals(home),MLB,Player hits OF,over,Home,J. Gallo Over 0.5,0.5,2.05,
New York Mets(away) vs Washington Nationals(home),MLB,Player hits OF,under,Home,J. Gallo Under 0.5,0.5,1.7143,
New York Mets(away) vs Washington Nationals(home),MLB,Player hits OF,over,Away,J. Martinez Over 0.5,0.5,1.4167,
New York Mets(away) vs Washington Nationals(home),MLB,Player hits OF,under,Away,J. Martinez Under 0.5,0.5,2.75,
New York Mets(away) vs Washington Nationals(home),MLB,Player hits OF,over,Away,J. Mcneil Over 0.5,0.5,1.5556,
New York Mets(away) vs Washington Nationals(home),MLB,Player hits OF,under,Away,J. Mcneil Under 0.5,0.5,2.4,
New York Mets(away) vs Washington Nationals(home),MLB,Player hits OF,over,Home,J. Meneses Over 0.5,0.5,1.5556,
New York Mets(away) vs Washington Nationals(home),MLB,Player hits OF,under,Home,J. Meneses Under 0.5,0.5,2.4,
New York Mets(away) vs Washington Nationals(home),MLB,Player hits OF,over,Home,J. Winker Over 0.5,0.5,1.625,
New York Mets(away) vs Washington Nationals(home),MLB,Player hits OF,under,Home,J. Winker Under 0.5,0.5,2.2,
New York Mets(away) vs Washington Nationals(home),MLB,Player hits OF,over,Home,K. Ruiz Over 0.5,0.5,1.4445,
New York Mets(away) vs Washington Nationals(home),MLB,Player hits OF,under,Home,K. Ruiz Under 0.5,0.5,2.65,
New York Mets(away) vs Washington Nationals(home),MLB,Player hits OF,over,Home,L. Garcia Over 1.5,1.5,2.75,
New York Mets(away) vs Washington Nationals(home),MLB,Player hits OF,under,Home,L. Garcia Under 1.5,1.5,1.4167,
