Teams_x,League_x,Category_x,Designation_x,Side_x,Name_x,Points_x,PB Decimal Odds,PB American Odds,Key,Period,GameId,Teams_y,League_y,Designation_y,Side_y,Points_y,BO Odds,BO dec_odds,Category_y,Name_y,Teams,League,Category,Designation,Side,Name,Points,Odds,American Odds
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,Team to Lead After Every Quarter,,Away,Las Vegas Raiders,0.0,5.75,475.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,Time of First Score,,Neither,Before 06:00 Minutes Elapsed,0.0,2.15,115.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,Time of First Score,,Neither,On Or After 06:00 Minutes Elapsed,0.0,1.6667,-150.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,Winning Margin,,Home,Los Angeles Chargers (1-6),0.0,3.8,280.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,Winning Margin,,Home,Los Angeles Chargers (7-12),0.0,5.75,475.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,Winning Margin,,Home,Los Angeles Chargers (13+),0.0,3.8,280.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,Winning Margin,,Away,Las Vegas Raiders (1-6),0.0,5.25,425.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,Winning Margin,,Away,Las Vegas Raiders (7-12),0.0,7.0,600.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,Winning Margin,,Away,Las Vegas Raiders (13+),0.0,8.0,700.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,Race to 10 Points,,Home,Los Angeles Chargers,0.0,1.7693,-130.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,Race to 10 Points,,Away,Las Vegas Raiders,0.0,2.1,110.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,Race to 10 Points,,Neither,Neither,0.0,126.0,12500.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,Race to 15 Points,,Home,Los Angeles Chargers,0.0,1.7693,-130.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,Race to 15 Points,,Away,Las Vegas Raiders,0.0,2.3,130.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,Race to 15 Points,,Neither,Neither,0.0,16.0,1500.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,Race to 20 Points,,Home,Los Angeles Chargers,0.0,1.9091,-110.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,Race to 20 Points,,Away,Las Vegas Raiders,0.0,2.75,175.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,Race to 20 Points,,Neither,Neither,0.0,5.5,450.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,Race to 25 Points,,Home,Los Angeles Chargers,0.0,2.65,165.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,Race to 25 Points,,Away,Las Vegas Raiders,0.0,4.3,330.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,Race to 25 Points,,Neither,Neither,0.0,2.2,120.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,Race to 30 Points,,Home,Los Angeles Chargers,0.0,4.0,300.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,Race to 30 Points,,Away,Las Vegas Raiders,0.0,7.0,600.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,Race to 30 Points,,Neither,Neither,0.0,1.5264,-190.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,Race to 35 Points,,Home,Los Angeles Chargers,0.0,8.0,700.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,Race to 35 Points,,Away,Las Vegas Raiders,0.0,15.0,1400.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,Race to 35 Points,,Neither,Neither,0.0,1.1429,-700.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,Team to Score Most Points in a Quarter,,Home,Los Angeles Chargers,0.0,1.9091,-110.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,Team to Score Most Points in a Quarter,,Away,Las Vegas Raiders,0.0,2.75,175.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,Team to Score Most Points in a Quarter,,Neither,Tie,0.0,5.75,475.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,Highest Scoring Quarter,,Neither,Quarter 1,0.0,7.5,650.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,Highest Scoring Quarter,,Neither,Quarter 2,0.0,2.75,175.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,Highest Scoring Quarter,,Neither,Quarter 3,0.0,6.0,500.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,Highest Scoring Quarter,,Neither,Quarter 4,0.0,2.9,190.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,Highest Scoring Quarter,,Neither,Tie,0.0,7.0,600.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,Line/Total Double,over,Home,Los Angeles Chargers -3.5 & Over 43.5,0.0,4.1,310.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,Line/Total Double,under,Home,Los Angeles Chargers -3.5 & Under 43.5,0.0,3.8,280.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,Line/Total Double,over,Away,Las Vegas Raiders +3.5 & Over 43.5,0.0,3.5,250.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,Line/Total Double,under,Away,Las Vegas Raiders +3.5 & Under 43.5,0.0,3.4,240.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,Win/Total Double,over,Home,Los Angeles Chargers & Over 43.5,0.0,3.1,210.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,Win/Total Double,under,Home,Los Angeles Chargers & Under 43.5,0.0,2.9,190.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,Win/Total Double,over,Away,Las Vegas Raiders & Over 43.5,0.0,4.75,375.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,Win/Total Double,under,Away,Las Vegas Raiders & Under 43.5,0.0,4.75,375.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,HOMETEAM Total ,over,Home,Over 16.5,16.5,1.25,-400.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,HOMETEAM Total ,under,Home,Under 16.5,16.5,3.8,280.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,HOMETEAM Total ,over,Home,Over 18.5,18.5,1.3637,-275.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,HOMETEAM Total ,under,Home,Under 18.5,18.5,3.0,200.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,HOMETEAM Total ,over,Home,Over 20.5,20.5,1.5883,-170.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,HOMETEAM Total ,under,Home,Under 20.5,20.5,2.3,130.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,HOMETEAM Total ,over,Home,Over 22.5,22.5,1.7143,-140.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,HOMETEAM Total ,under,Home,Under 22.5,22.5,2.05,105.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,HOMETEAM Total ,over,Home,Over 24.5,24.5,2.2,120.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,HOMETEAM Total ,under,Home,Under 24.5,24.5,1.625,-160.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,HOMETEAM Total ,over,Home,Over 26.5,26.5,2.5,150.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,HOMETEAM Total ,under,Home,Under 26.5,26.5,1.5,-200.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,HOMETEAM Total ,over,Home,Over 28.5,28.5,3.2,220.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,HOMETEAM Total ,under,Home,Under 28.5,28.5,1.3334,-300.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,HOMETEAM Total ,over,Home,Over 30.5,30.5,4.0,300.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,HOMETEAM Total ,under,Home,Under 30.5,30.5,1.2353,-425.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,HOMETEAM Total ,over,Home,Over 32.5,32.5,5.0,400.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,HOMETEAM Total ,under,Home,Under 32.5,32.5,1.16,-625.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,AWAYTEAM Total ,over,Away,Over 12.5,12.5,1.1819,-550.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,AWAYTEAM Total ,under,Away,Under 12.5,12.5,4.5,350.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,AWAYTEAM Total ,over,Away,Over 14.5,14.5,1.3449,-290.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,AWAYTEAM Total ,under,Away,Under 14.5,14.5,3.1,210.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,AWAYTEAM Total ,over,Away,Over 16.5,16.5,1.4762,-210.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,AWAYTEAM Total ,under,Away,Under 16.5,16.5,2.6,160.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,AWAYTEAM Total ,over,Away,Over 18.5,18.5,1.6897,-145.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,AWAYTEAM Total ,under,Away,Under 18.5,18.5,2.1,110.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,AWAYTEAM Total ,over,Away,Over 20.5,20.5,2.05,105.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,AWAYTEAM Total ,under,Away,Under 20.5,20.5,1.7143,-140.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,AWAYTEAM Total ,over,Away,Over 22.5,22.5,2.35,135.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,AWAYTEAM Total ,under,Away,Under 22.5,22.5,1.5715,-175.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,AWAYTEAM Total ,over,Away,Over 24.5,24.5,3.1,210.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,AWAYTEAM Total ,under,Away,Under 24.5,24.5,1.3449,-290.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,AWAYTEAM Total ,over,Away,Over 26.5,26.5,3.6,260.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,AWAYTEAM Total ,under,Away,Under 26.5,26.5,1.2667,-375.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,AWAYTEAM Total ,over,Away,Over 28.5,28.5,5.0,400.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,AWAYTEAM Total ,under,Away,Under 28.5,28.5,1.16,-625.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,Halftime/Full Time,,Home,Los Angeles Chargers - Los Angeles Chargers,0.0,2.2,120.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,Halftime/Full Time,,Neither,Los Angeles Chargers - Las Vegas Raiders,0.0,11.0,1000.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,Halftime/Full Time,,Home,Los Angeles Chargers - Tie,0.0,26.0,2500.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,Halftime/Full Time,,Home,Tie - Los Angeles Chargers,0.0,16.0,1500.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,Halftime/Full Time,,Away,Tie - Las Vegas Raiders,0.0,23.0,2200.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,Halftime/Full Time,,Neither,Tie - Tie,0.0,81.0,8000.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,Halftime/Full Time,,Away,Las Vegas Raiders - Las Vegas Raiders,0.0,3.6,260.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,Halftime/Full Time,,Neither,Las Vegas Raiders - Los Angeles Chargers,0.0,6.5,550.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,Halftime/Full Time,,Away,Las Vegas Raiders - Tie,0.0,23.0,2200.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,First Half Odd or Even Total,,Neither,Odd,0.0,1.9091,-110.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,First Half Odd or Even Total,,Neither,Even,0.0,1.9091,-110.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,Moneyline 1st Half,,Home,Los Angeles Chargers,0.0,1.7143,-140.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,Moneyline 1st Half,,Away,Las Vegas Raiders,0.0,2.15,115.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,Point Spread 1st Half,,Home,Los Angeles Chargers -9.5,-9.5,4.3,330.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,Point Spread 1st Half,,Away,Las Vegas Raiders +9.5,9.5,1.2353,-425.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,Point Spread 1st Half,,Home,Los Angeles Chargers -7.5,-7.5,3.8,280.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,Point Spread 1st Half,,Away,Las Vegas Raiders +7.5,7.5,1.2858,-350.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,Point Spread 1st Half,,Home,Los Angeles Chargers -5.5,-5.5,2.75,175.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,Point Spread 1st Half,,Away,Las Vegas Raiders +5.5,5.5,1.4762,-210.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,Point Spread 1st Half,,Home,Los Angeles Chargers -3.5,-3.5,2.3,130.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,Point Spread 1st Half,,Away,Las Vegas Raiders +3.5,3.5,1.625,-160.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,Point Spread 1st Half,,Home,Los Angeles Chargers -1.5,-1.5,1.9524,-105.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,Point Spread 1st Half,,Away,Las Vegas Raiders +1.5,1.5,1.8696,-115.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,Point Spread 1st Half,,Home,Los Angeles Chargers +0.5,0.5,1.625,-160.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,Point Spread 1st Half,,Away,Las Vegas Raiders -0.5,-0.5,2.3,130.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,Point Spread 1st Half,,Home,Los Angeles Chargers +2.5,2.5,1.5264,-190.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,Point Spread 1st Half,,Away,Las Vegas Raiders -2.5,-2.5,2.6,160.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,Point Spread 1st Half,,Home,Los Angeles Chargers +4.5,4.5,1.3077,-325.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,Point Spread 1st Half,,Away,Las Vegas Raiders -4.5,-4.5,3.5,250.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,Point Spread 1st Half,,Home,Los Angeles Chargers +6.5,6.5,1.25,-400.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,Point Spread 1st Half,,Away,Las Vegas Raiders -6.5,-6.5,4.1,310.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,Point Spread 1st Half,,Home,Los Angeles Chargers +8.5,8.5,1.1429,-700.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,Point Spread 1st Half,,Away,Las Vegas Raiders -8.5,-8.5,5.75,475.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,Total 1st Half,over,Neither,Over 14.5,14.5,1.2353,-425.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,Total 1st Half,under,Neither,Under 14.5,14.5,4.0,300.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,Total 1st Half,over,Neither,Over 16.5,16.5,1.3449,-290.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,Total 1st Half,under,Neither,Under 16.5,16.5,3.1,210.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,Total 1st Half,over,Neither,Over 18.5,18.5,1.5264,-190.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,Total 1st Half,under,Neither,Under 18.5,18.5,2.45,145.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,Total 1st Half,over,Neither,Over 20.5,20.5,1.8696,-115.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,Total 1st Half,under,Neither,Under 20.5,20.5,1.8696,-115.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,Total 1st Half,over,Neither,Over 22.5,22.5,2.05,105.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,Total 1st Half,under,Neither,Under 22.5,22.5,1.7143,-140.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,Total 1st Half,over,Neither,Over 24.5,24.5,2.85,185.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,Total 1st Half,under,Neither,Under 24.5,24.5,1.4,-250.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,Total 1st Half,over,Neither,Over 26.5,26.5,3.2,220.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,Total 1st Half,under,Neither,Under 26.5,26.5,1.3334,-300.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,Total 1st Half,over,Neither,Over 28.5,28.5,4.3,330.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,Total 1st Half,under,Neither,Under 28.5,28.5,1.2,-500.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,Total 1st Half,over,Neither,Over 30.5,30.5,5.5,450.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,Total 1st Half,under,Neither,Under 30.5,30.5,1.1334,-750.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,Total 1st Half,over,Neither,Over 12.5,12.5,1.1112,-899.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,Total 1st Half,under,Neither,Under 12.5,12.5,6.0,500.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,HOMETEAM Total 1st Half,over,Home,Over 4.5,4.5,1.1334,-750.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,HOMETEAM Total 1st Half,under,Home,Under 4.5,4.5,5.5,450.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,HOMETEAM Total 1st Half,over,Home,Over 6.5,6.5,1.25,-400.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,HOMETEAM Total 1st Half,under,Home,Under 6.5,6.5,3.8,280.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,HOMETEAM Total 1st Half,over,Home,Over 8.5,8.5,1.4762,-210.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,HOMETEAM Total 1st Half,under,Home,Under 8.5,8.5,2.6,160.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,HOMETEAM Total 1st Half,over,Home,Over 10.5,10.5,2.0,100.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,HOMETEAM Total 1st Half,under,Home,Under 10.5,10.5,1.7693,-130.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,HOMETEAM Total 1st Half,over,Home,Over 12.5,12.5,2.1,110.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,HOMETEAM Total 1st Half,under,Home,Under 12.5,12.5,1.6897,-145.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,HOMETEAM Total 1st Half,over,Home,Over 14.5,14.5,3.4,240.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,HOMETEAM Total 1st Half,under,Home,Under 14.5,14.5,1.2858,-350.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,HOMETEAM Total 1st Half,over,Home,Over 16.5,16.5,3.8,280.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,HOMETEAM Total 1st Half,under,Home,Under 16.5,16.5,1.25,-400.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,AWAYTEAM Total 1st Half,over,Away,Over 4.5,4.5,1.2,-500.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,AWAYTEAM Total 1st Half,under,Away,Under 4.5,4.5,4.3,330.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,AWAYTEAM Total 1st Half,over,Away,Over 6.5,6.5,1.3449,-290.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,AWAYTEAM Total 1st Half,under,Away,Under 6.5,6.5,3.1,210.0,,,,,,,,,,,,,,,,,,,,,
Las Vegas Raiders(away) vs Los Angeles Chargers(home),NFL,AWAYTEAM Total 1st Half,over,Away,Over 8.5,8.5,1.625,-160.0,,,,,,,,,,,,,,,,,,,,,
